module	spearman_dediff_axis	p_trend	mean_PTC	mean_PDTC	mean_ATC	monotonic
thyroid_differentiation	-0.6868742065560265	3.230625745143503e-48	0.32361651761752885	0.011170744987490475	-0.5114511317497958	True
TLS_CXCL13_like	-0.01909229258709812	0.7273182277720253	0.02069880367855372	-0.2570731058148435	0.07222720899450127	False
HLA_class_II	0.07652913663967152	0.1616247875756441	-0.06359079747343725	-0.2309030901917962	0.1936027725807201	False
checkpoint_exhaustion	0.12424953139946694	0.022733872054467984	-0.08461851023266352	-0.05508083812001516	0.15496632623629986	True
HLA_class_I	0.16268694604224165	0.002781218768349464	-0.06399849681904973	-0.6267574930809223	0.35538565149286777	False
IFNG_T_cell_inflamed	0.18780709122374314	0.0005390244230805481	-0.07433375661951158	-0.20370138234351523	0.19935697795978172	False
myeloid_suppressive	0.5076952971681472	2.050859418415235e-23	-0.3452198022262997	-0.2524092035097233	0.6434931712876308	True
