	HLA_class_I	HLA_class_II	IFNG_T_cell_inflamed	TLS_CXCL13_like	checkpoint_exhaustion	myeloid_suppressive	thyroid_differentiation	group
F6_131N|ATC	2.3921136523354987	0.7201227169364806	1.494435357581502	0.31324321140765193	0.6030622441811532	0.6645216023115544	-0.6542366991568617	ATC
F6_133C|ATC	-1.2729069362680483	-1.3433005233038744	-0.21532963062795088	-0.5418192875675897	3.8371776918116405	-0.8068071247181934	-0.6461193555499122	ATC
F7_127C|ATC	0.5304398887716699	0.6712346085619694	-0.313692860312163	0.22841386910097275	-0.33447759925996096	-0.2374532850909055	-0.03888281710834785	ATC
F7_130C|ATC	-0.3466230734051856	-0.3669387307186742	-0.4311215662054218	-0.3722715644674854	-0.33447759925996096	-0.1525197299451662	-0.21212737706706541	ATC
F7_131C|ATC	-0.11593451577929781	0.17383153373036703	-0.4804590002295057	-0.07944413165511936	-0.33447759925996096	-0.2328593067885532	-0.3131754329646024	ATC
F8_127C|ATC	0.091926744403395	1.039055371598003	-0.43254315973213286	-0.05980259291587747	-0.33447759925996096	0.46891101961395715	0.6648320983191959	ATC
F8_128N|ATC	1.8320170878555218	3.173610427328992	0.4278446899930311	-0.47226805448030645	-0.33447759925996096	0.6341640863853288	-0.8371658694412045	ATC
F8_128C|ATC	0.03939980885645424	-0.5368171222297117	-0.3197612492513045	0.45764699866556663	-0.33447759925996096	1.2215613089225583	-0.7224172662618017	ATC
F8_130N|ATC	-0.4026328245344226	-0.32732495251649374	-0.27424388264912875	-0.0008599439062379477	-0.33447759925996096	0.8762622273460607	-0.7405313242094614	ATC
F8_133N|ATC	-0.4706873609635361	-1.2365436823319487	-0.49950796516231827	-0.3436268013366119	-0.33447759925996096	-0.23721003100774757	-0.4611696921933617	ATC
F9_127N|ATC	-0.590360974533404	-1.4705260331283263	-0.29335595041319756	-0.2373668597575763	-0.33447759925996096	-0.5048554038866029	-0.7493355784912951	ATC
F9_131N|ATC	0.2929031195771051	0.1323994144643542	-0.06799308769877227	-0.15419716767064548	-0.33447759925996096	0.5887337127666374	-0.7072955275399705	ATC
F9_131C|ATC	0.658269566831496	0.47263478756556093	-0.2762696453345854	0.004866322465628588	-0.33447759925996096	0.18718269404469742	-0.6147435731080015	ATC
F9_132N|ATC	0.3043473102990302	-0.4128939216058823	-0.1657256201335136	-0.22139826768023693	-0.33447759925996096	0.7427870290390665	-0.7366023548150599	ATC
F9_132C|ATC	0.08239071517280938	0.039601890104228675	-0.18092369433838135	0.20278870639969507	-0.33447759925996096	0.5234497039826974	-0.53811436048164	ATC
F9_133C|ATC	0.6344941857784547	1.0094539539026135	-0.05842734568885227	1.0089630610876872	-0.33447759925996096	0.12705987394872165	-0.5154668790749998	ATC
F10_128N|ATC	0.11841187752579521	-0.12862948881347636	0.2926222836777004	0.13934326923639992	1.3007520367031187	-0.18581236678723034	0.5805285661454065	ATC
F10_128C|ATC	-0.045428092367897056	0.21702438250859302	-0.1614430516446062	-0.3912489755505704	0.7784678906946334	1.6254833087578076	-0.6191173015012768	ATC
F10_129N|ATC	0.9874486416915669	0.06174995451374278	0.4885009318517258	-0.4213652957910729	1.4776425512488718	0.1597572927031791	-0.7235653671106657	ATC
F10_130C|ATC	2.4665522640641395	3.2880537036158906	0.6818533344585886	-0.3036089297274914	1.024710195528466	0.8848839998810465	-0.4593267074122547	ATC
F10_132N|ATC	1.6170840805212614	2.37000383837487	1.0640246158071458	1.2326134717416546	0.5511816264936904	0.67984992351144	-0.6626575180817285	ATC
F10_133C|ATC	-0.2659515898543251	-0.6061392572165605	0.1307720925241721	-0.002694696743284153	0.9632376360805983	0.759980792023842	-0.6594805974368226	ATC
F11_127N|ATC	-0.5260680776413198	-0.055224464583485684	0.11019259005288679	-0.31825256657545825	-0.07962988610591164	-0.8590799429840364	-0.8031719909204388	ATC
F11_127C|ATC	0.47759239103025564	-0.46852107533541637	0.7196782790905496	-0.13623521454780607	0.6440943063018536	1.3403064752621137	-0.7411200820096261	ATC
F11_128N|ATC	0.6000940674098094	0.16366290659663615	1.0182009839179011	-0.25588577130769674	0.14847279273184338	0.5779935645387856	-0.7517123854737618	ATC
F11_129C|ATC	0.12079582118187834	0.418913710138598	0.31025257136688916	0.33320810198865985	0.03893147265282168	1.331536050020143	-0.6518159434402672	ATC
F11_133C|ATC	-0.40887589473485947	-0.7041169261232045	-0.08410254709625875	-0.24450176793758124	0.11288235560414273	1.010480048765922	-0.7007708622011991	ATC
F12_127C|ATC	0.6845619623189371	0.5211945477504547	1.160264761569446	0.7653971657318103	0.2109193720837097	0.7073454452776952	-0.5185143031714156	ATC
F12_132C|ATC	-0.9354293044462347	-1.578388789963676	0.5743076032205721	0.2883606516717246	0.5630013872502955	-0.13241473033498033	-0.6248502840359543	ATC
F12_133C|ATC	0.05187192126141869	-0.42811542070804626	0.578343287939568	0.40839014223904874	0.2938670831841287	1.0458341911526283	-0.6517132950171763	ATC
F13_132N|ATC	1.1238602319394417	0.4530988233755133	-0.35227296052943824	0.1430147062069879	-0.33447759925996096	1.5112451531767404	0.15179677414506462	ATC
F14_129N|ATC	1.2571911591472795	0.10255324181110785	0.33132215578556296	0.016832649912703907	1.2469034488284567	0.5768822184237852	-0.21208419064607284	ATC
F14_131C|ATC	0.23861792312176583	0.5104957437233976	0.5331681469556846	-0.2629760903574175	1.1437752393641756	1.109626212877367	-0.49730761925814115	ATC
F14_132N|ATC	1.00707320614402	0.22647154733577976	1.1043131142504716	-0.4359036374046794	2.0886874596563505	1.8897053452027457	-0.5019085109405682	ATC
F14_133C|ATC	-0.1782799001737863	-0.8066022282613937	0.09726543960489592	-0.20341931121115384	0.5336660280153771	0.9430695551572857	-0.41757544491630716	ATC
F15_131N|ATC	0.3139892330710038	-0.7585628547715121	0.9278292198149911	0.6872798446113242	-0.33447759925996096	0.19466146254740907	-0.5716347622028956	ATC
F15_132N|ATC	2.4663232806744193	1.4083992635640843	2.0941117778165843	0.4400904820943494	-0.33447759925996096	1.256756939045982	-0.5046001800841324	ATC
F15_132C|ATC	-0.06438794439978943	-0.31265208106601783	0.38583089765684575	0.4296326051561636	-0.33447759925996096	2.2481750889956107	-0.5195698312552365	ATC
F15_133N|ATC	0.21250970182935291	-0.4486232503538299	0.534703487220403	1.0968002586813503	-0.33447759925996096	0.7585975941775207	-0.0342666546771332	ATC
F16_127C|ATC	2.4138928585319195	1.3019707707817758	1.9823264107774299	-0.23969736365043573	0.5345967827717635	1.145034934178773	-0.5178151253524894	ATC
F16_128C|ATC	-0.2727305972308581	-0.19368121460485596	0.1867393795211347	-0.2900819766089381	0.09628641613533857	1.3099553204386452	-0.43960739762285556	ATC
F16_129C|ATC	0.6060906501743505	0.5439330364275377	0.1052983393941336	-0.3302873094143508	0.18641585908446445	0.10050430876528538	-0.42795610003047996	ATC
F16_132N|ATC	-0.989151856545883	0.015313914270867954	-0.27127494454514756	-0.5071861085519821	0.03324854236488897	-0.7732129034234191	-0.40355088037774905	ATC
F16_132C|ATC	-0.17512065542254435	-0.8648471304017294	0.044983773359316304	-0.273837920301091	0.13382596372252092	0.24778976323168014	-0.40112983472933045	ATC
F17_127N|ATC	0.7266822376684121	0.6831225451381222	-0.02605073919045947	0.32790534202652194	0.2778678101825128	0.5782629888045918	-0.808707635259026	ATC
F17_130C|ATC	-0.6958321007242092	-0.5269199848261575	-0.5433825547241233	-0.22238204868317368	0.0771602827816192	-0.5948798568736893	-0.6600262466749639	ATC
F17_132C|ATC	-0.9914728187877427	-1.7444392139338316	-0.4732389037188722	-0.40783246314843297	-0.015865350493635383	-1.1486006302476655	-0.883422401579829	ATC
F17_133N|ATC	-0.474657046332	-0.34556371542989955	-0.42344607759588904	-0.2812752683111784	0.5205330875881056	0.8568527294032997	-0.7355103770963836	ATC
F18_127C|ATC	3.0298203840439735	1.2909748718904888	1.645300159245269	0.514518416457212	0.1883616889035768	0.3368354107528487	-0.619165536835195	ATC
F18_130N|ATC	0.2427605341593296	-0.16877193772462787	1.4428494050977039	-0.11999389226983281	0.36894330779817014	1.2843603131626231	-0.43812937140057473	ATC
F19_128N|ATC	-0.45115994062231835	-0.608994606209528	-0.02500459097484309	0.14330464224009193	-0.33447759925996096	2.1288185883968307	-0.5090005851374818	ATC
F19_128C|ATC	-0.6403988834705108	-1.0604473852530798	-0.22845522759557896	-0.09315632162337543	-0.33447759925996096	-0.8709980211483902	-0.6315088217534931	ATC
F19_130C|ATC	-0.5422315013544974	0.07125096543165771	-0.08778201182581694	-0.14448401952840384	-0.33447759925996096	-0.7707257705271411	-0.6709977612124499	ATC
F20_128C|ATC	1.4621518930781008	0.34801422358488393	0.3223270480047159	0.2947516426223579	-0.33447759925996096	0.11089496735432187	-0.5007335927294807	ATC
F20_130C|ATC	0.05588018886454553	2.447023705059363	-0.4118119380388816	1.1066952934414134	-0.33447759925996096	-0.47853170246586846	-0.5855021805990351	ATC
F20_133C|ATC	-0.21079441711932762	-1.4620405670124728	-0.3706957512136312	0.2892345198125168	-0.33447759925996096	1.5735225910666193	-0.7100088285115983	ATC
F21_127C|ATC	0.08598509027895056	-0.6112128392198891	-0.14425199875540792	-0.2685938967734611	-0.07599485456058488	0.8194898544872274	-0.740402702587791	ATC
F21_128N|ATC	1.2430639195516457	1.9560475188749926	0.6932203085075463	0.595513971076343	0.1887065662224121	-0.30993278537714786	-0.5292093525025111	ATC
F21_129C|ATC	-0.7605217040534767	-0.4750142360943148	-0.07859776325371759	1.142308265829451	0.055452162433152236	0.49149057643425037	-0.3164609792433573	ATC
F21_132N|ATC	0.1212901431413744	0.27561533050472964	0.14139422221591302	0.012512139500793626	1.1336392537476052	1.05972046518102	-0.47834282607298034	ATC
F21_133N|ATC	0.3342114318964077	-0.3713669127254389	0.3133648942096365	0.202896336784906	0.2949115570617429	-0.16920290911137417	-0.5997339438193957	ATC
F22_133N|ATC	0.22390381916802818	0.16906446024349306	1.1470542689506524	-0.3116324693922223	-0.33447759925996096	1.485745144378154	-0.5632806186180612	ATC
F22_133C|ATC	-0.7652401535029509	-1.1689141220152022	2.032083396032967	-0.06898042330690385	-0.33447759925996096	2.009400871931479	-0.4613158963718578	ATC
F23_128C|ATC	-0.5658519582128686	-1.3997639858971007	0.31698447612638253	-0.1251178913738502	-0.33447759925996096	0.09702052969747631	-0.5933801985417199	ATC
F23_129N|ATC	-0.27148502970193694	-0.7227698897345217	0.5652248780182246	0.9242306122948295	-0.33447759925996096	1.187336928349753	-0.6989524255535366	ATC
F23_129C|ATC	-0.14891850869248463	-0.07802696609569935	0.46479951738712993	-0.22040297874169076	-0.33447759925996096	0.9006064657557251	-0.7874458738243985	ATC
F23_130N|ATC	1.673744625713749	1.5328161161106064	1.5605397298321573	1.7743007506254083	-0.33447759925996096	0.3646523136573677	-0.7325524392282121	ATC
F23_133C|ATC	0.7888419786650397	0.6651473644870243	2.495927278008978	-0.047223846343551035	-0.33447759925996096	2.534152003999615	-0.7843945476065971	ATC
F24_127C|ATC	0.2957692890217938	0.8032991121762969	-0.51284199791209	1.4920901698572189	-0.33447759925996096	0.24784828959746186	0.6237021506427829	ATC
F24_130N|ATC	1.214407820523308	0.11533095679559306	0.008046632975651502	-0.4186013637880264	-0.33447759925996096	1.7544375743599967	-0.6031410711681763	ATC
F24_133C|ATC	-0.6528078284849194	-0.6066999343430972	-0.6656781878296181	-0.3358723124899046	-0.33447759925996096	-0.4731969789826257	-0.4791596129993007	ATC
F25_129N|ATC	0.09615473892889194	-0.2889119797921676	-0.5448001840986145	-0.03919867333739548	-0.33447759925996096	-0.5953778287266915	-0.4294144647911022	ATC
F25_131C|ATC	-0.07239869307497811	-0.3778981046393275	-0.5001834081599572	0.8627506178404832	-0.33447759925996096	0.3000916782605176	-0.17387603448816633	ATC
F26_127N|ATC	1.381988119311242	-0.3350900859640701	-0.293913358755961	-0.2068076532112024	-0.33447759925996096	0.5885864625039221	-0.7013277150054557	ATC
F26_130C|ATC	-0.5054757904293965	-0.8155331484005469	-0.5350295196892432	-0.10481405036494566	-0.33447759925996096	-0.026087977469351917	-0.40802942204559495	ATC
F26_133N|ATC	0.47293780973837096	1.8089185358776185	-0.3317135726997617	-0.20586562798146826	-0.33447759925996096	1.9164176808461584	-0.5812729297240704	ATC
F27_129N|ATC	0.3933981599629	-0.4345340253413209	-0.08744296535149476	0.16767463712151817	-0.33447759925996096	1.5766553725845436	-0.0997860058376641	ATC
F28_127N|ATC	0.9612884738675979	0.738721081364892	0.008053914071565638	-0.277795994047764	2.106005619159715	1.6711475078603637	-0.4443406687688957	ATC
F28_129N|ATC	0.7589443717500906	2.2158221471303285	0.1409112622069747	0.05649937188475607	2.364725763301307	1.9695010091979508	-0.45471886732385963	ATC
F29_130N|ATC	1.0058747257658152	0.35336946206279224	-0.04606404482657239	-0.5899127374796019	-0.33447759925996096	1.4257158462388801	-0.34630846016325406	ATC
F29_131N|ATC	0.5421225188223093	0.968443566256293	-0.45296242691599437	-0.7330859789702607	-0.33447759925996096	2.583082338284969	-0.6105543620136795	ATC
F30_127N|ATC	0.4993192840694589	0.4926399281825154	0.1611418267621076	0.5272930236946668	0.45283979222485304	0.26065753142834147	-1.0992705942673542	ATC
F30_127C|ATC	0.6701802911891204	0.7497147209796452	0.07632740804237875	0.3314614596300203	0.6368329093123102	1.4847646391068499	-0.9162145722779931	ATC
F30_128C|ATC	-1.0173175025299472	-0.37552887664727286	-0.16340122723214712	0.18801599686575698	0.49808618944391375	-0.36789663492098296	0.009772199922286645	ATC
F30_129N|ATC	0.5156235079403296	1.3357695477313665	0.2629864775082233	2.371057448870465	0.7505457485927443	-0.13015831537559613	-1.0151803445589656	ATC
F30_129C|ATC	0.08200230804779711	-0.8772253299857744	0.04836423331090112	0.02251427036054014	0.5274344333891328	0.6395090301982191	-1.03231269885963	ATC
F30_130C|ATC	0.6831894055805352	0.3844631319089308	0.03916940748057285	0.22285835535519813	0.7001232068108809	0.3309502278580366	-1.0690420863678158	ATC
F30_131N|ATC	0.8144244778553329	0.32663092428215035	1.4846079339332783	2.220901170077582	1.4006526030946325	0.6750670481735768	-0.9583008758000483	ATC
F30_133C|ATC	0.8288087437660678	2.2709070744916873	0.6899015843537692	0.18284129844852912	1.0456121240547769	0.36948163101726894	-1.1155209554234922	ATC
F30_134N|ATC	2.3910068283707395	1.798497246318162	0.878436712835106	0.43487893821721296	0.7355205556132396	-0.5351635133601208	-1.1130552031992345	ATC
F31_127N|ATC	0.9491122418849806	1.2717149159836858	-0.28146430276402523	-0.35806406036380434	0.3886086455308636	2.575167945986564	-0.75760947289473	ATC
F31_132N|ATC	0.476387286105994	0.9041110434949226	-0.06916049007701275	0.599339257680195	0.5970122935333328	0.2935944450327819	-0.6471675570924443	ATC
F31_133N|ATC	0.28658323271183606	0.6767596693260219	-0.5307558399918815	0.15724836713908694	0.4875356698131014	-0.2860110978160252	-0.6343412735512887	ATC
F31_134N|ATC	1.6690253305889673	1.745394081023266	-0.11926818314775123	-0.05651639757684707	0.14917815799123757	0.850642520780486	-0.3799548513136859	ATC
F32_128N|ATC	0.4820278196203634	-0.5176663646887223	0.3531465925661622	-0.23869654906766527	-0.33447759925996096	3.526087940182239	-0.3225443276610515	ATC
F32_129C|ATC	0.5176816848950576	0.4988966179975146	0.5103453645157494	-0.24399080795770964	-0.33447759925996096	0.5747747735519335	-0.5947055238690473	ATC
F32_134N|ATC	0.02092491054082728	1.2048708308086158	0.11343789611753946	-0.316218640365767	-0.33447759925996096	1.6014983379648642	-0.5380481596983211	ATC
F33_131C|ATC	-1.111832487440033	-0.9851291303448263	0.18649350322121433	-0.2625340094493687	-0.33447759925996096	-0.10388939111394502	-0.32056637000811283	ATC
F34_129N|ATC	-1.2521612108737912	-1.69203830709494	-0.6659508244210713	-0.4127078976743172	0.017769619933867747	-0.7822846389893696	-0.19724368914108448	ATC
F34_131N|ATC	3.202811980993237	2.5636449239250982	0.6197120844702513	-0.2584604616904522	0.6989051951938945	1.4087537332764206	-0.43277751927744995	ATC
F1_128N|PDTC	2.524973846426904	1.1548594854505856	0.8417491879206567	-0.10041678726268664	-0.33447759925996096	-0.12828774676467766	-0.5386390208351411	PDTC
F1_130N|PDTC	0.5520060027556121	-0.03694089268548695	-0.0021694617061614463	-0.08549915979261376	-0.33447759925996096	2.0939081250938965	-0.134358003196835	PDTC
F2_127N|PDTC	0.9494595108073955	-0.047271434637492435	0.48015247951006607	-0.429199084276121	0.6070092865868999	0.885501811080424	-0.7422571300122737	PDTC
F2_132N|PDTC	-0.5667038106600643	0.4431478398812306	0.27128861777131585	0.006126229688360056	0.8089709067380404	-0.23056952769812303	0.7309840636758161	PDTC
F3_128N|PDTC	-1.5358887614020786	0.3341132716168798	-0.6960706956913965	-0.6050786495338756	0.01829156981664251	-0.6336305856063484	-0.1899493282579038	PDTC
F3_133C|PDTC	-0.5555677582579976	-0.9962025977304495	-0.6217758492022734	-0.18751806707840524	-0.06839410292069378	-0.41996036308690954	0.4415276207009069	PDTC
F4_127N|PDTC	-1.6710724205779648	-1.7287910881128188	-0.7489455288137867	-0.4261676112991745	-0.33447759925996096	-0.7003040797133673	1.1031770110492785	PDTC
F4_132C|PDTC	-1.5983763520843273	-1.6727519929619068	-0.7002623417081248	-0.28415528722020683	-0.33447759925996096	-0.5296551844574285	0.6213308164262578	PDTC
F5_130N|PDTC	-1.1391567302517693	-1.6002292162184681	0.18664126190111147	-0.48540948024855207	0.02977869106216252	-0.5890953663257769	-0.358975062926572	PDTC
F5_130C|PDTC	0.006514598635702684	0.46462339297577127	0.132610500198786	-0.33557390115866026	0.221839803713417	1.1906036096021144	-0.644007555851759	PDTC
F6_127C|PDTC	-1.294658941908105	-1.7674171859235246	-0.18188647664055918	-0.49728008507167387	0.3729724970100369	-0.6977565912297857	-0.43814195004139295	PDTC
F6_128C|PDTC	0.13240211827802173	0.1675232571011725	-0.01307898916589234	-0.3488701955274797	0.43907605876124745	0.7639983746777007	-0.43863418348098865	PDTC
F6_132N|PDTC	-1.23462781812995	-1.0390226658805553	-0.16237959828783255	-0.36719598099619427	0.22145712665414596	-0.5538892013714217	-0.4049317723763157	PDTC
F7_129C|PDTC	-1.8029851682437485	-2.0597186184397724	-0.7752740525405319	-0.42224758088163483	-0.33447759925996096	-0.8994534231890534	0.593535196448115	PDTC
F7_130N|PDTC	-1.2080934022312353	-0.41436772299826985	-0.7402411404505145	-0.40248846319815007	-0.33447759925996096	-0.9111594201264316	0.5109013619173505	PDTC
F8_133C|PDTC	-1.2684193986997796	-1.265000023370657	-0.5404130002060574	-0.2676058484374555	-0.33447759925996096	-0.40719998287500375	-0.37679385669626647	PDTC
F9_127C|PDTC	-0.8033458018926412	0.07812632047090219	-0.4834359976456173	-0.2769038029166145	-0.33447759925996096	-0.25366518035882313	1.3072022214677996	PDTC
F9_129N|PDTC	-0.7566095989341599	-1.5180111307751842	-0.5277567565848302	-0.1334707044318002	-0.33447759925996096	-0.6257523095841626	-0.5873970439470922	PDTC
F9_130N|PDTC	-0.8085244777681085	-1.163451567901926	-0.49216125848384357	-0.33996831969562424	-0.33447759925996096	-0.6511272071424117	-0.4645145842850311	PDTC
F10_127N|PDTC	0.28180279666997265	0.25323380752002894	0.42524474078494795	-0.2764106229100775	0.5153384004123172	-0.7741638397371804	-0.5506042835540912	PDTC
F11_129N|PDTC	-0.3110044671885923	0.01911401740116254	0.21857420987421267	-0.24387783833854107	-0.06714401490792626	-0.5389796142459011	-0.7903780633204076	PDTC
F13_127N|PDTC	0.3577555767332433	2.5139943097203408	-0.19417124384890566	-0.1957672503498614	-0.33447759925996096	0.29136494991218964	0.03256446363318192	PDTC
F13_130N|PDTC	-1.4019109144587656	-1.262972322681335	-0.7034712015785705	-0.5740777166061554	-0.33447759925996096	-0.29802222756544416	0.06782512825989533	PDTC
F13_131N|PDTC	-1.8790507453749072	-1.5799409129425774	-0.6771086994042255	-0.5102215840259151	-0.33447759925996096	-0.7510845262850886	2.1799874019361156	PDTC
F17_131C|PDTC	-1.3873774147975224	-1.1967597052975352	-0.7074597859203589	-0.4038338775239117	-0.018254025754614822	-1.013087536609855	0.22680366979709465	PDTC
F18_128N|PDTC	1.0476890532884853	2.1753227325267943	0.9306808389325548	-0.17715454911040104	0.11950924915037148	-0.556933103668074	-0.7067043129455683	PDTC
F18_130C|PDTC	-1.5328641744063973	-0.7719208272791628	0.27618210589452963	-0.48027116675184645	-0.015759385809703125	-0.7155249663811227	0.17502332881344992	PDTC
F19_132C|PDTC	1.0334033453025353	1.5242142972532486	0.2063580670786278	1.718903002644689	-0.33447759925996096	1.1058301487929105	-0.35335678896264233	PDTC
F22_129C|PDTC	-0.9873691134188025	-1.2345799944777582	1.2066364487496295	-0.29838197092365815	-0.33447759925996096	0.26997141455527596	-0.5284270756050439	PDTC
F23_127N|PDTC	-1.3909130564200178	-2.121980514257673	0.08352047853825911	-0.35948773048050753	-0.33447759925996096	0.1046893209954276	-0.8271892290610788	PDTC
F24_132N|PDTC	-0.8410223941586894	7.365736443984934	-0.6906442567086886	-0.5693127262558758	-0.33447759925996096	-0.9523333844935631	-0.32696303404389526	PDTC
F24_132C|PDTC	-1.3415608969104105	-0.795553612917645	-0.7336616185781974	-0.574133531228027	-0.33447759925996096	-0.5695214228825487	-0.6016658598632779	PDTC
F25_127N|PDTC	-2.024629841146642	-1.6983488430006688	-0.8145591246444315	-0.44151795606530064	-0.33447759925996096	-0.1948356888070874	-0.2904592725647337	PDTC
F25_130N|PDTC	-0.8667450077688571	-0.34525720691344486	-0.48638176725036364	-0.3477440896634227	-0.33447759925996096	-0.19036027727199084	-0.18754351591525764	PDTC
F25_132C|PDTC	-1.465492513371202	-1.4837906222059023	-0.768690323812798	-0.4907560966779691	-0.33447759925996096	-0.6916095577926182	0.8918386426074826	PDTC
F26_133C|PDTC	0.28842319674431505	-0.46285782215669735	-0.546623208713394	-0.008169265920751087	-0.33447759925996096	0.6059867926131742	-0.2424311220403684	PDTC
F27_132C|PDTC	-0.7804027325124172	-0.881199397409192	-0.32378588049096046	-0.26375149783534235	-0.33447759925996096	-0.6342618982728764	-0.09460976293249569	PDTC
F28_131C|PDTC	0.24174770502809584	0.3409483362246	-0.3481154547624407	0.4313383434829295	2.8588937064045554	0.0034520904784417217	-0.24729993632700817	PDTC
F29_128N|PDTC	-0.6919899947001404	-0.7185973825221952	-0.5919266728978243	-0.5462066319202313	-0.33447759925996096	-0.19421468347267584	0.7421414720961845	PDTC
F29_129N|PDTC	-1.2386547622187851	0.6602281663801899	-0.5759470943981677	-0.44811329386836124	-0.33447759925996096	-0.2571594985549719	1.6341169189529896	PDTC
F29_133N|PDTC	-0.8217938175774784	-0.8025716789246243	-0.5514952326927698	-0.4341882785938085	-0.33447759925996096	-0.28354715730787106	0.0007485881017085805	PDTC
F29_133C|PDTC	-1.0398678390823546	1.3719514848783043	-0.5214158928563669	-0.6941346981670806	-0.33447759925996096	-0.9419351656767777	1.3221101384550729	PDTC
F30_130N|PDTC	0.053009329881844224	-0.4996380910390734	0.06727867618931829	0.20214186248177865	0.7405034711486931	-0.022785182545855064	-0.2794510734649229	PDTC
F31_133C|PDTC	1.4981394524908311	1.6540379750918734	0.16079189009531825	0.09319947063664454	0.3820425869525771	0.3903844505980474	-0.503436787871275	PDTC
F32_127C|PDTC	-1.5270487204490641	-1.4441226213669038	-0.10000768223597578	-0.2986562634988908	-0.33447759925996096	-0.8207233144615664	0.28550336575868573	PDTC
F33_131N|PDTC	-0.02444236776240947	1.4665504057282563	1.163343196680827	0.3541458693256561	-0.33447759925996096	-0.6839252342840806	-0.5043475302931858	PDTC
F1_128C|PTC	0.1973783211297436	0.33737679657033454	0.004483092016218382	-0.2128666442320417	-0.33447759925996096	-0.4270363756235163	1.135444440590122	PTC
F1_129C|PTC	1.1269205656095604	1.3070048154457585	0.33100117520053435	0.022069077295855315	-0.33447759925996096	-0.4051607667229993	-0.41085720608090387	PTC
F1_131N|PTC	-0.21681660238190875	0.08262981169546872	0.05916393763029254	-0.08350438243543268	-0.33447759925996096	0.3214710390975662	0.0312568547064156	PTC
F1_132N|PTC	0.07379449837589588	0.23714700550531884	-0.0902566654745065	-0.18830556413770816	-0.33447759925996096	-0.385925757982324	1.2267614864031957	PTC
F1_133N|PTC	-0.14069390722601663	-0.23396336211503085	-0.20405967724472746	-0.199311197996952	-0.33447759925996096	-0.28414399380875316	0.15139084102179212	PTC
F2_128N|PTC	-0.2059077038890636	-0.5113682548039311	-0.0981708790200245	-0.028184984944524278	0.41727022492797616	-0.10500005399748968	1.3612262899045608	PTC
F2_128C|PTC	0.4248449753779556	-0.7580202518572479	-0.03041996125852353	0.1619646725252281	0.0907080934701776	0.010674790359532782	0.7289403936770308	PTC
F2_129N|PTC	-0.30847301361958085	0.10611009616790171	-0.206004178126073	-0.47284527911641266	0.15742794824557188	-0.3614407296197265	-0.17871208433909694	PTC
F2_129C|PTC	1.4822060597201532	1.1957365757813971	0.3230180426088109	0.2347273986755822	0.17955642746414335	-0.2386656184047939	0.430953481660503	PTC
F2_130N|PTC	0.42994255271532555	0.2666772559898848	-0.02540205392852174	-0.17429177759770495	0.12031981811225195	-0.35121223557286946	-0.38451275820252917	PTC
F2_131N|PTC	0.43186342893836704	-0.006519357608232608	0.06303492075038497	0.14071275144986958	0.16841235399257642	-0.38067651603285013	0.8896334554729596	PTC
F2_131C|PTC	-0.40444382100258397	-0.4612842360507218	-0.18950319054738918	-0.31261178092646397	0.2343053372549193	-0.4633884711871653	0.20732626917743216	PTC
