testset	in_master	n	n_pos	AUROC	AUROC_lo95	AUROC_hi95
ITSNdb_combined	any	319	136	0.7019045323047252	0.642803294259241	0.7626214902149443
ITSNdb_no_overlap	False	106	33	0.5790784557907845	0.4640518575851393	0.6976638889917657
ITSNdb_in_master	True	213	103	0.8025595763459842	0.7408958001063264	0.8555260665869218
