22958	58939
37657	34861
71925	54160
84821	58578
56414	10062
58939	27557
48478	23228
39641	42707
35042	15833
37657	40092
31164	54340
43879	16825
62095	63178
70933	53528
49019	35763
78238	47486
82206	48388
76344	57496
67596	66695
23589	56053
65522	38829
62997	53979
20703	37837
48388	21154
55873	22777
15563	30803
46314	16284
69490	67506
44330	17637
34951	26294
28549	12226
46134	26204
51635	16555
55242	16194
62907	37116
53078	56775
45593	26565
65522	68859
24220	19350
13489	34410
45322	53258
34951	37747
61825	39551
77336	51184
50733	17637
43248	28368
59570	59570
62727	44871
34320	59661
49470	24220
69851	62637
76073	62727
45593	11415
66514	60562
16735	40362
67416	48298
67326	69941
68769	45863
32607	10783
85181	60382
42707	16465
56955	21244
72286	47757
49200	20252
18629	49831
33689	64801
26655	30533
69310	73368
39370	27647
28278	46404
31615	14120
66514	29631
27737	51725
31434	26655
80763	59931
40993	72647
13038	38739
33148	20883
50643	15923
44060	69851
39460	72286
66785	54250
36484	66334
56234	14210
61464	68859
61825	56234
36755	16104
43699	8078
39009	49290
61013	59570
24491	22507
62546	34320
67506	53348
30262	23318
42436	57677
13038	32426
76705	56053
45322	74450
60472	35312
37026	18268
44961	69130
46494	53709
35222	60923
33689	16915
62997	61013
75532	65973
81033	55152
19170	27376
75081	59029
66695	38739
27106	59931
42887	40723
73548	59570
25302	32156
28098	55422
42887	76164
61374	18990
45232	31615
12587	40813
58759	56595
64350	29541
37747	26384
50011	69039
27827	43969
66875	69941
14120	30172
20162	24491
17547	43879
69761	51544
62817	17547
49470	9701
51815	23949
56414	18629
37747	59751
51725	67146
56324	61013
78598	64530
51364	66334
30442	17096
59029	55152
52987	34410
42436	44781
50282	55693
28458	65703
14210	43609
81574	49380
57226	73909
71564	54430
37927	43338
32607	32156
48659	30352
19260	24491
50462	61013
27557	51184
65703	74901
63629	18539
23769	60382
38829	39009
52987	49741
14661	47035
45953	7627
62637	54971
50913	61013
29450	62546
20342	43068
59210	73368
67506	56053
49561	52717
63899	39280
39460	62997
49380	65252
45412	50011
56414	53979
43609	46494
67236	28278
52446	75262
80312	49921
35312	68949
52266	29541
67416	32426
36304	43518
21785	55061
43969	52086
40182	36214
58308	15473
21785	27016
19531	57496
38739	39460
51274	29360
17998	53258
42076	10873
51454	49561
47937	17276
23048	37747
72376	48839
37476	52627
57767	68138
29901	49110
48208	11144
54430	53258
