46460	42946
51681	22262
54191	37223
30295	42645
67244	3587
63830	15535
67947	12021
44151	27584
73168	7101
78791	25877
13527	37423
85116	7703
49573	49372
55999	36520
75277	22865
64332	30997
48067	31801
19551	41339
19049	54794
26580	39432
25475	25073
46360	37022
45858	24270
86221	10515
54693	11719
55798	18647
67144	7402
28286	55798
78791	8205
43347	14430
89133	4892
73369	14330
52484	7603
40335	7402
75979	23768
64935	40335
65939	14631
29391	57505
62023	9310
71562	21860
45958	36219
88631	24170
19350	25576
65838	34210
83510	8205
58007	16338
62324	43749
22764	28989
51581	43849
36821	12824
22162	48468
29893	48669
56701	4490
47765	45155
45255	26078
47866	31700
37423	58710
54191	29692
86723	3988
33608	44954
71060	7502
69553	10615
85116	31198
84313	9912
21559	33006
22563	51982
89233	18346
26278	62826
34411	15635
36520	30094
61019	6097
87325	17543
13928	34712
33006	14732
29692	44351
42243	61822
13326	24973
86321	10314
57605	7201
16941	58609
47765	61421
40335	37323
49673	54191
54593	6197
21358	57505
23668	39733
52284	7302
69754	2181
66541	32504
20154	43849
35415	11519
61320	21860
57505	36319
26981	12121
61421	41440
68951	20154
65336	39432
29993	64232
84012	22563
73268	8607
19451	57806
40536	36721
21760	45657
48769	7804
59111	45757
30395	53790
65537	38327
36219	15334
31600	43147
60818	24973
24471	44251
14932	26379
21860	43849
22664	19953
38026	38628
38026	67043
70758	9109
45757	19451
43649	26379
53790	40134
23065	17543
25776	14531
22965	57706
11017	28387
34712	58710
46962	18045
84614	12924
33608	28286
83510	34512
59613	8205
80799	3285
34010	12623
44552	8908
17945	44050
42143	55296
45858	45757
19150	51681
20254	54292
51681	7904
48870	38327
20656	21961
44753	28889
22965	39030
53488	53288
60919	28086
12724	32704
47866	63429
41239	37524
19451	27985
46460	19953
62023	18246
82305	12924
35616	45757
26881	34210
38327	64935
76883	8808
43950	44854
45255	25174
54392	32905
41239	30596
61320	1880
42745	38126
47464	45757
41841	48167
49472	27784
38428	62726
60818	39432
62726	35616
37423	25375
32403	49071
43448	52685
70558	33106
39030	37022
30596	30194
90438	16238
35616	65437
50275	33106
42946	57505
83711	17443
58810	20254
24371	28086
65336	38126
54894	35014
73369	23166
84815	6900
93651	14932
25174	41239
44251	25475
27985	17342
19250	36219
78088	4089
22965	32805
70558	8004
73771	24170
32002	32202
64433	35516
36520	56601
28588	32403
74172	4289
48769	36219
