47808	66581
72012	40488
49697	60560
70950	66227
56781	11442
16165	31514
94092	26201
11915	48044
76617	17818
28326	45801
88424	60678
28563	18999
96099	71894
100822	59733
27500	41432
106135	52767
55010	53830
90313	64810
46391	76971
18054	62921
59025	44620
57844	60324
101058	43439
14512	23958
55246	25729
19117	35647
30098	18409
83701	78034
75437	19825
95036	29861
17818	13922
30216	29861
86181	18645
62921	18290
98814	42731
65755	63866
80514	30216
91966	79923
56781	21833
67526	40015
80041	59379
36946	43439
33049	45329
70714	57018
85827	19825
65282	32459
40960	67408
32105	50051
102120	67408
29271	27500
30806	71304
29035	71422
59143	12977
102829	68588
6838	46037
42967	53712
54538	81576
108024	50996
28563	12269
52649	68470
84764	18527
9907	24076
37182	53121
85709	22895
73902	55365
65282	74138
18290	35293
71658	87598
79805	31514
56427	51586
22305	16047
57372	34112
37182	57608
51232	30334
62567	67880
69651	85945
12741	44502
45329	23604
10144	18054
64928	81340
63748	85236
40606	60678
50406	76381
49343	16165
89251	79923
77444	63157
36828	18172
50524	9317
90313	54774
35529	67408
44502	25375
51822	40015
103773	59497
64456	26319
40724	65046
83465	37772
101176	62921
84056	89959
73902	40960
93383	20534
79215	80277
54774	59969
46273	69061
83229	18999
76145	69179
80750	75909
20180	61858
63629	31160
105544	66699
80632	44502
84056	67762
108496	46273
62213	67408
100113	37418
37772	62095
120185	93501
74374	21478
15221	36828
31514	46391
76971	63629
54184	33994
90904	29979
79569	80159
68352	49107
55719	81576
82167	34702
54538	93737
83938	48989
107552	57372
29743	19825
23249	11088
49815	27146
11915	21124
100585	67526
99051	77444
71776	69179
31987	73902
67054	76381
39661	19235
86181	61740
11797	40133
38599	49933
56663	62449
56781	75437
66817	48753
24430	55010
69297	88778
31869	60914
90195	48516
11442	37536
42731	35056
54774	27736
63039	69179
14985	57018
68352	91494
34466	21006
54892	68352
89369	44738
33049	55365
19825	52295
51822	8727
91848	61504
58434	69179
66817	71068
63511	48280
62331	87598
84292	62921
38599	58789
23249	45092
60914	71658
46155	74846
81812	55601
53475	60324
49933	51704
8373	32459
73784	93147
35647	55601
52177	80041
37064	33994
75318	37890
21833	48753
36473	61622
99287	57962
91376	41786
12269	17582
97161	30688
107906	64692
50760	45211
37300	33758
46037	59379
36946	12387
57844	55128
40252	19471
20298	43439
93855	54302
26437	58671
97043	78861
108850	54538
27382	12741
98224	59379
