sample	condition	threshold_pct	morans_I
GSM7980860_N-1	PT	70	-0.005212685379220542
GSM7980860_N-1	PT	75	-0.005212685379220542
GSM7980860_N-1	PT	80	-0.005212685379220542
GSM7980860_N-1	PT	85	-0.005212685379220542
GSM7980860_N-1	PT	90	-0.005212685379220542
GSM7980860_N-1	PT	95	-0.005212685379220542
GSM7980861_N-2	PT	70	0.03072152432596087
GSM7980861_N-2	PT	75	0.03072152432596087
GSM7980861_N-2	PT	80	0.03072152432596087
GSM7980861_N-2	PT	85	0.03072152432596087
GSM7980861_N-2	PT	90	0.03072152432596087
GSM7980861_N-2	PT	95	0.03072152432596087
GSM7980862_N-3	PT	70	0.07798474584245704
GSM7980862_N-3	PT	75	-0.007227038568684339
GSM7980862_N-3	PT	80	-0.007227038568684339
GSM7980862_N-3	PT	85	-0.007227038568684339
GSM7980862_N-3	PT	90	-0.007227038568684339
GSM7980862_N-3	PT	95	0.009185118273369363
GSM7980863_N-4	PT	70	0.052569216431279896
GSM7980863_N-4	PT	75	0.052569216431279896
GSM7980863_N-4	PT	80	0.0029653008338464274
GSM7980863_N-4	PT	85	0.0029653008338464274
GSM7980863_N-4	PT	90	0.0029653008338464274
GSM7980863_N-4	PT	95	0.0029653008338464274
GSM7980864_PTC-1	PTC	70	0.34462685596166664
GSM7980864_PTC-1	PTC	75	0.36986812873198777
GSM7980864_PTC-1	PTC	80	0.36986812873198777
GSM7980864_PTC-1	PTC	85	0.33534915539207805
GSM7980864_PTC-1	PTC	90	0.2626919303663733
GSM7980864_PTC-1	PTC	95	0.15741174695557808
GSM7980865_PTC-2	PTC	70	0.15668677051490731
GSM7980865_PTC-2	PTC	75	0.15668677051490731
GSM7980865_PTC-2	PTC	80	0.10074161891409535
GSM7980865_PTC-2	PTC	85	0.04407350726076607
GSM7980865_PTC-2	PTC	90	0.04407350726076607
GSM7980865_PTC-2	PTC	95	0.007186856141246447
GSM7980866_PTC-3	PTC	70	0.17462565687990617
GSM7980866_PTC-3	PTC	75	0.15142831727961006
GSM7980866_PTC-3	PTC	80	0.15142831727961006
GSM7980866_PTC-3	PTC	85	0.09850273088007866
GSM7980866_PTC-3	PTC	90	0.09850273088007866
GSM7980866_PTC-3	PTC	95	0.03350611055556562
GSM7980867_PTC-4	PTC	70	0.29976647404461887
GSM7980867_PTC-4	PTC	75	0.23884264813767356
GSM7980867_PTC-4	PTC	80	0.19347697831051905
GSM7980867_PTC-4	PTC	85	0.15311187863046702
GSM7980867_PTC-4	PTC	90	0.12941849706108174
GSM7980867_PTC-4	PTC	95	0.08139332490573352
GSM7980868_LPTC-1	LPTC	70	0.2289894800063167
GSM7980868_LPTC-1	LPTC	75	0.2289894800063167
GSM7980868_LPTC-1	LPTC	80	0.25479115829729926
GSM7980868_LPTC-1	LPTC	85	0.25479115829729926
GSM7980868_LPTC-1	LPTC	90	0.23017724914755566
GSM7980868_LPTC-1	LPTC	95	0.09966905256676738
GSM7980869_LPTC-2	LPTC	70	0.4393291662452699
GSM7980869_LPTC-2	LPTC	75	0.4393291662452699
GSM7980869_LPTC-2	LPTC	80	0.3952848142279191
GSM7980869_LPTC-2	LPTC	85	0.3727116427500974
GSM7980869_LPTC-2	LPTC	90	0.33057596338336204
GSM7980869_LPTC-2	LPTC	95	0.16694000278933596
GSM7980870_LPTC-3	LPTC	70	0.5949216746605246
GSM7980870_LPTC-3	LPTC	75	0.5814992575624275
GSM7980870_LPTC-3	LPTC	80	0.5469851313233997
GSM7980870_LPTC-3	LPTC	85	0.48577208894006135
GSM7980870_LPTC-3	LPTC	90	0.40144994282855445
GSM7980870_LPTC-3	LPTC	95	0.3011738228499392
GSM7980871_LPTC-4	LPTC	70	0.2309112566961965
GSM7980871_LPTC-4	LPTC	75	0.2164480785631652
GSM7980871_LPTC-4	LPTC	80	0.18389558646178675
GSM7980871_LPTC-4	LPTC	85	0.15826537065400872
GSM7980871_LPTC-4	LPTC	90	0.14370653845468637
GSM7980871_LPTC-4	LPTC	95	0.14474158726347988
GSM7980872_ATC-1	ATC	70	0.2753312039595736
GSM7980872_ATC-1	ATC	75	0.2753312039595736
GSM7980872_ATC-1	ATC	80	0.2753312039595736
GSM7980872_ATC-1	ATC	85	0.2753312039595736
GSM7980872_ATC-1	ATC	90	0.17649879934208634
GSM7980872_ATC-1	ATC	95	0.11616273329491021
GSM7980873_ATC-2	ATC	70	0.056904303147083356
GSM7980873_ATC-2	ATC	75	0.056904303147083356
GSM7980873_ATC-2	ATC	80	0.056904303147083356
GSM7980873_ATC-2	ATC	85	0.056904303147083356
GSM7980873_ATC-2	ATC	90	0.056904303147083356
GSM7980873_ATC-2	ATC	95	0.056904303147083356
GSM7980874_ATC-3	ATC	70	-0.003934464875059136
GSM7980874_ATC-3	ATC	75	-0.003934464875059136
GSM7980874_ATC-3	ATC	80	-0.003934464875059136
GSM7980874_ATC-3	ATC	85	-0.003934464875059136
GSM7980874_ATC-3	ATC	90	-0.003934464875059136
GSM7980874_ATC-3	ATC	95	-0.003934464875059136
GSM7980875_ATC-4	ATC	70	0.006711779672617452
GSM7980875_ATC-4	ATC	75	0.006711779672617452
GSM7980875_ATC-4	ATC	80	0.006711779672617452
GSM7980875_ATC-4	ATC	85	0.006711779672617452
GSM7980875_ATC-4	ATC	90	0.006711779672617452
GSM7980875_ATC-4	ATC	95	0.006711779672617452
GSM7221915_P1	PTC_HT	70	0.040000141849603696
GSM7221915_P1	PTC_HT	75	0.040000141849603696
GSM7221915_P1	PTC_HT	80	0.040000141849603696
GSM7221915_P1	PTC_HT	85	0.040000141849603696
GSM7221915_P1	PTC_HT	90	0.040000141849603696
GSM7221915_P1	PTC_HT	95	0.040000141849603696
GSM7221916_P2	PTC_HT	70	0.20183929091670533
GSM7221916_P2	PTC_HT	75	0.20183929091670533
GSM7221916_P2	PTC_HT	80	0.20183929091670533
GSM7221916_P2	PTC_HT	85	0.20183929091670533
GSM7221916_P2	PTC_HT	90	0.20183929091670533
GSM7221916_P2	PTC_HT	95	0.2239573081921571
GSM7221917_P3	PTC_HT	70	0.02625024096565298
GSM7221917_P3	PTC_HT	75	0.02625024096565298
GSM7221917_P3	PTC_HT	80	0.02625024096565298
GSM7221917_P3	PTC_HT	85	0.02625024096565298
GSM7221917_P3	PTC_HT	90	0.02625024096565298
GSM7221917_P3	PTC_HT	95	0.02625024096565298
GSM7221918_P4	PTC_HT	70	0.11871452661869845
GSM7221918_P4	PTC_HT	75	0.11871452661869845
GSM7221918_P4	PTC_HT	80	0.10241794772023571
GSM7221918_P4	PTC_HT	85	0.10241794772023571
GSM7221918_P4	PTC_HT	90	0.10241794772023571
GSM7221918_P4	PTC_HT	95	0.07915221695080593
GSM7908359_C1	CONTROL	70	-0.004495473614484696
GSM7908359_C1	CONTROL	75	-0.004495473614484696
GSM7908359_C1	CONTROL	80	-0.004495473614484696
GSM7908359_C1	CONTROL	85	-0.004495473614484696
GSM7908359_C1	CONTROL	90	-0.004495473614484696
GSM7908359_C1	CONTROL	95	-0.004495473614484696
GSM7908360_C2	CONTROL	70	0.06337621809497108
GSM7908360_C2	CONTROL	75	0.06337621809497108
GSM7908360_C2	CONTROL	80	0.06337621809497108
GSM7908360_C2	CONTROL	85	0.06337621809497108
GSM7908360_C2	CONTROL	90	0.06337621809497108
GSM7908360_C2	CONTROL	95	0.06337621809497108
GSM7908361_HT1	HT	70	0.016334304135226532
GSM7908361_HT1	HT	75	0.016334304135226532
GSM7908361_HT1	HT	80	0.016334304135226532
GSM7908361_HT1	HT	85	0.016334304135226532
GSM7908361_HT1	HT	90	0.016334304135226532
GSM7908361_HT1	HT	95	0.016334304135226532
GSM7908362_HT2	HT	70	0.0270461649723564
GSM7908362_HT2	HT	75	0.0270461649723564
GSM7908362_HT2	HT	80	0.0270461649723564
GSM7908362_HT2	HT	85	0.0270461649723564
GSM7908362_HT2	HT	90	0.0270461649723564
GSM7908362_HT2	HT	95	0.0270461649723564
GSM7908363_HT3	HT	70	0.047471793008269286
GSM7908363_HT3	HT	75	0.047471793008269286
GSM7908363_HT3	HT	80	0.047471793008269286
GSM7908363_HT3	HT	85	0.047471793008269286
GSM7908363_HT3	HT	90	0.047471793008269286
GSM7908363_HT3	HT	95	0.08498304699410364
GSM7908364_GD1	GD	70	0.09954367507129709
GSM7908364_GD1	GD	75	0.09954367507129709
GSM7908364_GD1	GD	80	0.09954367507129709
GSM7908364_GD1	GD	85	0.09954367507129709
GSM7908364_GD1	GD	90	0.09954367507129709
GSM7908364_GD1	GD	95	0.09954367507129709
GSM7908365_GD2	GD	70	0.05312478223448024
GSM7908365_GD2	GD	75	0.05312478223448024
GSM7908365_GD2	GD	80	0.05312478223448024
GSM7908365_GD2	GD	85	0.05312478223448024
GSM7908365_GD2	GD	90	0.05312478223448024
GSM7908365_GD2	GD	95	0.05312478223448024
GSM7908366_GD3	GD	70	-0.008312471261431982
GSM7908366_GD3	GD	75	-0.008312471261431982
GSM7908366_GD3	GD	80	-0.008312471261431982
GSM7908366_GD3	GD	85	-0.008312471261431982
GSM7908366_GD3	GD	90	-0.008312471261431982
GSM7908366_GD3	GD	95	-0.008312471261431982
