condition	Thyroid_TF	Cell_cycle	Tumor_suppressor	T_cell	Macrophage_TAM	Stromal_endo	Immune_escape	Glycolysis_OxPhos	WNT_signaling	NOTCH_signaling	Hippo_YAP	RAS_MAPK	PI3K_AKT	MYC_targets	TGF_beta	Inflammation_NFkB	Hypoxia	EMT_program	Thyroid_differen	Stemness_lineage	Senescence_SASP	Apoptosis_DDR	Angiogenesis	Cellular_stress
PT	0.375872567544622	0.05650412732000735	0.15428217749554066	0.08898095347302473	0.09895329173595982	0.23519314954871265	0.39415128530946275	0.4603685226955825	0.16017193877540423	0.21609094156065717	0.16753081730962194	0.2280198472982061	0.29271274844847356	0.35183146638303286	0.23064703557797506	0.15856739029584466	0.3652540271356224	0.2599108302563087	0.46468530789501095	0.2207437249767386	0.14447427688989767	0.17414743515918849	0.23366888346350903	0.4584754396087131
PTC	0.4530641421737163	0.15544303041602184	0.3075311054184355	0.18454394065894208	0.20632835639683034	0.3478335974373099	0.5235110699369375	0.5702482631907723	0.2732914222402806	0.2925574254370642	0.22980958659677594	0.37235332203699245	0.39293551509100483	0.4985615660110878	0.29743746403088606	0.22094742802214956	0.4306558946574825	0.49483806705996225	0.5661010250542868	0.3326046769012537	0.2966867761301425	0.2787982240019463	0.27476378625661596	0.5686785660859319
LPTC	0.5783105725981131	0.16096169606956548	0.3797392903750969	0.18176508653398016	0.2143159937989515	0.373427202756292	0.47642721888702605	0.5679870838784408	0.3693674500720761	0.41094376252500275	0.38609871485678826	0.4702077512577645	0.4866021003680253	0.5162147264646244	0.44812650033593204	0.3020220489668984	0.5262020135967491	0.5073242135343747	0.6120241378729812	0.3838919716612364	0.38755380372595655	0.4037161918101492	0.38043891359959114	0.5976164550901089
ATC	0.1779939234669784	0.4374248609879644	0.39359179335129824	0.4186134712393226	0.3463209201286651	0.38416466167725927	0.5212725786658188	0.566072868502391	0.3469775809227022	0.3760560266473282	0.3330767132424911	0.4120655064378706	0.41596626903718964	0.5234613665116754	0.4049119460421796	0.38613020810652154	0.49616075662944675	0.42928860630783905	0.12367698288159128	0.30221074564747896	0.4065854838964771	0.39615885823691616	0.2486273901805844	0.5688567767968576
