sample	stage	cluster_size
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980865_PTC-2	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980866_PTC-3	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
GSM7980867_PTC-4	PTC	1
