sample_id	dataset	condition	n_spots	TROP2_mean	TROP2_median	TROP2_p90	TROP2_p99	TROP2_high_spot_n	TROP2_high_spot_frac	morans_I_TROP2
GSM7980860_N-1	GSE250521	PT	3401	0.049273626211800294	0.0	0.0	0.0	18	0.0052925610114672155	-0.005209133521105341
GSM7980861_N-2	GSE250521	PT	3839	0.22799865488390386	0.0	0.0	9.210440366976517	94	0.024485543110184943	0.031379382844070595
GSM7980862_N-3	GSE250521	PT	4547	2.6301599627713275	0.0	9.210440366976517	10.308985993422082	320	0.07037607213547394	0.08012667480395885
GSM7980863_N-4	GSE250521	PT	3030	1.932268849034703	0.0	9.210440366976517	10.191405945202682	119	0.03927392739273927	0.05286934611030924
GSM7980864_PTC-1	GSE250521	PTC	2270	5.102557973363281	9.210440366976517	10.596659732783579	11.542481338844073	187	0.08237885462555065	0.32746937814854005
GSM7980865_PTC-2	GSE250521	PTC	4952	7.203153453136721	9.90353755128617	10.819798284210286	11.51293546492023	480	0.09693053311793215	0.34147254599268045
GSM7980866_PTC-3	GSE250521	PTC	4524	7.7315568574805615	9.90353755128617	10.819798284210286	11.407576060361786	428	0.09460654288240496	0.4308040510773461
GSM7980867_PTC-4	GSE250521	PTC	4748	6.548191963623354	9.90353755128617	11.289794413577894	11.849404844423074	379	0.07982308340353833	0.5822058729308772
GSM7980868_LPTC-1	GSE250521	LPTC	1520	7.169946069308547	9.210440366976517	10.819798284210286	11.51293546492023	127	0.08355263157894736	0.2678074583435285
GSM7980869_LPTC-2	GSE250521	LPTC	4174	3.7179833891528116	0.0	10.819798284210286	12.04355959836804	397	0.0951126018207954	0.41576909675209894
GSM7980870_LPTC-3	GSE250521	LPTC	4633	4.003111398744937	0.0	11.156264806643742	12.100717685412471	456	0.09842434707532915	0.5624558193256711
GSM7980871_LPTC-4	GSE250521	LPTC	4737	9.070212988542881	11.002116507732017	12.100717685412471	12.632526504755862	434	0.09161916824994723	0.5341251136979711
GSM7980872_ATC-1	GSE250521	ATC	4722	3.2531871061220254	0.0	9.90353755128617	10.819798284210286	320	0.0677678949597628	0.29232822638418565
GSM7980873_ATC-2	GSE250521	ATC	2684	0.4216480038154536	0.0	0.0	9.210440366976517	122	0.045454545454545456	0.056675498305930896
GSM7980874_ATC-3	GSE250521	ATC	1622	0.03407067953258884	0.0	0.0	0.0	6	0.0036991368680641184	-0.00393446487505914
GSM7980875_ATC-4	GSE250521	ATC	2594	0.15756548267868736	0.0	0.0	9.210440366976517	44	0.016962220508866616	0.0062949224978110915
GSM7221915_P1	GSE230424	PTC_HT	3647	0.3940640988262911	0.0	0.0	9.210440366976517	155	0.04250068549492734	0.04044188826013337
GSM7221916_P2	GSE230424	PTC_HT	3154	0.8768470883275705	0.0	0.0	9.90353755128617	293	0.09289790741915029	0.21652028538566026
GSM7221917_P3	GSE230424	PTC_HT	4062	0.16586615981238428	0.0	0.0	9.210440366976517	73	0.017971442639094042	0.026064600845570714
GSM7221918_P4	GSE230424	PTC_HT	4626	1.8999244376274105	0.0	9.210440366976517	10.308985993422082	259	0.05598789450929529	0.12443025360119447
GSM7908359_C1	GSE248205	CONTROL	1302	0.05712490024586927	0.0	0.0	0.0	8	0.006144393241167435	-0.004515674205181973
GSM7908360_C2	GSE248205	CONTROL	2290	0.19889526685052716	0.0	0.0	9.210440366976517	49	0.021397379912663755	0.061765943717804216
GSM7908361_HT1	GSE248205	HT	2041	0.14616236029630522	0.0	0.0	9.210440366976517	32	0.01567858892699657	0.015519751568710733
GSM7908362_HT2	GSE248205	HT	2625	0.2178594995102778	0.0	0.0	9.210440366976517	61	0.023238095238095238	0.03083645593868228
GSM7908363_HT3	GSE248205	HT	2144	0.5026793340149308	0.0	0.0	9.605505762033133	115	0.05363805970149254	0.04881181058515057
GSM7908364_GD1	GSE248205	GD	2279	0.38352980895837263	0.0	0.0	9.210440366976517	93	0.040807371654234315	0.11336914692543797
GSM7908365_GD2	GSE248205	GD	2171	0.07308005655859857	0.0	0.0	0.0	17	0.00783049286043298	0.060467409871026466
GSM7908366_GD3	GSE248205	GD	2133	0.074057046698181	0.0	0.0	0.0	17	0.007969995311767463	-0.008311978929426008
