head	testset	n	n_pos	AUROC	CI_lo95	CI_hi95
A	ITSNdb_combined	311	130	0.7744581385465363	0.7223884321005245	0.8279162791750104
A	ITSNdb_no_overlap	103	32	0.4793133802816901	0.35659367514206225	0.5951350437658753
A	ITSNdb_in_master	208	98	0.910204081632653	0.8683406258953084	0.9454375190946043
B	ITSNdb_no_overlap_corr	103	-1		0.3952969296811777	0.5263036506611607
C	ITSNdb_no_overlap_corr	103	-1		0.46951950836313594	0.4519395510257875
D	ITSNdb_no_overlap_corr	103	-1		0.22167526354738515	0.3315558539326537
