sampleId	AIRE_target_score
GTEx_thyroid_donor_0000	0.019026806428347753
GTEx_thyroid_donor_0001	0.04373891431285297
GTEx_thyroid_donor_0002	-1.199040107000536
GTEx_thyroid_donor_0003	-0.1280527714874191
GTEx_thyroid_donor_0004	-0.3401606395613322
GTEx_thyroid_donor_0005	-0.019569750745175883
GTEx_thyroid_donor_0006	0.3151335248849417
GTEx_thyroid_donor_0007	-0.27475368709855136
GTEx_thyroid_donor_0008	0.23779649878065323
GTEx_thyroid_donor_0009	-0.032091403696850505
GTEx_thyroid_donor_0010	0.2467391612263924
GTEx_thyroid_donor_0011	0.19695689793785143
GTEx_thyroid_donor_0012	-0.09966273111731903
GTEx_thyroid_donor_0013	0.041277563552559335
GTEx_thyroid_donor_0014	0.23285024016420033
GTEx_thyroid_donor_0015	0.14673309705019905
GTEx_thyroid_donor_0016	-0.26729565320271154
GTEx_thyroid_donor_0017	-0.05563200934619306
GTEx_thyroid_donor_0018	-0.2124792914162741
GTEx_thyroid_donor_0019	-0.10559896451887661
GTEx_thyroid_donor_0020	-0.5528465756164632
GTEx_thyroid_donor_0021	-0.15214867894190698
GTEx_thyroid_donor_0022	-0.22383096689857354
GTEx_thyroid_donor_0023	0.22685254150783118
GTEx_thyroid_donor_0024	0.9512329709715073
GTEx_thyroid_donor_0025	0.09192905656708654
GTEx_thyroid_donor_0026	-0.399239188303315
GTEx_thyroid_donor_0027	-0.2020992824482609
GTEx_thyroid_donor_0028	-0.047459044391626286
GTEx_thyroid_donor_0029	-0.24755433896523418
GTEx_thyroid_donor_0030	0.2379200683453547
GTEx_thyroid_donor_0031	0.6400908505635932
GTEx_thyroid_donor_0032	-0.24653281144937472
GTEx_thyroid_donor_0033	-0.04649445441455702
GTEx_thyroid_donor_0034	0.05421919802449126
GTEx_thyroid_donor_0035	-0.22036110204238266
GTEx_thyroid_donor_0036	0.38317864304800114
GTEx_thyroid_donor_0037	0.09454177659243147
GTEx_thyroid_donor_0038	0.044631812444171755
GTEx_thyroid_donor_0039	0.281653524629271
GTEx_thyroid_donor_0040	-0.8706320832097252
GTEx_thyroid_donor_0041	-0.19090020319510884
GTEx_thyroid_donor_0042	0.009666341424451384
GTEx_thyroid_donor_0043	-0.363770365014461
GTEx_thyroid_donor_0044	-0.1852963902639918
GTEx_thyroid_donor_0045	0.05769767337805664
GTEx_thyroid_donor_0046	-0.4886250466128429
GTEx_thyroid_donor_0047	0.4020642731427521
GTEx_thyroid_donor_0048	-0.5982455802262322
GTEx_thyroid_donor_0049	0.07700319536309014
GTEx_thyroid_donor_0050	0.21133606578803582
GTEx_thyroid_donor_0051	0.4562382871870572
GTEx_thyroid_donor_0052	-0.10359461230654897
GTEx_thyroid_donor_0053	-0.7796411926600065
GTEx_thyroid_donor_0054	-0.0662006467243153
GTEx_thyroid_donor_0055	0.037851824209232415
GTEx_thyroid_donor_0056	-0.009284620273773837
GTEx_thyroid_donor_0057	0.060812452804755106
GTEx_thyroid_donor_0058	0.01771139855686872
GTEx_thyroid_donor_0059	-0.4576382259284815
GTEx_thyroid_donor_0060	-0.1940143732867
GTEx_thyroid_donor_0061	0.06451280877669328
GTEx_thyroid_donor_0062	-0.4041359923369258
GTEx_thyroid_donor_0063	0.07596336277655891
GTEx_thyroid_donor_0064	0.012055549135466465
GTEx_thyroid_donor_0065	0.2944805347567544
GTEx_thyroid_donor_0066	-0.028441787541547112
GTEx_thyroid_donor_0067	-0.16754378507218004
GTEx_thyroid_donor_0068	-0.09130922457277092
GTEx_thyroid_donor_0069	0.7344121989378355
GTEx_thyroid_donor_0070	-0.21125454823451698
GTEx_thyroid_donor_0071	-0.45159928366740715
GTEx_thyroid_donor_0072	0.03103203105813789
GTEx_thyroid_donor_0073	0.3413251113887422
GTEx_thyroid_donor_0074	0.35127405552430946
GTEx_thyroid_donor_0075	0.04577781469427961
GTEx_thyroid_donor_0076	-0.00047927780518765913
GTEx_thyroid_donor_0077	0.18608690362202207
GTEx_thyroid_donor_0078	-0.05219569641149249
GTEx_thyroid_donor_0079	0.0686101007144326
GTEx_thyroid_donor_0080	-0.3119122661487259
GTEx_thyroid_donor_0081	0.4488017784073472
GTEx_thyroid_donor_0082	-0.018336379024461513
GTEx_thyroid_donor_0083	0.560751938663702
GTEx_thyroid_donor_0084	-0.31511902757054955
GTEx_thyroid_donor_0085	-0.2500785663917348
GTEx_thyroid_donor_0086	0.0955784526044346
GTEx_thyroid_donor_0087	-0.025382559833853877
GTEx_thyroid_donor_0088	0.17872105133594857
GTEx_thyroid_donor_0089	-0.25844582524829796
GTEx_thyroid_donor_0090	0.20876719623391757
GTEx_thyroid_donor_0091	-0.017878197548101996
GTEx_thyroid_donor_0092	0.2695007208345434
GTEx_thyroid_donor_0093	-0.34575749441944076
GTEx_thyroid_donor_0094	0.19592693846780207
GTEx_thyroid_donor_0095	0.056083691576022485
GTEx_thyroid_donor_0096	0.14794164639964372
GTEx_thyroid_donor_0097	-0.24089198472304102
GTEx_thyroid_donor_0098	-0.0755094358451189
GTEx_thyroid_donor_0099	0.22125182563175894
GTEx_thyroid_donor_0100	-0.3763025477978658
