generation	best_fitness	mean_fitness	train_ap	train_auc	low_medium_ap	source_balanced_ap	deployment_public_ap	deployment_low_medium_ap	top96_precision	som_niche_score	novelty_disagreement	axis_balance	complexity	fitness
16	0.7560220715381921	0.7425192078425318	0.9150606492076847	0.8865961602138801	0.7128762535573755	0.6525442169991426	0.7345397533597218	0.4507041479452006	1.0	0.50234375	0.8437966133169875	0.9937032832601279	0.4602515376783182	0.7560220715381921
17	0.7560220715381921	0.7448732752682827	0.9150606492076847	0.8865961602138801	0.7128762535573755	0.6525442169991426	0.7345397533597218	0.4507041479452006	1.0	0.50234375	0.8437966133169875	0.9937032832601279	0.4602515376783182	0.7560220715381921
18	0.7573759765391096	0.7469571859063505	0.9148685262180556	0.8960714548509339	0.7088832956433923	0.6411404085126118	0.7164232074792957	0.4664856316595991	1.0	0.553125	0.879647481377347	0.9992255191215991	0.49539024088908995	0.7573759765391096
19	0.7582497072761746	0.7485501654310639	0.9128003300224825	0.890849388651108	0.7132117487431546	0.6394731021461869	0.7209129765319027	0.4927002439610859	1.0	0.553125	0.8705360767560391	0.9359039320275143	0.475340245242241	0.7582497072761746
20	0.7595953140973357	0.7497041159183695	0.9122578999000532	0.8946189646926086	0.7162057374874957	0.640578749130582	0.7228990606067978	0.48304373034911235	1.0	0.56328125	0.8827757563205993	0.9883216164697385	0.5151515151515151	0.7595953140973357
21	0.7609183825969297	0.7519630309807973	0.914355826330924	0.8834972590475958	0.7157055460670807	0.6555657319613208	0.7312375315633008	0.4678288494000985	1.0	0.54296875	0.9829398050481498	0.9989178212399961	0.5980769746037351	0.7609183825969297
22	0.7627104892778642	0.7539244145398156	0.9130717875887437	0.895591634883065	0.7098174798166486	0.6373479587793902	0.7240925936147049	0.4903658547856631	1.0	0.56328125	0.9021712592162108	0.9856709060175479	0.46644291878614347	0.7627104892778642
23	0.764288152466144	0.7558539335939247	0.9182777581449953	0.8997214591432532	0.7221554853099179	0.6469276250496893	0.7412898778039952	0.45999365367611966	1.0	0.553125	0.8791040075032609	0.962301529254716	0.446732274894931	0.764288152466144
24	0.7645062939025771	0.7571957095942593	0.9204956538353737	0.9026578653683424	0.7200432868304149	0.660106115697158	0.7322060657884353	0.46199228955866506	1.0	0.5328125	0.8220701861717867	0.9995762689769684	0.4103133238900396	0.7645062939025771
25	0.7673746020761871	0.7585744864860864	0.9209955035016217	0.8999989269201996	0.7132982276747863	0.6556814467497524	0.7306312424819721	0.47056349973104883	1.0	0.553125	0.9315945335309929	0.9617119583509068	0.443079672383639	0.7673746020761871
26	0.7673746020761871	0.7597150191162765	0.9209955035016217	0.8999989269201996	0.7132982276747863	0.6556814467497524	0.7306312424819721	0.47056349973104883	1.0	0.553125	0.9315945335309929	0.9617119583509068	0.443079672383639	0.7673746020761871
27	0.7677614930239849	0.7605685747954984	0.9160210251476892	0.8941483425515999	0.7212639061663371	0.6349835700992978	0.7270428653782313	0.4937833499687625	1.0	0.56328125	0.9300253304052375	0.9868813929589	0.4422450796664521	0.7677614930239849
28	0.7686139536536346	0.761890847665214	0.9180755715685305	0.9002894249518648	0.7301530373043899	0.6573559193128277	0.7298602544320167	0.4714895801800284	1.0	0.5328125	0.8766722584794466	0.9983902331342218	0.4012448760907524	0.7686139536536346
29	0.7700991012834392	0.7627265467154858	0.9231085868892648	0.9028985418378485	0.7230338914400196	0.6504326816057444	0.7330225463002826	0.48033585339470675	1.0	0.5328125	0.8730877969635749	0.9960381616004899	0.3768366433803757	0.7700991012834392
30	0.7710408357336987	0.7644044864036269	0.9189600038117769	0.8993934033185759	0.7212290926201197	0.6542438740960522	0.733551111245564	0.47987955605488447	1.0	0.553125	0.9074454888127692	0.9856724435028145	0.3988456371362215	0.7710408357336987
31	0.7710408357336987	0.7656690391919283	0.9189600038117769	0.8993934033185759	0.7212290926201197	0.6542438740960522	0.733551111245564	0.47987955605488447	1.0	0.553125	0.9074454888127692	0.9856724435028145	0.3988456371362215	0.7710408357336987
32	0.7710408357336987	0.7663206834058633	0.9189600038117769	0.8993934033185759	0.7212290926201197	0.6542438740960522	0.733551111245564	0.47987955605488447	1.0	0.553125	0.9074454888127692	0.9856724435028145	0.3988456371362215	0.7710408357336987
33	0.7720872113355417	0.7674945406440974	0.9162355943170688	0.8942587164739211	0.7179865992102856	0.6448122339593912	0.735272968407074	0.47235080150893105	1.0	0.56328125	0.9872277181737742	0.9910927687996063	0.4148032841541158	0.7720872113355417
34	0.7723721807605902	0.768097925870665	0.9155800348917033	0.8976205221912903	0.7289173374445646	0.6543143546293417	0.7278153135951702	0.4907387649841488	1.0	0.56328125	0.919067646096036	0.9757930747795635	0.40185551809974995	0.7723721807605902
35	0.772921403824894	0.7687831466653644	0.9157117639381805	0.8973315571307685	0.7308298514487687	0.6508818123449223	0.7290149342624215	0.4887863141872173	1.0	0.553125	0.9257459230135152	0.9978991305903596	0.3958289096607255	0.772921403824894
36	0.7735921694461605	0.7690984060060226	0.9185570856118265	0.8992010154400853	0.730528310898224	0.6510130073080859	0.7314199720942314	0.486947388731754	1.0	0.553125	0.9235366118228889	0.9972750854848274	0.39511438288146417	0.7735921694461605
37	0.7735921694461605	0.7694767321365773	0.9185570856118265	0.8992010154400853	0.730528310898224	0.6510130073080859	0.7314199720942314	0.486947388731754	1.0	0.553125	0.9235366118228889	0.9972750854848274	0.39511438288146417	0.7735921694461605
38	0.7738089462431833	0.7698695664174144	0.9174719820539279	0.8983233894605169	0.7299262662940575	0.6503986576852484	0.7335688656105352	0.47180435161881784	1.0	0.553125	0.9577481339454397	0.9999644743413967	0.3939393939393939	0.7738089462431833
39	0.7738958976885415	0.7702288349311922	0.9174725374946335	0.8987917121448108	0.7266158138880494	0.656023147104207	0.7326698918743759	0.4899869076873007	1.0	0.54296875	0.9349750165581305	0.9991276313945754	0.39617874227499095	0.7738958976885415
40	0.774191685411104	0.7703383290626774	0.9189539933732206	0.8969084570952037	0.7142768178078444	0.6485650850684103	0.7349246868471198	0.4764213136311434	1.0	0.553125	0.994872023435325	0.9988160882266489	0.3939393939393939	0.774191685411104
41	0.7750230302642822	0.7710883208164983	0.9145944373072108	0.894325400718657	0.7194534663708088	0.6452221238245572	0.7260082925581484	0.49450930981270613	1.0	0.5734375	0.9860075914070141	0.9987945229013279	0.3939393939393939	0.7750230302642822
42	0.7750230302642822	0.7712837179937025	0.9145944373072108	0.894325400718657	0.7194534663708088	0.6452221238245572	0.7260082925581484	0.49450930981270613	1.0	0.5734375	0.9860075914070141	0.9987945229013279	0.3939393939393939	0.7750230302642822
43	0.7750230302642822	0.7718911489311677	0.9145944373072108	0.894325400718657	0.7194534663708088	0.6452221238245572	0.7260082925581484	0.49450930981270613	1.0	0.5734375	0.9860075914070141	0.9987945229013279	0.3939393939393939	0.7750230302642822
44	0.7758823726195347	0.772212437656401	0.9150864975711608	0.8932814473700347	0.7303698903272596	0.64584696306394	0.7381624831162841	0.4714630506128761	1.0	0.5734375	0.9984109331876574	0.98406775841219	0.3939393939393939	0.7758823726195347
45	0.7767970897592099	0.772244238287533	0.9161708090446903	0.896881630100195	0.7316032896156548	0.6524649702232217	0.7301363856501852	0.492200890171188	1.0	0.56328125	0.9694091646856347	0.9981081943755252	0.3939393939393939	0.7767970897592099
46	0.7767970897592099	0.7729882427408992	0.9161708090446903	0.896881630100195	0.7316032896156548	0.6524649702232217	0.7301363856501852	0.492200890171188	1.0	0.56328125	0.9694091646856347	0.9981081943755252	0.3939393939393939	0.7767970897592099
47	0.7774634782813162	0.773319781613651	0.9155606691636384	0.8942288235366257	0.7311163218117751	0.6464139657491417	0.7288386980094231	0.49083410229502916	1.0	0.5734375	0.997191621250214	0.9990287223769426	0.3939393939393939	0.7774634782813162
48	0.7774634782813162	0.7740246493173495	0.9155606691636384	0.8942288235366257	0.7311163218117751	0.6464139657491417	0.7288386980094231	0.49083410229502916	1.0	0.5734375	0.997191621250214	0.9990287223769426	0.3939393939393939	0.7774634782813162
49	0.7778481111912475	0.7746396742872297	0.9176783669412764	0.9003131860045868	0.7353392011630804	0.6586106022667497	0.7293099092817761	0.4900693659941529	1.0	0.54296875	0.9913560643775537	0.9950331801565832	0.3939393939393939	0.7778481111912475
50	0.7783161662451155	0.774732626030104	0.9149924011083231	0.8963673182816007	0.736487592297726	0.6521494671218746	0.7326067663593009	0.48983153026156945	1.0	0.56328125	0.9924854100675088	0.996899668858299	0.3939393939393939	0.7783161662451155
51	0.7783161662451155	0.7751993991690193	0.9149924011083231	0.8963673182816007	0.736487592297726	0.6521494671218746	0.7326067663593009	0.48983153026156945	1.0	0.56328125	0.9924854100675088	0.996899668858299	0.3939393939393939	0.7783161662451155
52	0.7783161662451155	0.7754617185566404	0.9149924011083231	0.8963673182816007	0.736487592297726	0.6521494671218746	0.7326067663593009	0.48983153026156945	1.0	0.56328125	0.9924854100675088	0.996899668858299	0.3939393939393939	0.7783161662451155
53	0.778744198988195	0.7759420599803529	0.9160323002842242	0.8969843391667995	0.7352517026629559	0.6543471851328552	0.732643709149138	0.48940765243786105	1.0	0.5734375	0.9871991754187568	0.9964599152737127	0.400924662136683	0.778744198988195
54	0.778744198988195	0.7762654055237159	0.9160323002842242	0.8969843391667995	0.7352517026629559	0.6543471851328552	0.732643709149138	0.48940765243786105	1.0	0.5734375	0.9871991754187568	0.9964599152737127	0.400924662136683	0.778744198988195
55	0.779255542601691	0.7765155968686936	0.9155476281621729	0.8945898382408849	0.7352661086200376	0.6547725438386052	0.7316786620112044	0.4901790261928525	1.0	0.5734375	0.9927763958828956	0.9986292755321422	0.3939393939393939	0.779255542601691
56	0.779255542601691	0.7766089097667622	0.9155476281621729	0.8945898382408849	0.7352661086200376	0.6547725438386052	0.7316786620112044	0.4901790261928525	1.0	0.5734375	0.9927763958828956	0.9986292755321422	0.3939393939393939	0.779255542601691
57	0.7797140847393615	0.776669423824165	0.9167283753813442	0.8970985455169791	0.7340133335319166	0.6528395778259865	0.7340832667318933	0.4894740061052587	1.0	0.5734375	0.9996396380313255	0.997258641054697	0.3939393939393939	0.7797140847393615
58	0.7797140847393615	0.7769192925264262	0.9167283753813442	0.8970985455169791	0.7340133335319166	0.6528395778259865	0.7340832667318933	0.4894740061052587	1.0	0.5734375	0.9996396380313255	0.997258641054697	0.3939393939393939	0.7797140847393615
59	0.7797140847393615	0.7768796573856372	0.9167283753813442	0.8970985455169791	0.7340133335319166	0.6528395778259865	0.7340832667318933	0.4894740061052587	1.0	0.5734375	0.9996396380313255	0.997258641054697	0.3939393939393939	0.7797140847393615
60	0.7797140847393615	0.7772673794037274	0.9167283753813442	0.8970985455169791	0.7340133335319166	0.6528395778259865	0.7340832667318933	0.4894740061052587	1.0	0.5734375	0.9996396380313255	0.997258641054697	0.3939393939393939	0.7797140847393615
61	0.7797140847393615	0.7775809658150822	0.9167283753813442	0.8970985455169791	0.7340133335319166	0.6528395778259865	0.7340832667318933	0.4894740061052587	1.0	0.5734375	0.9996396380313255	0.997258641054697	0.3939393939393939	0.7797140847393615
62	0.7800008752529668	0.7771067661564927	0.9163065192392973	0.8973300241596253	0.7359974475240982	0.6549010621303495	0.726538428947719	0.4980199622029917	1.0	0.5734375	0.998699861287301	0.9969153242461563	0.3939393939393939	0.7800008752529668
63	0.7802768866478411	0.7772769750696689	0.9170369531054762	0.8981417323800297	0.7347552505142427	0.656902216980488	0.7340839593165924	0.48942716594398405	1.0	0.5734375	0.9978372373951937	0.9942191996319757	0.3939393939393939	0.7802768866478411
64	0.7802768866478411	0.7777907755003386	0.9170369531054762	0.8981417323800297	0.7347552505142427	0.656902216980488	0.7340839593165924	0.48942716594398405	1.0	0.5734375	0.9978372373951937	0.9942191996319757	0.3939393939393939	0.7802768866478411
65	0.7802768866478411	0.7779723791295081	0.9170369531054762	0.8981417323800297	0.7347552505142427	0.656902216980488	0.7340839593165924	0.48942716594398405	1.0	0.5734375	0.9978372373951937	0.9942191996319757	0.3939393939393939	0.7802768866478411
66	0.7803274591126078	0.7779017944331139	0.9176506295184867	0.8982827657252179	0.7348903539102157	0.6560811457795158	0.7314232760357988	0.4907923652603438	1.0	0.5734375	0.99870069318549	0.9988284033049042	0.3939393939393939	0.7803274591126078
67	0.7803274591126078	0.7778355461924102	0.9176506295184867	0.8982827657252179	0.7348903539102157	0.6560811457795158	0.7314232760357988	0.4907923652603438	1.0	0.5734375	0.99870069318549	0.9988284033049042	0.3939393939393939	0.7803274591126078
68	0.7803274591126078	0.7777999193665229	0.9176506295184867	0.8982827657252179	0.7348903539102157	0.6560811457795158	0.7314232760357988	0.4907923652603438	1.0	0.5734375	0.99870069318549	0.9988284033049042	0.3939393939393939	0.7803274591126078
69	0.7803274591126078	0.7777521705316421	0.9176506295184867	0.8982827657252179	0.7348903539102157	0.6560811457795158	0.7314232760357988	0.4907923652603438	1.0	0.5734375	0.99870069318549	0.9988284033049042	0.3939393939393939	0.7803274591126078
70	0.7803274591126078	0.7779197834261244	0.9176506295184867	0.8982827657252179	0.7348903539102157	0.6560811457795158	0.7314232760357988	0.4907923652603438	1.0	0.5734375	0.99870069318549	0.9988284033049042	0.3939393939393939	0.7803274591126078
71	0.7803274591126078	0.7785278512370195	0.9176506295184867	0.8982827657252179	0.7348903539102157	0.6560811457795158	0.7314232760357988	0.4907923652603438	1.0	0.5734375	0.99870069318549	0.9988284033049042	0.3939393939393939	0.7803274591126078
72	0.780330462860346	0.7782695089303913	0.917899425969186	0.8983701450803891	0.7339981968145868	0.6562273208821481	0.7330163601795876	0.48942724875375376	1.0	0.5734375	0.9980116010060381	0.9990348212759531	0.3939393939393939	0.780330462860346
73	0.7803735008673263	0.7783595542060557	0.9169324490286369	0.8978274732956428	0.7349431002366029	0.6570320339314422	0.7340402245616995	0.4911154291732338	1.0	0.5734375	0.9967820965644735	0.9956480341393998	0.3954774737697525	0.7803735008673263
74	0.7804994125918269	0.7785990533032708	0.9172135804416075	0.8982291117352008	0.7359226215740869	0.6567373298241066	0.7343329142005388	0.4887104267682314	1.0	0.5734375	0.9972524715560309	0.997286838325348	0.3939393939393939	0.7804994125918269
