target	coord_qc_residual_target_he_rho	n_permutations	empirical_p
DM1_low_RAI_score	0.21620785860053024	1000	0.000999000999000999
RAI8_lineage_score	0.21620785860053024	1000	0.000999000999000999
MAPK_output_score	0.04070931908745649	1000	0.000999000999000999
HLA_II_AP_score	0.1860896260520274	1000	0.000999000999000999
CD36_SPP1_macrophage_score	0.06915329284526377	1000	0.000999000999000999
Tumor_ZCCHC12_score	0.0734133644370759	1000	0.000999000999000999
