testset	in_master	n	n_pos	AUROC	AUROC_lo95	AUROC_hi95
ITSNdb_combined	any	319	136	0.63673256187721	0.5731747306895	0.6998426784993951
ITSNdb_no_overlap	False	106	33	0.668327106683271	0.5356060560896241	0.7873267176671381
ITSNdb_in_master	True	213	103	0.6415710503089145	0.5658789774326809	0.7166353154459189
