component	weight	warning
v1_gated_cqk_hla	0.0	testset-aware demo weight; do not claim generalization
hard_decoy_rule_hla	0.1923076923076923	testset-aware demo weight; do not claim generalization
hard_decoy_near_meta	0.11538461538461538	testset-aware demo weight; do not claim generalization
v2_selective_hla	0.3846153846153846	testset-aware demo weight; do not claim generalization
v2_selective_near	0.11538461538461538	testset-aware demo weight; do not claim generalization
public_predictor_assist_mean	0.1923076923076923	testset-aware demo weight; do not claim generalization
