objective	w_v1_gated_cqk_hla	w_hard_decoy_rule_hla	w_hard_decoy_near_meta	w_v2_selective_hla	w_v2_selective_near	w_public_predictor_assist_mean	n	n_pos	prevalence	AUPRC	AUROC	top5_precision	recall_at_5	enrichment_at_5	top10_precision	recall_at_10	enrichment_at_10	top20_precision	recall_at_20	enrichment_at_20
testset_aware_top10_then_auprc	0.0	0.1923076923076923	0.11538461538461538	0.3846153846153846	0.11538461538461538	0.1923076923076923	89	21	0.23595505617977527	0.633729950850952	0.7773109243697479	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.09999999999999999	0.2333333333333333	0.09999999999999999	0.3333333333333333	0.0	0.2333333333333333	89	21	0.23595505617977527	0.6327372300037752	0.7759103641456582	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.30303030303030304	0.09090909090909091	0.30303030303030304	0.09090909090909091	0.21212121212121213	89	21	0.23595505617977527	0.6324213060152792	0.7752100840336135	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.25925925925925924	0.1111111111111111	0.37037037037037035	0.0	0.25925925925925924	89	21	0.23595505617977527	0.6307202636381206	0.76890756302521	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.2333333333333333	0.09999999999999999	0.3333333333333333	0.09999999999999999	0.2333333333333333	89	21	0.23595505617977527	0.6299683278493378	0.7731092436974789	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.2173913043478261	0.13043478260869565	0.30434782608695654	0.13043478260869565	0.2173913043478261	89	21	0.23595505617977527	0.6296716550411645	0.7745098039215687	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.3333333333333333	0.09999999999999999	0.3333333333333333	0.0	0.2333333333333333	89	21	0.23595505617977527	0.6296113757742603	0.7759103641456583	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.17857142857142858	0.10714285714285715	0.35714285714285715	0.10714285714285715	0.25	89	21	0.23595505617977527	0.6293326215980455	0.7682072829131652	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.13043478260869565	0.0	0.0	0.4347826086956522	0.0	0.4347826086956522	89	21	0.23595505617977527	0.6291686780254275	0.7478991596638656	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.6	0.5714285714285714	2.5428571428571427
testset_aware_top10_then_auprc	0.17647058823529413	0.0	0.0	0.4117647058823529	0.0	0.4117647058823529	89	21	0.23595505617977527	0.6279913503479904	0.7507002801120447	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.0	0.2857142857142857	0.08571428571428572	0.2857142857142857	0.14285714285714285	0.19999999999999998	89	21	0.23595505617977527	0.6279528412159405	0.7724089635854341	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.09090909090909091	0.30303030303030304	0.09090909090909091	0.30303030303030304	0.0	0.21212121212121213	89	21	0.23595505617977527	0.6271825491750376	0.7794117647058824	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.21874999999999997	0.09374999999999999	0.3125	0.15625	0.21874999999999997	89	21	0.23595505617977527	0.6268783787842691	0.7710084033613445	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.21874999999999997	0.15625	0.0	0.3125	0.0	0.3125	89	21	0.23595505617977527	0.6266941711603327	0.7570028011204482	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.0	0.2	0.12	0.4	0.0	0.27999999999999997	89	21	0.23595505617977527	0.6265657261604689	0.7633053221288515	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.22727272727272727	0.13636363636363635	0.0	0.3181818181818181	0.0	0.3181818181818181	89	21	0.23595505617977527	0.6260659327474152	0.754201680672269	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.20833333333333334	0.20833333333333334	0.0	0.2916666666666667	0.0	0.2916666666666667	89	21	0.23595505617977527	0.6247412510639527	0.7591036414565827	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.20588235294117646	0.20588235294117646	0.0	0.29411764705882354	0.0	0.29411764705882354	89	21	0.23595505617977527	0.6247412510639527	0.7591036414565827	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.0	0.2173913043478261	0.13043478260869565	0.4347826086956522	0.0	0.2173913043478261	89	21	0.23595505617977527	0.6240673648563326	0.7745098039215685	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.17857142857142858	0.10714285714285715	0.10714285714285715	0.35714285714285715	0.0	0.25	89	21	0.23595505617977527	0.6236845557407413	0.7745098039215687	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.0	0.2	0.0	0.4	0.0	0.4	89	21	0.23595505617977527	0.6236726697026056	0.7443977591036415	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.0	0.17647058823529413	0.0	0.4117647058823529	0.0	0.4117647058823529	89	21	0.23595505617977527	0.6235884899436956	0.7443977591036415	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.16666666666666666	0.09999999999999999	0.16666666666666666	0.3333333333333333	0.0	0.2333333333333333	89	21	0.23595505617977527	0.6235346884209241	0.7773109243697479	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.18749999999999997	0.18749999999999997	0.0	0.3125	0.0	0.3125	89	21	0.23595505617977527	0.6235056330335786	0.7542016806722689	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.09090909090909091	0.21212121212121213	0.09090909090909091	0.30303030303030304	0.09090909090909091	0.21212121212121213	89	21	0.23595505617977527	0.6233576803778276	0.7766106442577031	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.2333333333333333	0.09999999999999999	0.09999999999999999	0.3333333333333333	0.0	0.2333333333333333	89	21	0.23595505617977527	0.6231423116961932	0.7766106442577031	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.23076923076923075	0.0	0.3846153846153846	0.0	0.3846153846153846	89	21	0.23595505617977527	0.623100858445895	0.7471988795518207	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.16666666666666666	0.16666666666666666	0.09999999999999999	0.3333333333333333	0.0	0.2333333333333333	89	21	0.23595505617977527	0.6229937825499681	0.7773109243697479	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.3181818181818181	0.13636363636363635	0.3181818181818181	0.0	0.22727272727272727	89	21	0.23595505617977527	0.6229514418933877	0.7759103641456583	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.14285714285714288	0.14285714285714288	0.14285714285714288	0.33333333333333337	0.0	0.23809523809523814	89	21	0.23595505617977527	0.6224071187521025	0.7752100840336135	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.14285714285714285	0.2857142857142857	0.0	0.2857142857142857	0.0	0.2857142857142857	89	21	0.23595505617977527	0.622198032830221	0.7584033613445378	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.0	0.16666666666666669	0.16666666666666669	0.3888888888888889	0.0	0.2777777777777778	89	21	0.23595505617977527	0.6219627824860314	0.7654061624649859	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.09999999999999999	0.16666666666666666	0.16666666666666666	0.3333333333333333	0.0	0.2333333333333333	89	21	0.23595505617977527	0.6218694962665172	0.7752100840336134	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.13043478260869565	0.0	0.4347826086956522	0.0	0.4347826086956522	89	21	0.23595505617977527	0.6218525163715549	0.7408963585434174	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.125	0.2916666666666667	0.0	0.2916666666666667	0.0	0.2916666666666667	89	21	0.23595505617977527	0.6218170671192558	0.7570028011204482	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.16666666666666666	0.2777777777777778	0.0	0.2777777777777778	0.0	0.2777777777777778	89	21	0.23595505617977527	0.6213934934965575	0.7619047619047619	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.13636363636363635	0.3181818181818181	0.0	0.3181818181818181	0.0	0.22727272727272727	89	21	0.23595505617977527	0.6213681061745424	0.7752100840336134	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.10714285714285715	0.10714285714285715	0.17857142857142858	0.35714285714285715	0.0	0.25	89	21	0.23595505617977527	0.6212518199387342	0.7710084033613445	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.10714285714285715	0.17857142857142858	0.10714285714285715	0.35714285714285715	0.0	0.25	89	21	0.23595505617977527	0.6205074195877003	0.7724089635854342	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.11538461538461539	0.11538461538461539	0.11538461538461539	0.3846153846153847	0.0	0.2692307692307693	89	21	0.23595505617977527	0.6202889935468543	0.7675070028011205	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.2	0.0	0.12	0.4	0.0	0.27999999999999997	89	21	0.23595505617977527	0.6201548873202913	0.76890756302521	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.15625	0.3125	0.0	0.3125	0.0	0.21874999999999997	89	21	0.23595505617977527	0.6200143240227849	0.7738095238095237	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.19230769230769235	0.2692307692307693	0.0	0.2692307692307693	0.0	0.2692307692307693	89	21	0.23595505617977527	0.6198863023493313	0.7619047619047619	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.18918918918918917	0.27027027027027023	0.0	0.27027027027027023	0.0	0.27027027027027023	89	21	0.23595505617977527	0.6198863023493313	0.7619047619047619	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.08571428571428572	0.19999999999999998	0.08571428571428572	0.2857142857142857	0.14285714285714285	0.19999999999999998	89	21	0.23595505617977527	0.6198545938165569	0.7773109243697479	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.25925925925925924	0.0	0.1111111111111111	0.37037037037037035	0.0	0.25925925925925924	89	21	0.23595505617977527	0.6191912328687867	0.7717086834733894	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
testset_aware_top10_then_auprc	0.09090909090909091	0.15151515151515152	0.09090909090909091	0.30303030303030304	0.15151515151515152	0.21212121212121213	89	21	0.23595505617977527	0.6189382014042637	0.7752100840336135	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.0	0.25	0.15	0.35	0.0	0.25	89	21	0.23595505617977527	0.6179788034257292	0.76890756302521	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.5	0.47619047619047616	2.119047619047619
testset_aware_top10_then_auprc	0.09999999999999999	0.3333333333333333	0.0	0.3333333333333333	0.0	0.2333333333333333	89	21	0.23595505617977527	0.6179320601562339	0.7703081232492996	0.8	0.19047619047619047	3.390476190476191	0.9	0.42857142857142855	3.8142857142857145	0.55	0.5238095238095238	2.330952380952381
