lineage	hallmark	n	n_genes	spearman_r	p	fdr
lung adenocarcinoma	p53 Pathway	576	190	-0.08340629944992842	0.04540422266121671	0.056755278326520886
lung adenocarcinoma	Wnt-beta Catenin Signaling	576	42	-0.06607609323587775	0.11316803604069542	0.13800980004962854
lung adenocarcinoma	Xenobiotic Metabolism	576	197	-0.0633678697912742	0.12874937990920154	0.15327307132047802
lung adenocarcinoma	Oxidative Phosphorylation	576	182	-0.05303098234245096	0.2037737755512605	0.23694625064100058
lung adenocarcinoma	Cholesterol Homeostasis	576	72	-0.05043176851782081	0.22685412677725642	0.25778878042870046
lung adenocarcinoma	Estrogen Response Late	576	196	0.042686371285760936	0.30644326366816466	0.3404925151868496
lung adenocarcinoma	TGF-beta Signaling	576	54	0.0378757566623967	0.36421164583276994	0.39588222373127163
lung adenocarcinoma	Hedgehog Signaling	576	35	-0.019290244392535103	0.6440790609860972	0.6851904904107418
lung adenocarcinoma	UV Response Dn	576	137	0.01692016426795268	0.6853078577504843	0.7048701320404713
lung adenocarcinoma	KRAS Signaling Dn	576	188	-0.016610215256323314	0.6907727293996619	0.7048701320404713
lung adenocarcinoma	Coagulation	576	136	-0.00043302438901866223	0.9917260774864689	0.991726077486469
lung squamous cell carcinoma	Allograft Rejection	556	195	0.8355301106857423	3.353991573773005e-146	1.6769957868865023e-144
lung squamous cell carcinoma	Interferon Gamma Response	556	196	0.7989965129432182	1.8104934868297745e-124	4.526233717074436e-123
lung squamous cell carcinoma	Complement	556	195	0.7663267718355062	1.543087840674806e-108	2.5718130677913434e-107
lung squamous cell carcinoma	IL-6/JAK/STAT3 Signaling	556	87	0.7520963462632165	2.1629700079302202e-102	2.7037125099127752e-101
lung squamous cell carcinoma	Inflammatory Response	556	197	0.7280752683712793	6.520349520936531e-93	6.520349520936531e-92
lung squamous cell carcinoma	Interferon Alpha Response	556	92	0.7171237764826345	6.39616238725026e-89	5.330135322708551e-88
lung squamous cell carcinoma	IL-2/STAT5 Signaling	556	194	0.6983866235982411	1.633126424992006e-82	1.1665188749942902e-81
lung squamous cell carcinoma	KRAS Signaling Up	556	193	0.6691692404533216	1.8489613976460378e-73	1.1556008735287736e-72
lung squamous cell carcinoma	Apoptosis	556	158	0.5662026240685253	1.8911925635494056e-48	1.0506625353052253e-47
lung squamous cell carcinoma	Coagulation	556	136	0.535589608338999	1.3467631288155212e-42	6.733815644077606e-42
lung squamous cell carcinoma	TNF-alpha Signaling via NF-kB	556	197	0.5277968260564255	3.3527445182176985e-41	1.5239747810080448e-40
lung squamous cell carcinoma	Bile Acid Metabolism	556	112	0.4796683072156649	2.464000098553498e-33	1.026666707730624e-32
lung squamous cell carcinoma	heme Metabolism	556	190	0.44913676738540004	5.9019878744188e-29	2.269995336314923e-28
lung squamous cell carcinoma	Angiogenesis	556	36	0.42767991128272953	3.9281996178207253e-26	1.4029284349359732e-25
lung squamous cell carcinoma	TGF-beta Signaling	556	54	0.4222596345774501	1.8879632419818725e-25	6.293210806606242e-25
lung squamous cell carcinoma	Xenobiotic Metabolism	556	197	0.40655852364274214	1.5219375284750424e-23	4.7560547764845076e-23
lung squamous cell carcinoma	Myc Targets V2	556	58	-0.39326964389516517	5.232247565515788e-22	1.538896342798761e-21
lung squamous cell carcinoma	UV Response Dn	556	137	0.3890482567718202	1.5571344926441979e-21	4.325373590678327e-21
lung squamous cell carcinoma	Myogenesis	556	198	0.35643813898713245	4.237450127448073e-18	1.1151184545915982e-17
lung squamous cell carcinoma	Myc Targets V1	556	188	-0.3393679257520672	1.8776139695936368e-16	4.694034923984092e-16
lung squamous cell carcinoma	Glycolysis	556	196	-0.32412062231110333	4.576814534044086e-15	1.0897177462009729e-14
lung squamous cell carcinoma	Androgen Response	556	96	0.32283013343197015	5.948589187485977e-15	1.3519520880649947e-14
lung squamous cell carcinoma	G2-M Checkpoint	556	184	-0.318502834621239	1.4197468313402657e-14	3.086406155087534e-14
lung squamous cell carcinoma	Apical Surface	556	43	0.31597882715757186	2.3429481592928407e-14	4.881141998526751e-14
lung squamous cell carcinoma	Epithelial Mesenchymal Transition	556	194	0.3130747384637597	4.1450753472302295e-14	8.29015069446046e-14
lung squamous cell carcinoma	Apical Junction	556	194	0.308141781190224	1.0769844596655229e-13	2.0711239608952363e-13
lung squamous cell carcinoma	E2F Targets	556	187	-0.2998484841503195	5.152175960251509e-13	9.54106659305835e-13
lung squamous cell carcinoma	mTORC1 Signaling	556	192	-0.2990687032429921	5.953840762366065e-13	1.0631858504225116e-12
lung squamous cell carcinoma	DNA Repair	556	140	-0.28321413555886116	1.0258158980482548e-11	1.768648100083198e-11
lung squamous cell carcinoma	Adipogenesis	556	189	0.27449921644899966	4.550886597315719e-11	7.584810995526198e-11
lung squamous cell carcinoma	Oxidative Phosphorylation	556	182	-0.2703064541060293	9.147607029406906e-11	1.4754204886140173e-10
lung squamous cell carcinoma	Unfolded Protein Response	556	106	-0.23788477115605156	1.3601665872604092e-08	2.1252602925943894e-08
lung squamous cell carcinoma	Estrogen Response Early	556	192	0.223918880444346	9.504671472080995e-08	1.4401017381940903e-07
lung squamous cell carcinoma	Notch Signaling	556	32	0.20670673018854518	8.819660192557983e-07	1.2970088518467624e-06
lung squamous cell carcinoma	Pancreas Beta Cells	556	40	0.20588610660678083	9.763338826780604e-07	1.3947626895400863e-06
lung squamous cell carcinoma	UV Response Up	556	152	0.19420147125785803	3.971174774621359e-06	5.515520520307443e-06
lung squamous cell carcinoma	Pperoxisome	556	101	0.18136151184640026	1.6884517824415057e-05	2.2816915978939267e-05
lung squamous cell carcinoma	PI3K/AKT/mTOR  Signaling	556	104	0.1540060659400441	0.00026738709240282715	0.00035182512158266733
lung squamous cell carcinoma	Protein Secretion	556	95	0.13440451450487437	0.0014906207185619743	0.0019110522032845824
lung squamous cell carcinoma	KRAS Signaling Dn	556	188	0.11746841883834498	0.005550153030788469	0.006937691288485587
lung squamous cell carcinoma	Wnt-beta Catenin Signaling	556	42	-0.10488964309367131	0.0133413769620692	0.01626997190496244
lung squamous cell carcinoma	Mitotic Spindle	556	196	-0.10130442426001803	0.016871453255957906	0.02008506339994989
lung squamous cell carcinoma	Hedgehog Signaling	556	35	0.09350780206788208	0.02747151572659063	0.03194362293789608
lung squamous cell carcinoma	Hypoxia	556	190	0.06577786025438076	0.12133206948693147	0.13656555075629553
lung squamous cell carcinoma	Fatty Acid Metabolism	556	154	0.06550124713280935	0.12290899568066598	0.13656555075629553
lung squamous cell carcinoma	Spermatogenesis	556	132	-0.06093587392920632	0.15130227258860546	0.16445899194413635
lung squamous cell carcinoma	Reactive Oxygen Species Pathway	556	45	0.031144668662581844	0.46361605894308955	0.49320857334371226
lung squamous cell carcinoma	Cholesterol Homeostasis	556	72	0.027436363273317648	0.5185348828149233	0.5401405029322118
lung squamous cell carcinoma	p53 Pathway	556	190	-0.024292943488958586	0.5675832554615183	0.579166587205631
lung squamous cell carcinoma	Estrogen Response Late	556	196	0.004295253020019055	0.9195083052851769	0.9195083052851768
mesothelioma	IL-2/STAT5 Signaling	87	194	0.6873769774732083	1.9420264693124708e-13	9.710132346562354e-12
mesothelioma	IL-6/JAK/STAT3 Signaling	87	87	0.6610228184005248	3.2190602844085457e-12	8.047650711021364e-11
mesothelioma	Inflammatory Response	87	197	0.6496318436976014	9.952659008505104e-12	1.378138183467583e-10
mesothelioma	Allograft Rejection	87	195	0.6485747612451702	1.1025105467740664e-11	1.378138183467583e-10
mesothelioma	Complement	87	195	0.632536268863454	4.9654682858118375e-11	4.965468285811837e-10
mesothelioma	PI3K/AKT/mTOR  Signaling	87	104	0.5992199460523437	8.699032983454311e-10	7.2491941528785934e-09
mesothelioma	G2-M Checkpoint	87	184	0.5322592403586789	1.1215902642080439e-07	8.011359030057456e-07
mesothelioma	KRAS Signaling Up	87	193	0.5276663993584603	1.507552963813784e-07	9.42220602383615e-07
mesothelioma	Apoptosis	87	158	0.524239994167821	1.8743977666505535e-07	1.0413320925836409e-06
mesothelioma	E2F Targets	87	187	0.4904315812495444	1.4212801224963083e-06	7.106400612481541e-06
mesothelioma	Angiogenesis	87	36	0.4764890282131661	3.0825893956237022e-06	1.289507744585999e-05
mesothelioma	Androgen Response	87	96	0.4764161259750674	3.0948185870063974e-06	1.289507744585999e-05
mesothelioma	TNF-alpha Signaling via NF-kB	87	197	0.47472114893927236	3.3923668609687935e-06	1.3047564849879976e-05
mesothelioma	Epithelial Mesenchymal Transition	87	194	0.46641029379601945	5.2836353468029176e-06	1.887012623858185e-05
mesothelioma	mTORC1 Signaling	87	192	0.46482467011737255	5.742199479803042e-06	1.9140664932676804e-05
mesothelioma	Mitotic Spindle	87	196	0.4558394692717066	9.131321087843186e-06	2.8535378399509955e-05
mesothelioma	TGF-beta Signaling	87	54	0.4409674126995698	1.9130651575428647e-05	5.6266622280672486e-05
mesothelioma	Apical Junction	87	194	0.42478311584165623	4.117433098035354e-05	0.00011437314161209317
mesothelioma	Cholesterol Homeostasis	87	72	0.4180578843770504	5.598223046599247e-05	0.0001473216591210328
mesothelioma	UV Response Dn	87	137	0.405646278340745	9.70463766091783e-05	0.00024261594152294574
mesothelioma	UV Response Up	87	152	0.39979587373332354	0.00012485129020263857	0.000297264976672949
mesothelioma	Hedgehog Signaling	87	35	0.3856710651016985	0.00022507771086806937	0.0005115402519728849
mesothelioma	Interferon Gamma Response	87	196	0.3738244514106583	0.00036164554234585677	0.0007861859616214278
mesothelioma	Hypoxia	87	190	0.3329080702777575	0.001629173130110177	0.0033941106877295353
mesothelioma	Reactive Oxygen Species Pathway	87	45	0.3215535466938834	0.0023897594783887292	0.0047795189567774584
mesothelioma	Apical Surface	87	43	0.31696070569366475	0.002778995936410397	0.0053442229546353795
mesothelioma	Coagulation	87	136	0.306608587883648	0.0038720277663379424	0.0071704217895147086
mesothelioma	Pancreas Beta Cells	87	40	0.2974229058832106	0.005147421275386041	0.009191823706046503
mesothelioma	Spermatogenesis	87	132	0.2945797185973609	0.005611536112275382	0.009675062262543761
mesothelioma	Wnt-beta Catenin Signaling	87	42	0.29241087701392426	0.005990124810004062	0.00998354135000677
mesothelioma	Unfolded Protein Response	87	106	0.2827331049063206	0.007968834941830214	0.01285295958359712
mesothelioma	Notch Signaling	87	32	0.2786870306918422	0.00895350037091	0.013989844329546875
mesothelioma	Oxidative Phosphorylation	87	182	-0.25131224028577676	0.018874638114183214	0.028597936536641232
mesothelioma	Myc Targets V1	87	188	0.21912590216519642	0.04143381051969385	0.060932074293667426
mesothelioma	Glycolysis	87	196	0.2119814828315229	0.04871289646638025	0.06958985209482893
mesothelioma	Protein Secretion	87	95	0.20064518480717355	0.062402777595295555	0.0866705244379105
mesothelioma	Myogenesis	87	198	0.1930998031639571	0.0731377014541779	0.09821214514284507
mesothelioma	Myc Targets V2	87	58	0.19211562294962453	0.07464123030856225	0.09821214514284507
mesothelioma	Fatty Acid Metabolism	87	154	-0.17804549099657355	0.09896563534977797	0.1268790196792025
mesothelioma	Adipogenesis	87	189	-0.1752752059488226	0.10441652067050784	0.1305206508381348
mesothelioma	Interferon Alpha Response	87	92	0.1631187577458628	0.13114684596268497	0.15993517800327434
mesothelioma	p53 Pathway	87	190	0.13587154625647005	0.20954283766192555	0.24945575912133996
mesothelioma	Bile Acid Metabolism	87	112	-0.09993074287380621	0.3570930676171167	0.4152244972292054
mesothelioma	KRAS Signaling Dn	87	188	0.07076984763432237	0.5148094946844695	0.5850107894141698
mesothelioma	DNA Repair	87	140	0.06426332288401253	0.5542856302116296	0.6106801387438471
mesothelioma	Xenobiotic Metabolism	87	197	0.06154771451483559	0.5711811114218917	0.6106801387438471
mesothelioma	Pperoxisome	87	101	-0.061092075526718664	0.5740393304192163	0.6106801387438471
mesothelioma	heme Metabolism	87	190	0.03599548006123788	0.7406485023084296	0.7715088565712809
mesothelioma	Estrogen Response Early	87	192	-0.009987606619523217	0.9268465736151721	0.9457618098114001
mesothelioma	Estrogen Response Late	87	196	-0.0023146460596340304	0.9830244199855216	0.9830244199855216
ovarian serous cystadenocarcinoma	Allograft Rejection	311	195	0.7166722717370015	2.740571851281251e-50	1.3702859256406255e-48
ovarian serous cystadenocarcinoma	IL-6/JAK/STAT3 Signaling	311	87	0.6942328414036374	4.817743611120816e-46	1.204435902780204e-44
ovarian serous cystadenocarcinoma	Complement	311	195	0.6581884492465868	5.494607611435615e-40	9.157679352392692e-39
ovarian serous cystadenocarcinoma	IL-2/STAT5 Signaling	311	194	0.6484691376050752	1.71063672600928e-38	2.1382959075116e-37
ovarian serous cystadenocarcinoma	Inflammatory Response	311	197	0.6441721829734322	7.517640961059716e-38	7.517640961059715e-37
ovarian serous cystadenocarcinoma	Interferon Gamma Response	311	196	0.6072664849905791	9.990471629114687e-33	8.32539302426224e-32
ovarian serous cystadenocarcinoma	PI3K/AKT/mTOR  Signaling	311	104	0.5546159250221111	1.7571460742111005e-26	1.2551043387222146e-25
ovarian serous cystadenocarcinoma	Apoptosis	311	158	0.5164814998769279	1.3211577313192684e-22	8.257235820745428e-22
ovarian serous cystadenocarcinoma	KRAS Signaling Up	311	193	0.509191318005361	6.423336161393799e-22	3.568520089663221e-21
ovarian serous cystadenocarcinoma	Xenobiotic Metabolism	311	197	0.4600326570147755	1.0803387362910199e-17	5.4016936814551e-17
ovarian serous cystadenocarcinoma	Interferon Alpha Response	311	92	0.45261321942872973	4.114000772712266e-17	1.8700003512328483e-16
ovarian serous cystadenocarcinoma	TNF-alpha Signaling via NF-kB	311	197	0.439391636437186	4.117746550043943e-16	1.7157277291849761e-15
ovarian serous cystadenocarcinoma	Androgen Response	311	96	0.3735526052805747	9.813061691464058e-12	3.774254496716945e-11
ovarian serous cystadenocarcinoma	UV Response Up	311	152	0.3697603064477459	1.6424921566255064e-11	5.866043416519665e-11
ovarian serous cystadenocarcinoma	Hypoxia	311	190	0.35031729485342844	2.0766678698985226e-10	6.922226232995076e-10
ovarian serous cystadenocarcinoma	mTORC1 Signaling	311	192	0.33621046979266034	1.1776566843185027e-09	3.5614770431280497e-09
ovarian serous cystadenocarcinoma	Angiogenesis	311	36	0.3359782882314667	1.2109021946635368e-09	3.5614770431280497e-09
ovarian serous cystadenocarcinoma	p53 Pathway	311	190	0.33037321789681007	2.3547405530024165e-09	6.540945980562268e-09
ovarian serous cystadenocarcinoma	heme Metabolism	311	190	0.31538194864159824	1.306829848184905e-08	3.4390259162760655e-08
ovarian serous cystadenocarcinoma	Coagulation	311	136	0.30617806410844084	3.5746622479066675e-08	8.936655619766669e-08
ovarian serous cystadenocarcinoma	Cholesterol Homeostasis	311	72	0.27728183211198654	6.765409953939198e-07	1.6108118937950473e-06
ovarian serous cystadenocarcinoma	Epithelial Mesenchymal Transition	311	194	0.2734368735436292	9.764742164699332e-07	2.219259582886212e-06
ovarian serous cystadenocarcinoma	Reactive Oxygen Species Pathway	311	45	0.2706100031954885	1.2743354167552546e-06	2.7702943842505535e-06
ovarian serous cystadenocarcinoma	Protein Secretion	311	95	0.2559406764143029	4.836435849395242e-06	1.0075908019573422e-05
ovarian serous cystadenocarcinoma	Apical Junction	311	194	0.23609912636700886	2.5934833730862902e-05	5.1869667461725803e-05
ovarian serous cystadenocarcinoma	Fatty Acid Metabolism	311	154	0.2321033694650928	3.5760942998560514e-05	6.877104422800099e-05
ovarian serous cystadenocarcinoma	Apical Surface	311	43	0.2293945845845008	4.432153838387311e-05	8.207692293309836e-05
ovarian serous cystadenocarcinoma	Glycolysis	311	196	0.21688989208344658	0.00011550023080789073	0.00020625041215694773
ovarian serous cystadenocarcinoma	TGF-beta Signaling	311	54	0.18985749557478704	0.0007644625606579472	0.0013180388976861159
ovarian serous cystadenocarcinoma	Adipogenesis	311	189	0.17360039797994065	0.0021226612155850135	0.0035377686926416894
ovarian serous cystadenocarcinoma	E2F Targets	311	187	0.16053440057064006	0.004538514196038333	0.0073201841871586015
ovarian serous cystadenocarcinoma	Estrogen Response Late	311	196	0.1536878370771613	0.006616532013782882	0.010338331271535753
ovarian serous cystadenocarcinoma	G2-M Checkpoint	311	184	0.1500216024596884	0.008048696910891284	0.012194995319532248
ovarian serous cystadenocarcinoma	Pancreas Beta Cells	311	40	0.14879806148343278	0.008584753368563984	0.01262463730671174
ovarian serous cystadenocarcinoma	UV Response Dn	311	137	0.1326047938710451	0.019312951244608887	0.027589930349441266
ovarian serous cystadenocarcinoma	Pperoxisome	311	101	0.13199561647595467	0.019880681332887486	0.027612057406788175
ovarian serous cystadenocarcinoma	Unfolded Protein Response	311	106	0.12768868840955233	0.024323987755439046	0.03287025372356628
ovarian serous cystadenocarcinoma	Bile Acid Metabolism	311	112	0.12479878595373366	0.02776447399796756	0.036532202628904685
ovarian serous cystadenocarcinoma	Myc Targets V2	311	58	-0.09873261580454304	0.08213908763681907	0.1053065226113065
ovarian serous cystadenocarcinoma	Spermatogenesis	311	132	0.09386238814294247	0.09848045942692789	0.12310057428365986
ovarian serous cystadenocarcinoma	Estrogen Response Early	311	192	0.07762483848022407	0.17210294191869568	0.20988163648621425
ovarian serous cystadenocarcinoma	Myogenesis	311	198	0.06745632333715916	0.23555654959318928	0.28042446380141584
ovarian serous cystadenocarcinoma	Mitotic Spindle	311	196	0.06185923175030988	0.2767944787223393	0.3218540450259759
ovarian serous cystadenocarcinoma	Hedgehog Signaling	311	35	0.045140164657418505	0.4276296187609462	0.48594274859198433
ovarian serous cystadenocarcinoma	DNA Repair	311	140	0.038514612478203064	0.4985780983496435	0.5539756648329373
ovarian serous cystadenocarcinoma	KRAS Signaling Dn	311	188	0.031754219461043565	0.5769280200375464	0.6270956739538548
ovarian serous cystadenocarcinoma	Myc Targets V1	311	188	0.024048743766104608	0.6726910697893109	0.7156287976482031
ovarian serous cystadenocarcinoma	Oxidative Phosphorylation	311	182	-0.02101921322365747	0.7119592522558741	0.7416242210998688
ovarian serous cystadenocarcinoma	Notch Signaling	311	32	-0.012394585781312898	0.8276557769800901	0.8445467112041736
ovarian serous cystadenocarcinoma	Wnt-beta Catenin Signaling	311	42	-0.005278340611946021	0.9261336596590846	0.9261336596590846
pancreatic adenocarcinoma	Allograft Rejection	183	195	0.8226367360365937	2.9627126888211776e-46	1.4813563444105888e-44
pancreatic adenocarcinoma	IL-6/JAK/STAT3 Signaling	183	87	0.8088828491536975	1.3080807058474884e-43	3.270201764618721e-42
pancreatic adenocarcinoma	Inflammatory Response	183	197	0.8066212120025379	3.3965543786621017e-43	5.660923964436836e-42
pancreatic adenocarcinoma	IL-2/STAT5 Signaling	183	194	0.7772081802730414	2.928324805172269e-38	3.6604060064653365e-37
pancreatic adenocarcinoma	Complement	183	195	0.7558587171915755	3.9822985531342437e-35	3.9822985531342435e-34
pancreatic adenocarcinoma	PI3K/AKT/mTOR  Signaling	183	104	0.7110802597260188	1.6966776553501695e-29	1.4138980461251413e-28
pancreatic adenocarcinoma	Interferon Gamma Response	183	196	0.6950020756150479	9.926238656771184e-28	7.090170469122274e-27
pancreatic adenocarcinoma	KRAS Signaling Up	183	193	0.6458060827269666	5.59410389741926e-23	3.496314935887037e-22
pancreatic adenocarcinoma	Epithelial Mesenchymal Transition	183	194	0.6371883640237169	3.1038741776573217e-22	1.7243745431429565e-21
pancreatic adenocarcinoma	Apoptosis	183	158	0.6311710385124499	9.947386218045318e-22	4.973693109022659e-21
pancreatic adenocarcinoma	UV Response Dn	183	137	0.5924980222913225	1.0009484692784567e-18	4.54976576944753e-18
pancreatic adenocarcinoma	TNF-alpha Signaling via NF-kB	183	197	0.5617789195836238	1.2993970041801826e-16	5.414154184084094e-16
pancreatic adenocarcinoma	Angiogenesis	183	36	0.5424756996389214	2.1569680058288415e-15	8.29603079164939e-15
pancreatic adenocarcinoma	Apical Junction	183	194	0.5164678514642878	7.228689425442087e-14	2.5816747948007457e-13
pancreatic adenocarcinoma	Hypoxia	183	190	0.4875502259679025	2.5662660461986643e-12	8.554220153995546e-12
pancreatic adenocarcinoma	Apical Surface	183	43	0.4655917852639165	3.111717074031098e-11	9.724115856347182e-11
pancreatic adenocarcinoma	Mitotic Spindle	183	196	0.4619829564590791	4.611543587448382e-11	1.3563363492495242e-10
pancreatic adenocarcinoma	Androgen Response	183	96	0.46039687326216194	5.473991918969721e-11	1.5205533108249226e-10
pancreatic adenocarcinoma	heme Metabolism	183	190	0.4439016080142239	3.093154354231804e-10	8.139879879557378e-10
pancreatic adenocarcinoma	TGF-beta Signaling	183	54	0.42433599899743885	2.1468782144988443e-09	5.367195536247111e-09
pancreatic adenocarcinoma	Interferon Alpha Response	183	92	0.419722650834554	3.3304878326359837e-09	7.92973293484758e-09
pancreatic adenocarcinoma	Hedgehog Signaling	183	35	0.4004174727624479	1.9497221255855957e-08	4.2532681242799846e-08
pancreatic adenocarcinoma	Coagulation	183	136	0.4003783102143758	1.9565033371687928e-08	4.2532681242799846e-08
pancreatic adenocarcinoma	Myogenesis	183	198	0.3834365919184166	8.429056749580632e-08	1.7560534894959647e-07
pancreatic adenocarcinoma	Oxidative Phosphorylation	183	182	-0.3762071855443203	1.5337027719829788e-07	3.0674055439659576e-07
pancreatic adenocarcinoma	Wnt-beta Catenin Signaling	183	42	0.34657484354562046	1.539424362553876e-06	2.9604314664497614e-06
pancreatic adenocarcinoma	Spermatogenesis	183	132	0.3421063968106021	2.136869827053323e-06	3.957166346395042e-06
pancreatic adenocarcinoma	KRAS Signaling Dn	183	188	0.341070547414097	2.303983798670337e-06	4.114256783339887e-06
pancreatic adenocarcinoma	G2-M Checkpoint	183	184	0.30530730851472127	2.6386106222378015e-05	4.5493286590306926e-05
pancreatic adenocarcinoma	UV Response Up	183	152	0.278418303008467	0.00013546666158671165	0.0002257777693111861
pancreatic adenocarcinoma	E2F Targets	183	187	0.24692769810374945	0.0007521645555777824	0.0012131686380286812
pancreatic adenocarcinoma	Fatty Acid Metabolism	183	154	-0.2250103780752391	0.0021957325876082604	0.003430832168137907
pancreatic adenocarcinoma	DNA Repair	183	140	-0.19390552426903107	0.008534909231794719	0.012931680654234423
pancreatic adenocarcinoma	Pperoxisome	183	101	-0.18176121811189525	0.013796465615619874	0.020288920022970402
pancreatic adenocarcinoma	Protein Secretion	183	95	0.17915690866510542	0.01523896725363361	0.021769953219476588
pancreatic adenocarcinoma	mTORC1 Signaling	183	192	0.16830300846694293	0.0227605316911956	0.031611849571105
pancreatic adenocarcinoma	p53 Pathway	183	190	0.16691077988298234	0.023925637419387295	0.03233194245863148
pancreatic adenocarcinoma	Cholesterol Homeostasis	183	72	-0.16587297235907358	0.02482717908159898	0.032667340896840764
pancreatic adenocarcinoma	Estrogen Response Early	183	192	0.15645242142034732	0.03443090156721481	0.04414218149642924
pancreatic adenocarcinoma	Unfolded Protein Response	183	106	0.1324457794521943	0.07388924899770795	0.09236156124713493
pancreatic adenocarcinoma	Notch Signaling	183	32	0.09470679000258474	0.20221747608029475	0.2466066781467009
pancreatic adenocarcinoma	Adipogenesis	183	189	-0.08455977379712236	0.25507670614978967	0.30366274541641625
pancreatic adenocarcinoma	Reactive Oxygen Species Pathway	183	45	0.07991313746837625	0.2822143850510577	0.3281562616872764
pancreatic adenocarcinoma	Myc Targets V2	183	58	-0.07797067508400368	0.2941144285858082	0.3342209415747821
pancreatic adenocarcinoma	Xenobiotic Metabolism	183	197	0.05921768893971319	0.42586232320818806	0.473180359120209
pancreatic adenocarcinoma	Bile Acid Metabolism	183	112	0.047367101893117575	0.5242960691918821	0.5698870317303066
pancreatic adenocarcinoma	Glycolysis	183	196	-0.037455060976087355	0.6146918639655368	0.6427357323970339
pancreatic adenocarcinoma	Pancreas Beta Cells	183	40	-0.03720833692323358	0.6170263031011525	0.6427357323970339
pancreatic adenocarcinoma	Myc Targets V1	183	188	0.03367783321454028	0.6508425875731648	0.6641250893603722
pancreatic adenocarcinoma	Estrogen Response Late	183	196	0.02297666695385869	0.7575242222598433	0.7575242222598433
pheochromocytoma & paraganglioma	IL-6/JAK/STAT3 Signaling	187	87	0.7697653591916582	6.498516985029059e-38	3.2492584925145295e-36
pheochromocytoma & paraganglioma	Complement	187	195	0.7568368084739355	5.2511688880599795e-36	1.3127922220149948e-34
pheochromocytoma & paraganglioma	Inflammatory Response	187	197	0.7428695693664	4.479064083215131e-34	7.465106805358552e-33
pheochromocytoma & paraganglioma	IL-2/STAT5 Signaling	187	194	0.7328790753838194	9.063610195510914e-33	1.0156395185765828e-31
pheochromocytoma & paraganglioma	Apoptosis	187	158	0.7324918611607618	1.0156395185765828e-32	1.0156395185765828e-31
pheochromocytoma & paraganglioma	KRAS Signaling Up	187	193	0.7284288645264058	3.3139625859390334e-32	2.761635488282528e-31
pheochromocytoma & paraganglioma	Allograft Rejection	187	195	0.7077046454695936	1.0053970966304785e-29	7.181407833074846e-29
pheochromocytoma & paraganglioma	TGF-beta Signaling	187	54	0.6939447770123212	3.416946731837071e-28	2.1355917073981695e-27
pheochromocytoma & paraganglioma	Coagulation	187	136	0.6900634590892575	8.914984232155964e-28	4.9527690178644246e-27
pheochromocytoma & paraganglioma	Estrogen Response Early	187	192	0.6832514249850437	4.6287293588526175e-27	2.3143646794263088e-26
pheochromocytoma & paraganglioma	Hypoxia	187	190	0.6758503114230031	2.6358697798993434e-26	1.0982790749580597e-25
pheochromocytoma & paraganglioma	Apical Junction	187	194	0.6758503114230031	2.6358697798993434e-26	1.0982790749580597e-25
pheochromocytoma & paraganglioma	Epithelial Mesenchymal Transition	187	194	0.6717561174341828	6.752428363321717e-26	2.597087832046814e-25
pheochromocytoma & paraganglioma	p53 Pathway	187	190	0.6661736261235635	2.3773826682501916e-25	8.490652386607826e-25
pheochromocytoma & paraganglioma	TNF-alpha Signaling via NF-kB	187	197	0.6490829812925981	9.52083443966272e-24	3.1736114798875735e-23
pheochromocytoma & paraganglioma	Estrogen Response Late	187	196	0.6304746769238675	4.081188685558135e-22	1.2753714642369172e-21
pheochromocytoma & paraganglioma	Angiogenesis	187	36	0.624897691028742	1.1985689058366847e-21	3.5252026642255435e-21
pheochromocytoma & paraganglioma	Interferon Gamma Response	187	196	0.6221853563288422	2.0082896788430303e-21	5.578582441230639e-21
pheochromocytoma & paraganglioma	Apical Surface	187	43	0.6215320470235889	2.2724457644627104e-21	5.980120432796606e-21
pheochromocytoma & paraganglioma	Androgen Response	187	96	0.6185517821029954	3.9785313109541735e-21	9.946328277385435e-21
pheochromocytoma & paraganglioma	Notch Signaling	187	32	0.6090127321908985	2.2965723752437693e-20	5.468029464866117e-20
pheochromocytoma & paraganglioma	heme Metabolism	187	190	0.6080199222635333	2.7469550690141546e-20	6.243079702304897e-20
pheochromocytoma & paraganglioma	UV Response Dn	187	137	0.5955299696468093	2.47988350842619e-19	5.391051105274325e-19
pheochromocytoma & paraganglioma	Wnt-beta Catenin Signaling	187	42	0.5576031623106597	1.1384259068949637e-16	2.3717206393645077e-16
pheochromocytoma & paraganglioma	Xenobiotic Metabolism	187	197	0.5417567413812721	1.1786763002925553e-15	2.3573526005851106e-15
pheochromocytoma & paraganglioma	Glycolysis	187	196	0.5344180225281602	3.3395940920332716e-15	6.422296330833214e-15
pheochromocytoma & paraganglioma	Myogenesis	187	198	0.507015734477481	1.315908896874414e-13	2.436868327545211e-13
pheochromocytoma & paraganglioma	UV Response Up	187	152	0.47306567226628593	8.093767115500673e-12	1.4453155563394059e-11
pheochromocytoma & paraganglioma	Interferon Alpha Response	187	92	0.4674024348617591	1.5411909923399443e-11	2.6572258488619727e-11
pheochromocytoma & paraganglioma	mTORC1 Signaling	187	192	0.44494033964743324	1.7703142128580142e-10	2.9505236880966905e-10
pheochromocytoma & paraganglioma	PI3K/AKT/mTOR  Signaling	187	104	0.43996160890262387	2.970059229471275e-10	4.790418112050444e-10
