source	compound_id	compound_label	n_models	spearman_lineage_sensitivity	p_lineage_sensitivity	n_thyroid_models	spearman_lineage_sensitivity_thyroid	p_lineage_sensitivity_thyroid	gls_dependency_lineage_spearman	gls_dependency_lineage_p	gls_dependency_n	concordance	interpretation
GDSC1_AUC	DPC-007404	BPTES GDSC1:1425 DPC-007404	664	-0.015284071500354133	0.6942279939207787	11	-0.4090909090909091	0.21154501034209602	-0.08813375267455982	0.0028988001189605896	1140	discordant_or_no_support	positive drug sensitivity correlation is concordant with negative GLS dependency correlation
PRISM24Q2_LFC_COLLAPSED	none_found	No glutaminase/GLS inhibitor match in treatment metadata by Sprint 1 regex	0			0			-0.08813375267455982	0.0028988001189605896	1140	not_testable	no matching PRISM compound metadata
