ModelID	lineage_silenced_score	DM1_like_score	is_thyroid_model	cancer_type	OncotreePrimaryDisease	OncotreeSubtype	strict_thyroid_model	GLS_gene_effect	GLS_expression	common_essential_dependency_proxy	nonessential_dependency_proxy	proliferation_expression_proxy
ACH-000832	-2.270030065406041	-0.990058354086132	False	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	False	-0.1284268600651452	5.7877326	-1.1971286785519752	-0.019278599460194126	-0.0008416974877853978
ACH-000833	0.6537174156399269	0.285114456600881	False	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma	False	-0.2947669964658015	6.0213976	-1.120112715057396	-0.01883636434253113	0.5700816174844037
ACH-000834	-0.227805720987866	-0.0993559339190112	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	0.0287847480441313	5.5110474	-1.1126200614616475	-0.011647851729419562	-0.38108806599817785
ACH-000835	0.6644201843366392	0.2897823972248904	False	Soft Tissue	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma	False	0.0590961462664844	6.812216	-1.1518135262486071	-0.018080210291230588	0.5490774135753858
ACH-000836	-0.4200726897974663	-0.183211879963811	False	Head and Neck	Head and Neck Squamous Cell Carcinoma	Oral Cavity Squamous Cell Carcinoma	False	-0.1438380189693855	5.5540824	-1.1010778545120883	-0.007392998213075759	0.725523473921928
ACH-000837	0.1740232610903669	0.075899075555641	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-1.065790984263776	6.2190347	-1.190233474090874	-0.02540037453813116	0.11261514109250063
ACH-000838	-2.7730941257263804	-1.209466362442864	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False	-0.3361990274890808	7.6407366	-1.1040196111697531	-0.021699909638350667	0.45882387832714056
ACH-000839	-0.2819096783546462	-0.1229530112425308	False	Bladder/Urinary Tract	Bladder Squamous Cell Carcinoma	Bladder Squamous Cell Carcinoma	False	-0.0906994759712428	5.6087265	-1.0833271461851264	-0.0031993714523360283	-0.3196999789401489
ACH-000840	0.4620664188620881	0.2015271626172245	False	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	False	0.0047790540959578	7.3700075	-1.032466099514794	-0.028352178044811598	0.06115594147914073
ACH-000841	0.6787549593172374	0.2960344129755926	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.2407981893538283	8.884607	-1.0916798758038488	-0.039539629892005365	0.6184790121702969
ACH-000842	0.7628670379697438	0.3327193306859526	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False		5.8513694			0.3786975522290372
ACH-000843	0.2635055900324888	0.1149261918314707	False	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	False	-0.2705911703349513	6.415218	-1.177607719903101	-0.022807001284101992	0.888087488168232
ACH-000844	-1.725182732240017	-0.7524268521412076	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False		5.321246			0.48661695119130083
ACH-000845	-0.0149883619838274	-0.0065370733288068	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.2074382354433137	7.244383	-1.0563008952850708	-0.01696189190698968	0.052351873190442766
ACH-000846	0.4303740813114803	0.1877047626276083	False	Head and Neck	Head and Neck Squamous Cell Carcinoma	Hypopharynx Squamous Cell Carcinoma	False	0.0399435301275983	6.372233	-1.1532385473316713	-0.026196405160900924	0.8355882490102506
ACH-000847	0.1696325772615654	0.0739841083174964	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	False	-0.1454222628429387	5.670152	-1.200549519695562	-0.027812950595982208	0.6157621172525153
ACH-000848	0.4952389745050873	0.2159951497779425	False	Liver	Hepatocellular Carcinoma	Hepatocellular Carcinoma	False	0.252683566155008	6.686178	-1.1376515969892111	-0.021724068702904407	0.7633228551345451
ACH-000849	0.4164742625716029	0.1816424501175593	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	-0.1902311693537131	5.75462	-1.1250577938454878	-0.01681761961909999	0.3262075850203009
ACH-000850	0.4032924595443672	0.1758932953341409	False	Fibroblast	Non-Cancerous	Fibroblast, Colorectal	False		7.708318			-0.8893397911411568
ACH-000851	0.5313957708744091	0.2317646934716447	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.353645517830816	4.223168	-1.0927639544018237	-0.009545304154739918	0.2810005877436997
ACH-000852	0.553820126926447	0.241544925629209	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		6.519564			0.7369837334530475
ACH-000853	-0.0855734043087688	-0.0373222650724374	False	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	False	-0.0691516187520962	6.9762607	-1.1387260707502171	-0.004226965026745069	0.5538541295741124
ACH-000854	-2.37473712012074	-1.0357256321684152	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False		6.6872287			-0.2859981316379764
ACH-000855	0.6993192944316746	0.3050034095041181	False	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma	False	0.0535309515770761	6.1861477	-1.1362929371289805	-0.03886045355012584	0.06861061955882372
ACH-000856	0.5734025124769152	0.2500856514559874	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	-0.1889539898890589	7.2239246	-1.206013504177359	-0.005830526246727382	0.7758905294881226
ACH-000857	0.5736501872007946	0.2501936731219598	False	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	False		5.471724			-0.4010963333691893
ACH-000858	-0.6569094986589675	-0.2865066621527367	False	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	False	-0.1268834835448793	5.3742046	-1.148917462551102	-0.02681281223437367	-0.8096507544371992
ACH-000859	0.1874725857121342	0.0817649080842578	False	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	False	-0.2571612995815139	5.215259	-1.080950328144257	-0.017321947012132022	0.5849365756127752
ACH-000860	-0.0186689749752233	-0.0081423479442501	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.2258692012563462	6.4572363	-1.0677955786588469	-0.015107285971960021	0.7428734213154784
ACH-000861	0.5567313549319913	0.2428146381548108	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	0.0242445235474486	6.930205	-1.1452050234231619	-0.009802547147045992	0.38102042079937765
ACH-000862	-3.260983745592757	-1.4222561405968426	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	-0.0901829058974268	5.815168	-1.1013402368870335	-0.029356506495051865	0.07925621482620561
ACH-000863	0.8766081892604446	0.3823267692634634	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	-0.4785606236282359	5.9642577	-1.0947477309156892	0.018073324434373903	0.01646424112483309
ACH-000864	-1.0941735317868828	-0.4772164309514383	False	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	False	0.0788236590647581	6.1156306	-1.1450677346001943	0.005412049684150937	0.9148075668277001
ACH-000865	0.5972909866206375	0.2605044488775679	False	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma	False	-0.0282947725842041	5.797003	-1.188861260208205	-0.023317037131239268	-0.127793513012718
ACH-000866	0.2867239296335274	0.1250527145768448	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False	-0.2934503782078244	6.050669	-1.153162196944924	-0.01985608718285934	0.8546693570270967
ACH-000867	0.3891635408377579	0.1697310624135913	False	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	False	-0.1250736689557621	5.2997284	-1.1164886645618277	-0.023805832932476716	0.12406665144510488
ACH-000868	-0.972673900043368	-0.42422518327625	False	Lung	Non-Small Cell Lung Cancer	Lung Adenosquamous Carcinoma	False		5.021955			-0.0706894589060797
ACH-000869	0.4949912713145946	0.215887115696448	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.2679666847622149	5.118858	-1.0890156533956787	-0.016165527577019702	0.8180839397476336
ACH-000870	0.1659479976327588	0.0723771036798098	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False		7.0165854			0.9784675693643669
ACH-000871	-0.198378721886177	-0.0865215460664868	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False	0.0984101631042655	6.1804743	-1.1462331121237204	-0.03261156431085915	0.6486892893491876
ACH-000872	0.6032878982496511	0.2631199615738542	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.8381049909602515	4.83168	-1.1013002501016973	-0.03686143652029746	-0.5207768574291776
ACH-000873	-0.0071719323238351	-0.0031279900739478	False	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma	False	-0.0159247626818784	4.7134595	-1.0900796165115194	-0.02416148963871552	-0.2627579476649442
ACH-000874	0.7313614148709028	0.3189783649493965	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False	-0.3643651400243892	3.090828	-1.1173994825236637	0.0016127929410918985	0.06560610548352601
ACH-000875	0.1341864770971392	0.0585245299963226	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		8.709118			0.7932190700106925
ACH-000876	0.1098682916009102	0.0479183168568278	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	-0.2498048172798321	5.097691	-1.098980516780379	-0.0414147078625293	-0.5067023173559377
ACH-000877	-0.0716368739236454	-0.0312439410250867	False	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	False		7.335435			-0.022073764786056858
ACH-000878	-0.6303238504018959	-0.2749115103717839	False	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	False	0.2413582527337941	5.9915786	-0.9771834076572855	-0.039330988454301385	0.844458398892852
ACH-000879	0.4945528470098861	0.2156958998829987	False	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	False	-0.1524821549418763	5.8616104	-1.1033059009989823	0.03161910418727841	0.7639595768260241
ACH-000880	0.5183509214882198	0.2260752700981785	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	False	-0.1410333600470077	5.819211	-1.17904554592578	-0.020419170841760315	0.76261801043793
ACH-000881	0.7015935229832987	0.3059952989997464	False	Skin	Melanoma	Cutaneous Melanoma	False	-0.7789919032202361	6.5953484	-1.1745073709708704	-0.033271456597426856	0.6494128860170376
ACH-000882	0.8021589016260832	0.3498562129032433	False	Skin	Melanoma	Melanoma	False	-0.4949585701547835	6.316991	-1.1484390264616868	-0.01709094463036413	-0.17563307941106243
ACH-000883	0.5991752376204073	0.2613262522853494	False	CNS/Brain	Adult-Type Diffuse Glioma	Astrocytoma, IDH-Mutant, Grade 3	False		6.437927			0.1356085860964796
ACH-000884	0.521841871316394	0.2275978243998816	False	Skin	Melanoma	Melanoma	False	0.2547945831260472	7.545783	-1.1072334392575194	-0.016639078445983873	0.22508253401641587
ACH-000885	0.8490816912217121	0.3703212721745479	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer	False	-0.3883731027123755	8.458833	-1.161517007615405	0.005573258278086424	0.1188788848197182
ACH-000886	0.2889835983817268	0.1260382539120791	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	0.0102734736504901	7.27332	-1.1296723804562272	-0.014547820242261637	0.6420749533379542
ACH-000887	0.6913255452601555	0.3015169895362328	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	0.1017629423656913	5.564204	-1.1325333547917344	-0.01660613325970167	0.46506697855041895
ACH-000888	-0.6106449548350423	-0.2663286923500909	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.0119470396615866	7.8024516	-1.1122816188909717	-0.004801236605738775	-0.23185577549205608
ACH-000889	-1.9997947426662257	-0.8721970345710268	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False	-0.262754700918074	6.813294	-1.1314137314102388	-0.020060142870300578	0.55345121113366
ACH-000890	0.0790206993014901	0.0344643468302145	False	Lung	SMARCA4-deficient undifferentiated tumor	SMARCA4-deficient undifferentiated tumor	False	0.1287234430047886	6.5026884	-1.0450364471208609	-0.031298778480998386	0.8966403057499384
ACH-000891	0.4343166337354616	0.1894242803658402	False	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	False		8.28319			0.3631328677614711
ACH-000892	0.532930957204077	0.232434254669943	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		8.046109			0.03143006593873131
ACH-000893	-0.7401034899762045	-0.3227911622431205	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		10.167494			0.22230208194263806
ACH-000894	0.7500736020334133	0.3271395595986635	False	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	False	0.0982465717973416	7.9405193	-1.1183896127408106	0.0017878756711469023	0.07689006469577515
ACH-000895	0.3991086852717854	0.1740685703081139	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False		6.1771226			0.25638742660476044
ACH-000896	0.8755228979994838	0.3818534267752269	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	-0.2332595756065255	5.5829144	-1.1239084490521662	-0.02046133317168189	0.19620899355193952
ACH-000897	-0.0157532461086603	-0.0068706723983694	True	Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	True		6.3830633			0.6413473631833563
ACH-000898	0.4494732855929072	0.1960347521917959	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Tubular Stomach Adenocarcinoma	False	0.040998330546512	6.7725983	-1.112639186071022	-0.02184858746187938	-0.3653066127425138
ACH-000899	0.8408101475339436	0.3667136939957106	False	Skin	Melanoma	Melanoma	False	0.0482467107926135	7.373361	-1.0815086399774714	0.008725847808521767	0.04998900582137466
ACH-000900	0.6268547280940888	0.2733984759963663	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.3231674880579011	6.504873	-1.1330954518490777	0.014764011603757943	0.49575644113044576
ACH-000901	0.5339983717073294	0.2328998003304709	False	Lung	Non-Small Cell Lung Cancer	Giant Cell Carcinoma of the Lung	False	-0.1073439920809627	6.678269	-1.0426213119730707	-0.005649409802450827	0.5036423197366946
ACH-000902	-1.307952983990872	-0.5704549020236961	False	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	False		4.7422647			0.46397447719934004
ACH-000903	-0.7069123743556218	-0.3083150802729381	True	Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	True	0.0552740528760191	8.219595	-1.1165335613111662	-0.02323671389378544	0.12759984119231105
ACH-000904	-0.2964531228979039	-0.1292960368203286	False	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	False		6.253891			0.9307303154914534
ACH-000905	0.3408349656618343	0.1486528792110071	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	0.0789511096288827	6.142344	-1.1234790490014783	-0.02395858291928111	0.41535664778908565
ACH-000906	0.7396148622527332	0.3225780505460408	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Clear Cell Ovarian Cancer	False	-0.2469804507114955	5.7569003	-1.2488483324506856	-0.01623327619056771	0.06191522711167093
ACH-000907	-0.0035213725876371	-0.0015358229837438	False	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	False	-0.261805434202627	9.438019	-1.0567394842979678	-0.033903362314730096	-0.5950620828754816
ACH-000908	0.725253512380027	0.3163144443347797	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	False		6.4776998			0.018265828453124647
ACH-000909	0.6571851724245069	0.2866268954125221	False	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	False		7.596115			0.7429281420782218
ACH-000910	0.3289890921608903	0.1434863811104811	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	-0.0573340644142399	2.1403794	-1.130943870818763	-0.016388830517820224	0.6256121730456541
ACH-000911	0.2730213165240736	0.1190764119769062	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	False	-0.1474139442380289	6.142963	-1.17148631802562	-0.011181950629711732	0.5687870030014972
ACH-000912	0.5260036394470723	0.2294129515950408	False	Lung	Lung Neuroendocrine Tumor	Small Cell Lung Cancer	False	0.0809306918140489	7.48159	-1.140724130946535	-0.015196942768034937	0.8395833870390927
ACH-000913	0.6385517105742284	0.2785000362790006	False	Uterus	Uterine Sarcoma/Mesenchymal	Endometrial Stromal Sarcoma	False	-0.3168187468262862	6.976959	-1.1622219187720937	-0.0011257338293373502	0.7619717506766603
ACH-000914	-0.8954867477443301	-0.3905605256462147	False	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	False	-0.8728269539794258	7.2615027	-1.1591003773615502	-0.014406657582983066	0.911397775815644
ACH-000915	0.7754907672779605	0.3382250853681428	False	Skin	Melanoma	Cutaneous Melanoma	False	-0.5723631882118644	6.9472103	-1.12752673952617	-0.00919158642542917	0.24317571847752287
ACH-000916	-0.8177780115122151	-0.3566683826898087	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	0.9481677479823516	5.6062617	-1.0390478834232404	-0.013650968380074274	-0.6004112958999083
ACH-000917	-0.6198066917259839	-0.2703245223106925	False	Esophagus/Stomach	Esophageal Squamous Cell Carcinoma	Esophageal Squamous Cell Carcinoma	False	-0.166432241766691	7.0945	-1.1648540818241007	-0.019283543046740653	0.08310692234537762
ACH-000918	-0.1398798695419324	-0.0610076648406403	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False		7.173647			0.5157626676034708
ACH-000919	0.2719174515131889	0.1185949686724915	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	False	-0.1881484763348828	5.3725066	-1.0950583509606364	-0.009707729571815855	0.17229433696505309
ACH-000920	-2.044636796378467	-0.891754594873314	False	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	False	-0.1633374683567676	7.0107126	-1.1012852554531691	-0.016629486423398045	0.2650118286573578
ACH-000921	0.439429326390757	0.1916541469003808	False	Lung	Non-Small Cell Lung Cancer	Lung Squamous Cell Carcinoma	False	-0.4965699263772622	6.0463886	-1.1476988818175806	-0.012892592913342589	0.3560284011342272
ACH-000922	0.3622504949048977	0.1579931183370815	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False	-0.4364363850509045	6.413374	-1.1513593569707572	-0.025900479797148216	0.7875240416600372
ACH-000923	-4.403650782936847	-1.9206226880280148	False	Lymphoid	Mature B-Cell Neoplasms	Primary Effusion Lymphoma	False		6.8541327			0.49184578821780317
ACH-000924	0.7956190603068376	0.3470039050720875	False	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	False	-0.1046179524061085	5.9350023	-1.1469657060825982	-0.016423617093280482	0.4007129842268851
ACH-000925	0.5328955062243615	0.2324187929634384	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		7.1743965			0.26105464399340317
ACH-000926	-0.7444287891866768	-0.3246776124194905	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	-0.0904624850993936	6.5311956	-1.0827357147913677	-0.023032333966319415	-0.13260501806271566
ACH-000927	-0.4869432462542039	-0.2123770236644691	False	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	False		5.2563353			0.08490565045448525
ACH-000928	-0.6577932476978424	-0.2868921033555593	False	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	False	-0.066304502217154	6.137602	-1.1041262308630913	-0.011500087128224703	-0.2481198929185563
ACH-000929	-0.286145807682121	-0.1248005705738234	False	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	False	0.1122616819999056	5.6324253	-1.0767396210748346	-0.035452048057843216	0.1303165055523512
ACH-000930	0.059401201697297	0.025907434830668	False	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	False		8.097642			0.7833781691231205
ACH-000931	0.1342471296742297	0.0585509832101194	False	Skin	Melanoma	Melanoma	False		6.7407656			0.2289883290582942
ACH-000932	0.5863438603125983	0.2557299333239285	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	False	-0.0973643198688896	7.1777186	-1.1473947355827658	-0.007845033266890289	0.6170213786554191
ACH-000933	0.5636761770627046	0.2458435756446431	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False		6.4510164			-0.14515996341958326
ACH-000934	-0.3013737977460624	-0.1314421560790132	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	-0.3715464348389629	5.2748246	-1.0683571407478143	-0.005358055495709791	0.14561248359009696
ACH-000935	0.6049927572888222	0.2638635243838775	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	-0.208534142168384	5.7724085	-1.1013437120284943	-0.021115999199814866	0.3348804911083729
ACH-000936	0.4443293638692203	0.1937912653089953	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Mucinous Ovarian Cancer	False	-0.0735304691420842	8.539744	-1.0875856995663018	-0.005847613784042265	0.019003761875635326
ACH-000937	-1.7558812675858964	-0.7658158119794818	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False	0.037619602828061	7.2735624	-1.1157461322273887	-0.02004001004140352	1.4525584644209937
ACH-000938	0.3120342363858588	0.1360916347332375	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False	-0.0120647324525325	6.6704865	-1.1338764758563693	-0.03310668005212957	0.9702333056079476
ACH-000939	0.2724147836545688	0.1188118767429318	False	Uterus	Uterine Sarcoma/Mesenchymal	Uterine Leiomyosarcoma	False	0.1665802765978904	6.5731306	-1.1482616313432008	-0.012765753318149695	1.023388756914413
ACH-000940	0.6035447019097556	0.2632319647639974	False	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	False		5.969259			0.4836917715978106
ACH-000941	0.5004230100050553	0.2182561320146268	False	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	False	0.3444168867708391	8.342777	-1.0858764335214592	-0.026586066289890204	0.14197178291521834
ACH-000942	-1.4358783382194509	-0.6262486853676086	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False		6.168951			1.2521645868096574
ACH-000943	0.7940962518520072	0.3463397424006966	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	-0.4888201286488816	6.742303	-1.2741169324426618	-0.02376359559765757	-0.14107678651654298
ACH-000944	-0.4338600639958104	-0.1892251505429126	False	Lymphoid	Mature B-Cell Neoplasms	Burkitt Lymphoma	False	-0.221370130004853	6.619642	-1.1412746213802778	-0.009915426621357772	0.6902041587002186
ACH-000945	-0.1659156448463666	-0.0723629932294974	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	0.0191963203884493	6.8506994	-1.0125984314193754	0.010763417289397444	-0.7613797118041634
ACH-000946	0.3716435673483337	0.1620898437438865	False	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	False	0.0546089362841535	8.91081	-1.1206308869982902	-0.005920286113750451	0.4000703196601996
ACH-000947	0.49240455575249	0.2147589370917086	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Endometrioid Ovarian Cancer	False	-0.4667152287680461	5.9514527	-1.188532214516698	-0.022093832575137015	0.42009935170275986
ACH-000948	-0.1440092150781684	-0.0628086511391752	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	False	-0.4132016247049253	6.3440046	-1.1815793370152288	-0.01764643467342645	-0.0716821306977703
ACH-000949	-0.2300546433396211	-0.1003367862856726	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	False		7.770763			-0.22895470506948584
ACH-000950	0.709376786329703	0.3093899169898749	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	-0.4875911688160819	6.446329	-1.131371363030547	-0.014193167439494548	0.35140129421739663
ACH-000951	0.0253904473876646	0.011073872955795	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False		7.438817			0.3029152297208374
ACH-000952	-2.704998177471889	-1.1797667723465906	False	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma	False		6.650726			-0.2242759095026673
ACH-000953	-0.3556225478820424	-0.1551023837955351	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False	-0.116573939720674	6.7100763	-1.0269541514922769	-0.024519652024696314	1.1731939098944248
ACH-000954	0.5485449366167036	0.2392441868349757	False	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	False		8.079298			0.8960669069299976
ACH-000955	0.1795507063094492	0.0783098336329473	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False		5.807605			0.3402169897061251
ACH-000956	-1.1202858120907084	-0.4886051264815202	False	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma	False	-0.5457297904670824	6.323838	-1.0871208526569747	0.01497264584149847	0.6685477762785706
ACH-000957	-0.5585320761036263	-0.2436000105895315	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	0.0890835596669614	6.4343247	-1.129251985549458	-0.023959179775251728	0.13128568492796247
ACH-000958	-0.3847353111895374	-0.1677997198186869	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	-0.2524199057307661	6.824895	-1.1390980462340925	-0.011636852990269307	0.16479309533232883
ACH-000959	-0.0063588048213552	-0.0027733499795122	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	-0.3254352227595024	6.4308224	-1.1556580524046463	-0.02838945420050406	0.4867726299515422
ACH-000960	0.5662966694936381	0.2469864858036771	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False	-0.2619416125066625	6.547021	-1.123341599252741	-0.019966065753170767	1.2145058225666399
ACH-000961	-0.5542492904102422	-0.2417321023978675	False	Uterus	Endometrial Carcinoma	Endometrial Carcinoma	False	0.1464626448501209	6.5818167	-1.1440304535444519	-0.007349667058592464	0.26409676863414216
ACH-000962	0.4930766165903528	0.2150520519086091	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer	False	-0.1433710716065663	9.482132	-1.09651357059188	0.02104589974922243	0.35122516505294826
ACH-000963	0.3412763357681629	0.1488453798160317	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	-0.0958881892875855	5.290288	-1.0746890409209087	-0.02472788373299237	0.7117236591176579
ACH-000964	-0.814611486176132	-0.3552873239495785	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False		6.407237			0.7498457251583244
ACH-000965	0.680261184900222	0.2966913431388966	False	Uterus	Endometrial Carcinoma	Uterine Adenosquamous Carcinoma	False	-0.1903628306283124	6.734317	-1.1991126112423578	-0.00531265661404602	0.5587523011542334
