ModelID	lineage_silenced_score	DM1_like_score	is_thyroid_model	cancer_type	OncotreePrimaryDisease	OncotreeSubtype	strict_thyroid_model	glutamine_expression_module	glutamine_dependency_module	oxphos_expression_module	oxphos_dependency_module	glycolysis_expression_module	glycolysis_dependency_module
ACH-000012	0.5139044560072393	0.2241359740673954	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	0.4173339883329421	-0.03740617937463548	-0.008996330460422159	0.19875656074982476	1.3597439543431333	0.24064587448338104
ACH-000013	-0.9637288114985472	-0.420323843035518	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	False	-0.10729925112030116	-0.3233375600815377	-0.04583507832819691	0.1516457908112121	-0.07413196123193587	-0.4088615771191898
ACH-000014	0.6089338597596092	0.2655824097347701	False	Skin	Melanoma	Melanoma	False	-0.40762747492310747	-0.2036769212699293	0.041293963502895534	0.38504907195406546	0.1643077309517514	0.147350017308326
ACH-000015	0.6300773657702313	0.2748040077565313	False	Lung	Non-Small Cell Lung Cancer	Large Cell Lung Carcinoma	False	0.04986731188083238	0.23330108706039018	1.0489262976815477	0.7536757297408012	0.613275301545351	-0.25003765457697763
ACH-000016	-0.7075424032976371	-0.3085898631609994	False	Kidney	Renal Cell Carcinoma	Renal Clear Cell Carcinoma	False	-0.489122537275474		-0.618004804945564		0.5308674454315043	
ACH-000017	-2.832298475020761	-1.2352879414212246	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	0.15638906111592737	-0.3166829936180408	0.40055000978582084	-0.61740091210587	0.5257392207298464	-0.03987458840798815
ACH-000018	0.4628885053311986	0.2018857101047347	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	0.30189034373676704	0.1721420313856598	0.13410330633339013	-0.8158895914336732	1.495136081518911	0.18107363452974928
ACH-000019	0.4442191801695875	0.1937432094290455	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	0.2331148881582571	0.7679537260937368	0.3427777219671246	1.4232223715723706	0.13945151674137266	-0.19149556492475378
ACH-000020	0.6501949565716943	0.2835781597559287	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False	0.10845769527606633		-0.1084610231427253		-0.20449609339758298	
ACH-000021	0.4745721110310911	0.2069814361945818	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.7662753117006784	-0.03419363111044511	-0.8051456929494174	-0.4537822118039941	-0.9519684332480354	-0.2391659785973137
ACH-000022	0.7850631539208489	0.3424000174577048	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.4759165522502652	-0.023629163040515655	0.33068337505017686	-0.31208609781058616	-0.8581113430040306	0.06060330015939175
ACH-000023	0.8374200640339077	0.3652351318650105	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	0.5431497450149123	-0.04849928233333731	0.6832676547660598	0.34335519093313005	0.23876240865860612	0.8215779917505729
ACH-000024	0.1587206180442374	0.0692249306540806	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False	0.6065690157186737	-0.0230338266183389	0.7971001363488341	-0.32014954594704886	-0.7098183433201584	0.9250211433424647
ACH-000025	0.6453346660181422	0.2814583767014388	False	CNS/Brain	Meningothelial Tumor	Meningioma	False	0.07391690172077557	0.12732966844282684	0.20852935725247151	0.0519136001501523	0.8550025600236475	0.24661072024320368
ACH-000026	0.3283788635363104	0.1432202339977733	False	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	Bladder Urothelial Carcinoma	False	0.22025082538806579	-0.24282814809469436	0.46996719955061544	-0.19258530773266483	0.5455904895571378	-0.2231311910997676
ACH-000027	-2.02517520289784	-0.8832665516958433	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	0.11371629779928716		0.7677396077210968		-0.21015864466195075	
ACH-000028	0.1582301191441663	0.0690110028559047	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	-0.2727368268143658	0.05320200634615043	0.3385249822366085	1.0029844271654913	-0.045908659762165134	0.02034543897322378
ACH-000029	-0.4597334881779114	-0.200509670581074	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	0.2639811430427692	-0.12469480664408981	-0.08237224825110122	0.7900568973541358	-0.2366750918949635	-0.18623916491436693
ACH-000030	0.5654169317855073	0.2466027941157947	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	0.022097649026757635	0.07359291450863517	-0.5148669544466772	0.30270243714772244	0.5768423143664131	-0.12760995539065098
ACH-000031	-2.729077866933998	-1.190268967043953	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.39393346012132113		-1.0269510980653789		-0.33673246098450615	
ACH-000032	0.3536526668608052	0.1542432334294879	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False	-0.031593060990823624		0.1274456838676593		-0.40065344868559016	
ACH-000033	-0.6374559866068146	-0.2780221436359724	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.25527571438879615		-0.08870091363434043		0.5945659804549401	
ACH-000034	0.7166447735656554	0.3125598007680701	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	-0.3551951949322421		-0.6937637193980919		0.32595391784393174	
ACH-000035	0.2497328450578106	0.1089193016899347	False	Lung	Non-Small Cell Lung Cancer	Non-Small Cell Lung Cancer	False	0.5089667844321258	0.09130566503983754	0.23301224455980116	-0.7045977437968404	0.6918369960089882	0.5385281886126871
ACH-000036	0.7154315494989751	0.3120306612465721	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	-0.2530394734260524	0.22433460555916185	-0.2427850761293505	-1.208704364444018	1.1699424431467835	0.469533289597572
ACH-000037	0.2812171944187628	0.1226509890287108	True	Soft Tissue	Sarcoma, NOS	Sarcoma, NOS	False	0.06924859346624138	-0.2154822034947575	-0.5554643357787936	-0.6798787635634942	1.7470403736474818	0.7566447259265661
ACH-000038	-1.1867694994683038	-0.5176015398338101	False	Lymphoid	Non-Cancerous	Transformed cell line, B lymphoblast	False	-0.450543999608786		0.2934056038337024		-0.5526284666326768	
ACH-000039	-1.2588912251702422	-0.5490569457028687	False	Bone	Ewing Sarcoma	Ewing Sarcoma	False	-0.8624949545277397	0.5005749766443545	-0.07138575633423014	-0.2727809132434806	-0.09070753089087247	0.6881806688725394
ACH-000040	0.3715079297381368	0.1620306863119431	False	CNS/Brain	Adult-Type Diffuse Glioma	Astrocytoma, IDH-Mutant	False	-0.2889001814632083	-0.16161092006081745	0.19998146374075051	-1.234376225836104	0.6571339287447265	0.28671710544138884
ACH-000041	-1.6268016281039757	-0.7095185948813273	False	Bone	Ewing Sarcoma	Ewing Sarcoma	False	-0.3087466826078082	-0.16891163540453807	0.363020257845012	-0.44124561222105385	-0.08391616936397862	-0.23268065403656235
ACH-000042	0.3942255945463035	0.1719388431118976	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.6538283584223379	-0.04749674122401146	-1.547739211265452	-1.2738712592093786	-0.21072192343173074	0.42670094128028924
ACH-000043	0.8319462282589043	0.3628477551863812	False	Fibroblast	Non-Cancerous	Fibroblast, Skin	False	-0.8041447458205467		-0.3619951863305894		0.11541803504424403	
ACH-000044	-0.5178462593718883	-0.2258551651084346	False	Breast	Invasive Breast Carcinoma	Breast Invasive Lobular Carcinoma	False	-0.19751646482428653		-0.038714024659081546		-1.3541917502742902	
ACH-000045	0.3967134529338769	0.1730239058244743	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	-0.476980799609638	0.9035949493684599	0.30297955335072696	1.265833857009993	0.09602451462614375	-0.9424942147843617
ACH-000046	0.7951082752535824	0.3467811296045621	False	Kidney	Renal Cell Carcinoma	Papillary Renal Cell Carcinoma	False	0.628113402027108		0.5997665676011861		0.592672852199107	
ACH-000048	0.437173187985967	0.1906701473006938	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Endometrioid Ovarian Cancer	False	-0.2573738640323772	-0.003007686054979244	0.5203663315589623	1.5812904638376042	-0.45227464268460643	-0.23650445533828204
ACH-000049	0.3605112673138422	0.1572345659141762	False	Kidney	Non-Cancerous	Immortalized Embyonic Kidney Cells	False	-0.029536910532265377		-0.1259116402599913		0.5126563194049841	
ACH-000050	-2.6767842105222166	-1.1674614403132737	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False	-0.6296298974641487		0.00039942746869502945		-0.990656848052309	
ACH-000051	0.361443222131584	0.1576410317434168	False	Soft Tissue	Rhabdomyosarcoma	Rhabdomyosarcoma	False	-0.7589621890887586		0.21106969761870592		-1.0985299509343671	
ACH-000052	-1.2073975679622515	-0.526598333247399	False	Bone	Ewing Sarcoma	Ewing Sarcoma	False	0.18171027026257291	-0.3547543254569891	0.5199601340969443	-0.4781650819597642	0.013177345727028836	0.7390069591016898
ACH-000053	-0.6077436442601017	-0.2650633052451829	False	Lymphoid	Mature T and NK Neoplasms	Anaplastic Large-Cell Lymphoma ALK Positive	False	0.6599969599353539	0.9929362043292603	-0.39512235375765525	-0.13165501934883211	-0.026071863287207116	-0.7439907577786071
ACH-000054	0.0152239625322486	0.0066398289243146	False	Soft Tissue	Fibrosarcoma	Fibrosarcoma	False	0.12586008553873823	0.1678222726096436	0.3624246626863651	0.9854043415572405	1.25454958768977	0.18531183444361826
ACH-000055	-0.5622047746586432	-0.2452018333767482	False	CNS/Brain	Embryonal Tumor	Medulloblastoma, NOS	False	-0.04469767255450884	-0.565074191220263	-0.3186364309448126	-0.48748313251136377	-0.36694673003922024	0.4332252899168382
ACH-000056	0.3810079512656515	0.1661740568428668	False	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	False	-0.5648542439252963		-0.38287664106005537		-0.761484832418167	
ACH-000057	0.2030655585399985	0.0885656783685508	False	Lymphoid	Mature B-Cell Neoplasms	Plasma Cell Myeloma	False	0.9504366247985522		0.37991092420875705		1.007663329241505	
ACH-000058	-13.798929418415597	-6.01831031066259	True	Thyroid	Well-Differentiated Thyroid Cancer	Follicular Thyroid Cancer	True	0.358038128874781		0.4122603458915918		0.9984660640409191	
ACH-000059	0.2469246534519114	0.1076945277974366	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False	0.13857890695767042		0.17421108506522473		-0.20407481079234863	
ACH-000060	0.223196195106821	0.0973455201908174	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.4201086153416082	0.33360977602132214	0.14898256665315135	-0.3706272513765727	0.2861289822521114	0.648271070820197
ACH-000061	-1.2801454332407434	-0.5583268256839167	False	Lymphoid	Non-Hodgkin Lymphoma	Mature T and NK Neoplasms	False	-0.036361882148963756		0.5659860369521741		0.19676662670675413	
ACH-000062	-0.2081166524245004	-0.0907686790132714	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.10631481915608082		0.3780857702704127		0.46887564240266083	
ACH-000063	0.5081006848933728	0.221604698308517	False	Fibroblast	Non-Cancerous	Fibroblast, Lymphoid	False	-0.0401112127223276		-0.4229553187183067		0.4163097468127173	
ACH-000064	-0.4673092000619206	-0.2038137663960214	False	Lung	Non-Cancerous	Immortalized Lung Cells	False	0.6306118568351778		-0.556202146516755		-0.8689846181182214	
ACH-000065	0.2762361751832414	0.1204785509711075	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	-0.07920038111570103		0.3196803140556604		0.112369374444832	
ACH-000066	0.0348925810512814	0.015218164680682	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	0.26653539460845005		-0.08738765424151416		0.8323119817077277	
ACH-000067	0.3337087069328645	0.1455448093684459	False	CNS/Brain	Adult-Type Diffuse Glioma	Adult-Type Diffuse Glioma	False	-0.2977665086996998	-0.11326191736118124	0.15054425789940437	-0.6550098023510402	0.4895428610766439	-0.500169305195853
ACH-000068	-1.3834191920529213	-0.6033689813928033	False	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	False	0.18679645816370474		0.11742716885975928		-0.2886426386729861	
ACH-000069	0.1992205531138531	0.0868887050977229	False	Lymphoid	Hodgkin Lymphoma	Hodgkin Lymphoma	False	-0.20977868112192347		0.46235463659635956		-0.1285417069216925	
ACH-000070	0.6178635821883648	0.2694770481472698	False	Lymphoid	B-Cell Acute Lymphoblastic Leukemia	B-Cell Acute Lymphoblastic Leukemia	False	-0.06191137839951473	-0.28298345271155734	0.4471118944878939	0.6941812084926235	-0.2180417825242106	0.5466954617710879
ACH-000071	0.490843204228335	0.2140779641197148	False	Fibroblast	Non-Cancerous	Fibroblast, Bone	False	0.29520746902369266		-0.543550286325963		0.5404711060492747	
ACH-000072	0.1804747134694403	0.0787128331446833	False	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	False	-0.10769791739403092		-0.47032381188194317		-0.4610487773881046	
ACH-000073	-0.2648212011278338	-0.1154999867672844	False	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	False	0.40760840196475256		-0.4904500821741122		-0.7510989837616477	
ACH-000074	-0.3285510355746058	-0.1432953256749508	False	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	False	-0.20058305369084367	0.016619480333942355	-0.06239363051985841	1.5863562978318835	-0.6748270408912824	0.24337513992641588
ACH-000075	0.4098025030267004	0.1787326070390258	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	0.12291077630983957	-0.3663811693403759	0.4054205684188221	-0.7547269916948642	1.6166733305910652	-0.24792791617066876
ACH-000076	0.0189517389591665	0.0082656735551324	False	Myeloid	Myeloproliferative Neoplasms	Chronic Myeloid Leukemia, BCR-ABL1+	False	0.6402070472428151	0.7795504674515507	-0.28491909341278066	0.7201715450203516	-0.8642055640858987	0.4815291478532094
ACH-000077	0.2011680637910805	0.0877380987886016	False	Lymphoid	Non-Hodgkin Lymphoma	Mature T and NK Neoplasms	False	0.29779400624536195	0.12557355280475077	0.8031645633632551	-0.1816570066293294	0.35733108363825045	-0.455200852296052
ACH-000078	0.820190490100492	0.3577205690096187	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False	-0.6638478134202046	-0.30629627846535346	0.019960023280956515	0.505720461626016	-0.94112327199174	-0.2118873063770976
ACH-000079	0.7078618635167322	0.3087291935881744	False	Fibroblast	Non-Cancerous	Fibroblast, Soft Tissue	False	0.18344791767704902		-0.830895778290641		-0.32399485893407776	
ACH-000080	0.4957207100628432	0.216205255503274	False	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	False	-0.41499585473378886		0.44197062967879697		0.11373000966907784	
ACH-000081	0.5800699773874782	0.2529936214586218	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	-0.5831964034326873		-0.6617404673878448		-0.41626642466759006	
ACH-000082	-1.1285988657196446	-0.4922308089421718	False	Bone	Osteosarcoma	Osteosarcoma	False	0.11183897380192455	-0.16059880408474556	0.33980746121705435	-0.6281155190440999	0.5503452036904892	-0.6694094558004468
ACH-000083	0.7090595533118399	0.3092515579415461	False	Fibroblast	Non-Cancerous	Fibroblast, Breast	False	-0.051643397779726104		-0.3270889690253985		0.5036574992186869	
ACH-000084	-1.2097604125741102	-0.5276288720420292	False	Myeloid	Acute Myeloid Leukemia	AML with Myelodysplasia-Related Changes	False	-0.4380738847169002		-0.5295273798268729		-0.18653770036525283	
ACH-000085	-0.3084151836825288	-0.1345132092236314	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	0.3233416794014872	0.2662381049723531	0.006063909784879163	-0.1968590944755665	0.05422767235212986	0.006149028969503963
ACH-000086	0.6993769443181727	0.3050285531145968	False	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Epithelioid Type	False	-1.185015469653069	-0.19480129537656796	-0.48449307176116785	0.2710621184295602	-0.44982099432540845	0.27074274309616736
ACH-000087	-1.38425335802718	-0.6037327972752866	False	Bone	Ewing Sarcoma	Ewing Sarcoma	False	-0.041660228277299996	-0.10955475890743933	0.4402356511957651	0.853950596234274	0.16044038320529086	1.0113392290469787
ACH-000088	-0.3970120872287771	-0.1731541531648019	False	Fibroblast	Non-Cancerous	Fibroblast, Urinary Tract	False	-0.8467575952252763		-0.1726077109328996		-0.18401228218591464	
ACH-000089	-0.5838930042809093	-0.2546610089401441	False	Bowel	Colorectal Adenocarcinoma	Colon Adenocarcinoma	False	0.5618475975734225		1.011580105099104		-0.20960739062745018	
ACH-000090	0.634320854982381	0.2766547770520523	False	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma	False	-0.897639566242952	-0.3522121779977842	-0.4942038846798368	-0.5691550336854906	0.17630510380502085	-0.2567733366783922
ACH-000091	-0.481265594647256	-0.2099007540807692	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Serous Ovarian Cancer	False	0.31489165108444905		-0.3351060621644171		0.1794910027288199	
ACH-000092	0.3153229788692172	0.1375259976607191	False	Pleura	Pleural Mesothelioma	Pleural Mesothelioma, Biphasic Type	False	0.30537336375606516	-0.01202168654649191	0.025858768315906323	-0.5771923431799787	0.810554267848445	-0.9688252460395541
ACH-000093	-0.8096538761226871	-0.3531250956493835	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.09474270301123314	-0.1752479950323686	-0.10660946860835344	-0.9611355012810622	0.566410543022418	-0.4106314795408832
ACH-000094	0.0821984627296935	0.0358503069887816	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.13910503318651662	-0.06587601763215642	-0.22037889001708746	0.18508566191127535	0.1505492710494031	-0.8290700544873446
ACH-000095	0.033939866440498	0.0148026446072519	False	CNS/Brain	Embryonal Tumor	Medulloblastoma, Group 3	False	0.26018574170388375	-0.09643697385081557	-0.18952461420633512	-0.17909156340072233	-0.3806763745850534	0.8096588594909655
ACH-000096	-0.5888986713409634	-0.2568441969807368	False	Kidney	Rhabdoid Cancer	Rhabdoid Cancer	False	0.35096041079604456	-0.13268929816158093	0.6929898643861592	0.16203705196566068	-0.046488312333978495	0.0026901917247840437
ACH-000097	-1.7178222428854957	-0.7492166241857896	False	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	False	-0.37158631132225656	0.2451268433866926	0.23776910399238854	0.15433764698427782	-0.4370180072807873	-0.509581324919692
ACH-000098	0.6267911676038118	0.2733707545157799	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	0.10318639556388565	-0.23538985724205036	0.22554450377163965	-0.25529617383737585	0.6473361926711796	-0.1455707219477079
ACH-000099	0.5118980805280776	0.2232609068888369	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False	-0.43087232445588974	-0.3084809969141172	0.3042774804447267	0.8124631117825206	-0.3512473296577042	0.49149087120962004
ACH-000100	0.6944725055920389	0.3028895151313956	False	Soft Tissue	Rhabdomyosarcoma	Alveolar Rhabdomyosarcoma	False	-0.8502544441145278	-0.42749277960712906	-0.37602088913073006	0.4093879784108629	-0.7133429221572309	0.4473605635207217
ACH-000101	-1.1765314152115425	-0.5131362682047177	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False	0.6119847152697754	0.27626072801585594	0.24267609128859968	0.6109086217292881	0.06374226658545798	0.4894227978810892
ACH-000102	0.3549318327870845	0.1548011330497948	False	CNS/Brain	Adult-Type Diffuse Glioma	Glioblastoma, IDH-Wildtype	False	-0.5319562198230662		-0.3439038950147492		0.21427295414458059	
ACH-000103	-0.7979276263127383	-0.3480107706175852	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	False	-0.44953010517178693	-0.08807700741950014	0.43515633477118143	0.3519575865235134	-0.7195037189237475	-0.8032205004062632
ACH-000104	-0.1648335523432637	-0.0718910458579989	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False	-0.553906890802649		0.6090378676338426		0.936493511487084	
ACH-000105	-0.5696924439282828	-0.248467529997253	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False	-0.26149263563789427		0.15301418655356		-0.1496283733078857	
ACH-000106	0.6310027508650526	0.275207608245281	False	Lymphoid	Mature B-Cell Neoplasms	Mantle Cell Lymphoma	False	0.12343146410852383	-0.4828766573749916	0.3420048950970444	-0.10024888258591542	-0.21919306737124467	0.2324729207210726
ACH-000107	0.0966486672948038	0.0421526665768613	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.021280889847490922		-0.14251039390960904		0.02823009579641695	
ACH-000108	0.5733341245100717	0.2500558245039464	False	Pancreas	Adenosquamous Carcinoma of the Pancreas	Adenosquamous Carcinoma of the Pancreas	False	0.49818198702413097	0.3463816678936187	0.09958069783944816	-0.9189499283210596	0.4329506317318303	0.09593196709993394
ACH-000109	0.4212872831123041	0.183741616673689	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	0.18129388567293114		-0.48043113907699064		0.5083239668051011	
ACH-000110	-0.0533444064853791	-0.0232658043122302	False	Esophagus/Stomach	Esophagogastric Adenocarcinoma	Stomach Adenocarcinoma	False	-0.3435261922910587		-0.4924646172607514		-0.9062006078648631	
ACH-000111	0.0063482373478071	0.0027687410469577	False	Breast	Invasive Breast Carcinoma	Breast Invasive Ductal Carcinoma	False	-0.14425151139194137	-0.17838263956854647	-0.1950980750802598	1.0563267295207681	-0.40471875126089724	0.7426011141422761
ACH-000112	0.3036054873245414	0.1324154924874474	False	Myeloid	Acute Myeloid Leukemia	Acute Monoblastic/Monocytic Leukemia	False	-0.6481968430410379		0.8541591789760851		0.498321577769816	
ACH-000113	0.6443224002993799	0.281016883812561	False	Myeloid	Acute Myeloid Leukemia	Acute Myeloid Leukemia	False	-0.4173781469310635	0.49394068654021933	0.3558737933838492	1.9158854535663514	-0.44891684346255367	1.0577248488894748
ACH-000114	-0.6930164904552187	-0.3022544839166761	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	0.367514058319467	0.26240302536002064	-1.0870650946581595	-1.5433239910826537	-0.43379781723401045	-0.27199291551071725
ACH-000115	-0.0943863066349963	-0.0411659531824739	False	Prostate	Prostate Adenocarcinoma	Prostate Adenocarcinoma	False	-0.218291404939301	-0.15777518019180092	0.18123285910614634	-1.0973122910678417	-0.9524710160062302	-0.7907596516640676
ACH-000116	-0.6458300109549505	-0.2816744180659631	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	High-Grade Serous Ovarian Cancer	False	0.027442082561840227	-0.39238288475520317	0.24807443773163848	0.23145895405670242	0.09803895071915457	-0.09592561761092229
ACH-000117	-0.940671490625307	-0.4102675475259197	False	Breast	Invasive Breast Carcinoma	Invasive Breast Carcinoma	False	0.3266237451406344		-0.03490670175029853		-0.4396848035734708	
ACH-000118	0.2630072746167013	0.1147088549125071	False	Pancreas	Pancreatic Adenocarcinoma	Pancreatic Adenocarcinoma	False	-0.6379475883514131	0.1700962463369442	-0.3516992240307607	1.07135971787697	-0.21183361292847563	-0.0251513583021826
ACH-000119	0.343746339662403	0.1499226554113574	False	Fibroblast	Non-Cancerous	Fibroblast, Bone	False	-0.07859192683595642		-0.24161422135347962		0.36589399218053775	
ACH-000120	0.4784506934700777	0.2086730538538588	False	Peripheral Nervous System	Neuroblastoma	Neuroblastoma	False	-0.10326649272405031	-0.4684037269734717	-0.048940058848493694	-0.41039747249083824	-0.2539062552586454	-0.9028327989881824
ACH-000121	0.3876521912484437	0.1690718974493698	False	Lung	Non-Small Cell Lung Cancer	Lung Adenocarcinoma	False	-0.05715067685121244		0.17652396221315808		0.46451480325838873	
ACH-000122	0.4828287313376359	0.2105825056410121	False	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma	T-Cell Acute Lymphoblastic Leukemia	False	-0.16366021873840017		0.6522794869950752		0.6432321299682359	
ACH-000123	-1.6455266541195674	-0.717685389110064	False	Ovary/Fallopian Tube	Ovarian Epithelial Tumor	Small Cell Carcinoma of the Ovary	False	-0.4067973857737536	-0.27883901056509647	0.3031099289628497	1.1131964845525724	-0.49210640385356036	0.3609983321960994
ACH-000124	-0.0538818079453131	-0.0235001883466155	False	Lymphoid	Mature B-Cell Neoplasms	Diffuse Large B-Cell Lymphoma, NOS	False	-0.08708028907901552	0.7077591354106484	-0.2571016123719311	0.9415467845910388	1.2801972625619458	0.9839936800897789
ACH-000125	0.272627639619423	0.1189047124412041	False	Fibroblast	Non-Cancerous	Fibroblast, Lymphoid	False	0.09066298676731849		-0.5627155370309281		0.1115720977412151	
ACH-000126	0.4174246512091704	0.1820569557334062	False	CNS/Brain	Diffuse Glioma	Glioma, NOS	False	-0.2959247253378487		-0.16649731432108245		0.042212140618333754	
