model	pilot	n	n_pos	n_neg	auprc	auroc	positive_score_mean	decoy_score_mean	positive_rank_mean	decoy_rank_mean
pMTnet	positive_vs_same_pmhc_shuffled_tcr_decoy	355	190	165	0.7485998604750481	0.7166666666666666	0.6973499999999998	0.4607757575757575	0.30265	0.5392242424242425
