gene	pseudobulk_count	log1p_cpm	n_feature_rows	external_dataset	sample	gsm	label	patient	compartment	tissue_site
CXCL9	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
EPCAM	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
FCER1A	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
FCGR3A	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
FOXE1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
GZMB	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-A	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-B	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-C	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DMA	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DMB	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DOA	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DOB	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DPA1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DPB1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DQA1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DQA2	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DQB1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DQB2	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DRA	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DRB1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DRB3	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DRB4	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-DRB5	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-E	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-F	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
HLA-G	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
IFNG	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
IGHG1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
IGHG2	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
IGKC	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
IRF1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
ITGAX	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
JCHAIN	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
KRT18	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
KRT8	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
LAMP3	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
LST1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
LTB	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
LTBR	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
LYZ	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
MIF	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
MS4A1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
MZB1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
NKX2-1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
NLRC5	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
POU2AF1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
PRF1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
PSMB10	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
PSMB8	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
PSMB9	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
RFX5	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
SLC5A5	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
STAT1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
TAP1	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
TAP2	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
TAPBP	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
TG	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
TPO	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
TSHR	0.0		0	GSE184362	GSM5585124_PTC11_SC	GSM5585124	PTC11_SC	PTC11	Metastasis	Subcutaneous
AICDA	12.0	0.2169935711381353	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
B2M	375055.0	8.932623720754885	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
C1QA	6463.0	4.879145190093622	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
C1QB	7263.0	4.995006693179017	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CCL19	698.0	2.714422126546957	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CCL21	154.0	1.413418197939738	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CCR7	794.0	2.8352449825667625	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD19	51.0	0.7080005658546386	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD1C	48.0	0.6777007265703322	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD22	117.0	1.2127671576574244	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD27	332.0	2.0418217743749203	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD38	142.0	1.352645544169699	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD3D	846.0	2.89506606288466	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD3E	703.0	2.7210886578983198	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD3G	480.0	2.369630900653176	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD4	1136.0	3.1755988296673188	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD68	1419.0	3.389672748616749	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD74	55829.0	7.028599031887146	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD79A	292.0	1.9310641291549782	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD79B	1009.0	3.0622888365378036	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD8A	281.0	1.8983248637359114	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CD8B	179.0	1.5292787261915142	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CIITA	686.0	2.6982387542158555	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CLEC10A	157.0	1.4280513204813914	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CXCL10	4922.0	4.609144245219076	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CXCL11	659.0	2.6608392059730055	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CXCL13	416.0	2.2408145061832148	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
CXCL9	7844.0	5.071460935419845	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
EPCAM	4154.0	4.441340812916631	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
FCER1A	40.0	0.5921034735155277	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
FCGR3A	1502.0	3.444652826108185	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
FOXE1	1028.0	3.080079268069577	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
GZMB	509.0	2.422950588932398	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-A	119364.0	7.78801142958768	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-B	102355.0	7.634349851684474	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-C	93413.0	7.542979497876185	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DMA	4348.0	4.4864593100322505	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DMB	2164.0	3.8000021244754	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DOA	729.0	2.755055853645254	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DOB	166.0	1.470708177344483	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DPA1	21615.0	6.081094826074182	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DPB1	20268.0	6.016902488578677	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DQA1	7599.0	5.039930922660645	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DQA2	393.0	2.1901448838132764	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DQB1	9825.0	5.29537651851948	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DQB2	100.0	1.1050805335757536	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DRA	36345.0	6.599837177881445	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DRB1	38712.0	6.662846969317017	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DRB3	0.0		0	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DRB4	0.0		0	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-DRB5	14112.0	5.655947304929004	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-E	62627.0	7.143405882899353	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-F	10432.0	5.3550325347760435	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
HLA-G	16.0	0.2799886692780931	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
IFNG	663.0	2.666468916351787	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
IGHG1	13719.0	5.627803700697705	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
IGHG2	2205.0	3.818355222271478	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
IGKC	80353.0	7.392464513063766	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
IRF1	31623.0	6.460868383790704	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
ITGAX	471.0	2.352488211477525	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
JCHAIN	2455.0	3.9235153202011306	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
KRT18	7383.0	5.0112837167667506	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
KRT8	7269.0	4.995826867544731	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
LAMP3	170.0	1.4890979782310012	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
LST1	846.0	2.89506606288466	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
LTB	1394.0	3.3725022093764387	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
LTBR	2747.0	4.033794091182437	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
LYZ	2860.0	4.0734064510180135	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
MIF	5760.0	4.764916626130323	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
MS4A1	321.0	2.012565769217623	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
MZB1	401.0	2.2080617740414605	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
NKX2-1	2892.0	4.084344793919343	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
NLRC5	1182.0	3.2136665745540616	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
POU2AF1	59.0	0.7845798070201542	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
PRF1	203.0	1.6291462772301557	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
PSMB10	1212.0	3.2377347774664376	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
PSMB8	8652.0	5.1689165122625935	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
PSMB9	6338.0	4.85976479263518	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
RFX5	585.0	2.550529397089103	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
SLC5A5	2.0	0.03959502054422346	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
STAT1	9274.0	5.2379590443417205	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
TAP1	3351.0	4.229346792201692	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
TAP2	2365.0	3.88691870062631	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
TAPBP	7128.0	4.976372659935111	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
TG	12502.0	5.535260633467013	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
TPO	266.0	1.8518794757878998	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
TSHR	2271.0	3.8472094559977386	1	GSE191288	GSM5743021_T1L	GSM5743021	T1L	T1	Tumor	Tumor
AICDA	5.0	0.10291986690115748	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
B2M	392964.0	9.050249403646204	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
C1QA	17604.0	5.947156859679437	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
C1QB	17296.0	5.929552506392735	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CCL19	1449.0	3.4786234183743314	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CCL21	213.0	1.7259668561553942	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CCR7	2892.0	4.154185435686538	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD19	86.0	1.0524023592432812	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD1C	110.0	1.2193116269568747	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD22	304.0	2.0269471599099376	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD27	1268.0	3.3495845890345723	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD38	634.0	2.6909344166662823	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD3D	2679.0	4.078928094514033	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD3E	2216.0	3.8927183848963747	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD3G	1414.0	3.4549356412358083	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD4	1886.0	3.735034133142292	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD68	3751.0	4.4106580635253945	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD74	88950.0	7.565006852654291	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD79A	2040.0	3.811722002147783	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD79B	660.0	2.728450122099898	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD8A	832.0	2.9464469762288212	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CD8B	390.0	2.246586185723405	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CIITA	880.0	2.999667276158735	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CLEC10A	291.0	1.9891106374125287	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CXCL10	5783.0	4.83928082408911	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CXCL11	526.0	2.518015133478199	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CXCL13	2570.0	4.038108001449537	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
CXCL9	6719.0	4.988194674830471	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
EPCAM	9649.0	5.348037146321968	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
FCER1A	33.0	0.5396795559961549	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
FCGR3A	3880.0	4.444066801989358	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
FOXE1	1835.0	3.7082836928102885	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
GZMB	1356.0	3.4144025176222637	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-A	111877.0	7.794226276363898	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-B	92432.0	7.603386153530757	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-C	82860.0	7.494122966278208	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DMA	6952.0	5.022056195098093	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DMB	3880.0	4.444066801989358	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DOA	1235.0	3.324152129765042	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DOB	258.0	1.8860954513855464	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DPA1	35887.0	6.658073584609236	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DPB1	34172.0	6.609169486145519	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DQA1	19527.0	6.050571449577675	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DQA2	1331.0	3.3964115590437634	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DQB1	18925.0	6.019332083046147	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DQB2	283.0	1.9650944276968132	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DRA	79806.0	7.456590509078818	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DRB1	65544.0	7.259839171715773	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DRB3	0.0		0	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DRB4	0.0		0	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-DRB5	18652.0	6.004837247655147	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-E	37538.0	6.702995767168467	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-F	7698.0	5.123348439234706	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
HLA-G	427.0	2.3280170249901575	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
IFNG	1503.0	3.514103873287839	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
IGHG1	299912.0	8.780056909825856	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
IGHG2	21743.0	6.1578249931647635	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
IGKC	1684117.0	10.505438087684636	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
IRF1	22490.0	6.191533579261025	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
ITGAX	1229.0	3.3194577422690252	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
JCHAIN	21528.0	6.147908680704893	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
KRT18	18798.0	6.012615190693131	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
KRT8	14838.0	5.7767091961734405	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
LAMP3	246.0	1.8458383568306689	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
LST1	2057.0	3.8198380603932733	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
LTB	4474.0	4.584953537337171	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
LTBR	1589.0	3.568132893606312	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
LYZ	17583.0	5.945966357996947	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
MIF	5922.0	4.8628467310294665	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
MS4A1	861.0	2.978938304568546	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
MZB1	4947.0	4.68447586865414	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
NKX2-1	3219.0	4.259711881506073	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
NLRC5	1013.0	3.1338565225840354	1	GSE191288	GSM5743022_T1R	GSM5743022	T1R	T1	Tumor	Tumor
