generation	best_fitness	mean_fitness	fitness	mean_ap	mean_auc	mean_top10	mean_top5	min_ap	std_ap	entropy
0	0.900807618134267	0.8839598549024856	0.900807618134267	0.914006061436762	0.9579207217798945	0.8800000000000001	0.96	0.7916670763703482	0.07320469127398345	0.11634323320906616
1	0.9021447414416239	0.8901353873500785	0.9021447414416239	0.9205891753950386	0.9569972916316255	0.8800000000000001	0.96	0.7849176954821973	0.08404587934530565	0.1472791450448583
2	0.9039384210946417	0.89208778346434	0.9039384210946417	0.9205069043116811	0.9569806370163525	0.8800000000000001	0.96	0.7847741757449355	0.08413658490093291	0.08526867195609227
3	0.9047166780299469	0.8933436419238454	0.9047166780299469	0.9205730765823736	0.9569772356558083	0.8800000000000001	0.96	0.7848443572047098	0.08406912439120738	0.06086929798801289
4	0.9064093098118011	0.8949109947740836	0.9064093098118011	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	0.003258410859269872
5	0.9064093098118011	0.8968981433664844	0.9064093098118011	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	0.003258410859269872
6	0.9064093098118011	0.8987992714247681	0.9064093098118011	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	0.003258410859269872
7	0.9064093098118011	0.9022178280771114	0.9064093098118011	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	0.003258410859269872
8	0.9064591675721002	0.9050153245911936	0.9064591675721002	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	0.0015964855159695931
9	0.9064810558255609	0.9058517115660841	0.9064810558255609	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	0.0008668770672768615
10	0.9064980930698681	0.9060150217765409	0.9064980930698681	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	0.00029896892370831284
11	0.9065027361522391	0.9061466902572206	0.9065027361522391	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	0.0001441995113378408
12	0.9065038469377001	0.9062953650264858	0.9065038469377001	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	0.0001071733293041203
13	0.9065049763878253	0.9062177343309641	0.9065049763878253	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	6.952499179710159e-05
14	0.9065063943346992	0.9063699633740157	0.9065063943346992	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	2.2260096003061346e-05
15	0.906506862922317	0.9064027808661518	0.906506862922317	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	6.640508741403577e-06
16	0.9065069296240773	0.9062478720150612	0.9065069296240773	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	4.417116731730074e-06
17	0.9065069711250334	0.9063477317424766	0.9065069711250334	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	3.033751528348984e-06
18	0.9065070581091089	0.9063429632018826	0.9065070581091089	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	1.3428234472811822e-07
19	0.9065070581091089	0.9064203844370524	0.9065070581091089	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	1.3428234472811822e-07
20	0.906507058952197	0.9062815460616068	0.906507058952197	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	1.061794091041697e-07
21	0.9065070617197953	0.9063968533377004	0.9065070617197953	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	1.392613068165411e-08
22	0.9065070617197953	0.9063055100035378	0.9065070617197953	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	1.392613068165411e-08
23	0.9065070620213707	0.9063968944331549	0.9065070620213707	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	3.873620884961272e-09
24	0.906507062035112	0.9063080623380394	0.906507062035112	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	3.4155763216520634e-09
25	0.906507062045277	0.9063009537117018	0.906507062045277	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	3.0767440794834727e-09
26	0.9065070621262985	0.906308063280639	0.9065070621262985	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	3.7602444426280104e-10
27	0.9065070621288891	0.9063177088759925	0.9065070621288891	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	2.896715755830006e-10
28	0.9065070621288891	0.906367967627037	0.9065070621288891	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	2.896715755830006e-10
29	0.9065070621312394	0.9064040090872496	0.9065070621312394	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	2.1132857046185014e-10
30	0.9065070621351708	0.9063679678208881	0.9065070621351708	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	8.02807882644265e-11
