generation	best_fitness	mean_fitness	fitness	mean_ap	mean_auc	mean_top10	mean_top5	min_ap	std_ap	entropy
31	0.9065070621356476	0.9063298890907452	0.9065070621356476	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	6.439096865685367e-11
32	0.906507062135716	0.9063415707589926	0.906507062135716	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	6.211067103667873e-11
33	0.906507062135716	0.9063776121348983	0.906507062135716	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	6.211067103667873e-11
34	0.9065070621360474	0.9063177092586303	0.9065070621360474	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.106106153604055e-11
35	0.9065070621360504	0.9062984207802351	0.9065070621360504	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0963009187583156e-11
36	0.9065070621360523	0.9063080650220046	0.9065070621360523	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0901324000607385e-11
37	0.9065070621360523	0.9063537506220388	0.9065070621360523	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0901324000607385e-11
38	0.9065070621360657	0.906308065022807	0.9065070621360657	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.045228904723231e-11
39	0.9065070621360698	0.9062984207818433	0.9065070621360698	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0315806385626266e-11
40	0.9065070621360698	0.9063441063834038	0.9065070621360698	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0315806385626266e-11
41	0.9065070621360699	0.9064304063801714	0.9065070621360699	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0310174281384564e-11
42	0.90650706213607	0.9063537506242921	0.90650706213607	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0308442223975854e-11
43	0.9065070621360702	0.9063608592622829	0.9065070621360702	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0302171062433405e-11
44	0.9065070621360702	0.906351215021467	0.9065070621360702	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0302171062433405e-11
45	0.9065070621360702	0.9063248179019723	0.9065070621360702	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0302171062433405e-11
46	0.9065070621360702	0.9063415707807497	0.9065070621360702	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0302171062433405e-11
47	0.9065070621360702	0.9063369977455251	0.9065070621360702	0.9204975672839405	0.9569636670689559	0.8800000000000001	0.96	0.7849399421445155	0.08410288286765957	5.0302171062433405e-11
