gene	cohen_d	abs_d	rank	in_TIERA67	in_8gene	in_top5000_MAD
HMGN2P9	0.1288854543822693	0.1288854543822693	33571	False	False	False
Z82198.3	0.1288853439671112	0.1288853439671112	33572	False	False	False
MIR6839	-0.1288795174652399	0.1288795174652399	33573	False	False	False
LINC01681	-0.1288774604583358	0.1288774604583358	33574	False	False	False
GXYLT1P2	-0.12887473161948437	0.12887473161948437	33575	False	False	False
AL807761.3	-0.12886188554029862	0.12886188554029862	33576	False	False	False
GTF3C6P2	0.1288532356888451	0.1288532356888451	33577	False	False	False
MIR6731	-0.1288516104076502	0.1288516104076502	33578	False	False	False
AL135999.2	-0.12884550464758535	0.12884550464758535	33579	False	False	False
AC103563.4	-0.12884081825765561	0.12884081825765561	33580	False	False	False
PANX3	0.1288126544591218	0.1288126544591218	33581	False	False	False
AF064858.3	-0.12881022931164354	0.12881022931164354	33582	False	False	False
AC093732.1	-0.12879924195602846	0.12879924195602846	33583	False	False	False
AIMP1	-0.12878471123890442	0.12878471123890442	33584	False	False	False
AC063944.1	0.1287810771168703	0.1287810771168703	33585	False	False	False
GATA1	-0.12877970611032138	0.12877970611032138	33586	False	False	False
P2RX2	-0.12877623152958834	0.12877623152958834	33587	False	False	False
TOE1	-0.12876973829480942	0.12876973829480942	33588	False	False	False
NEMF	-0.12874971644469982	0.12874971644469982	33589	False	False	False
MIR320C2	0.12874426462234398	0.12874426462234398	33590	False	False	False
LINC02359	-0.12872630893904047	0.12872630893904047	33591	False	False	False
NIPA2P4	-0.1287260176859663	0.1287260176859663	33592	False	False	False
AC002116.2	-0.12870478281047568	0.12870478281047568	33593	False	False	False
YBX1P10	0.12869082560863093	0.12869082560863093	33594	False	False	False
CYP1A1	0.128681499664903	0.128681499664903	33595	False	False	False
MIR6719	0.12867750332192562	0.12867750332192562	33596	False	False	False
RN7SKP3	0.12867733814879062	0.12867733814879062	33597	False	False	False
AL160272.1	-0.12867069191756295	0.12867069191756295	33598	False	False	False
CALCB	-0.12866342427884855	0.12866342427884855	33599	False	False	True
AL354989.1	0.12865669299229862	0.12865669299229862	33600	False	False	False
AL390038.1	-0.12864554698951788	0.12864554698951788	33601	False	False	False
RAE1	0.1286160169386683	0.1286160169386683	33602	False	False	False
AC006369.2	0.12860056152934776	0.12860056152934776	33603	False	False	False
AL159152.1	-0.12859346684995782	0.12859346684995782	33604	False	False	False
HMGN2P21	0.12859102213112195	0.12859102213112195	33605	False	False	False
SLCO1B3	-0.12859008412141776	0.12859008412141776	33606	False	False	False
MPRIPP1	0.1285865306431587	0.1285865306431587	33607	False	False	False
AC018742.1	-0.12857746303811765	0.12857746303811765	33608	False	False	False
EFHC1	0.1285772842749276	0.1285772842749276	33609	False	False	True
AC007342.5	0.12857212341517948	0.12857212341517948	33610	False	False	False
LINC02800	-0.1285668441055178	0.1285668441055178	33611	False	False	False
TNFRSF14-AS1	0.12854482314620777	0.12854482314620777	33612	False	False	True
AC020917.2	0.12854420718755344	0.12854420718755344	33613	False	False	False
RNU6-1278P	-0.12853977359334215	0.12853977359334215	33614	False	False	False
MIR548AQ	0.12852167912937426	0.12852167912937426	33615	False	False	False
RPP21	-0.12851844416662167	0.12851844416662167	33616	False	False	False
NUP210	0.1285155787316068	0.1285155787316068	33617	False	False	False
ZNF415P1	-0.12849567307565243	0.12849567307565243	33618	False	False	False
RPL7AP65	-0.12849464255134957	0.12849464255134957	33619	False	False	False
BX284668.5	0.12845776864093505	0.12845776864093505	33620	False	False	False
MIR5739	0.1284512285536238	0.1284512285536238	33621	False	False	False
ZBTB20-AS3	0.12843689819190504	0.12843689819190504	33622	False	False	False
PPP1R2C	-0.12843391500576642	0.12843391500576642	33623	False	False	False
AL591767.2	-0.1284329190910997	0.1284329190910997	33624	False	False	False
AL353740.1	0.12843008443505974	0.12843008443505974	33625	False	False	False
BRD7	-0.128422321191003	0.128422321191003	33626	False	False	False
LINC02468	0.1284216258201035	0.1284216258201035	33627	False	False	False
MAP1B	0.12841892903924337	0.12841892903924337	33628	False	False	True
AL590483.2	-0.12841710210991278	0.12841710210991278	33629	False	False	False
NMD3P2	0.12838800651532437	0.12838800651532437	33630	False	False	False
AC109597.1	0.12838671907579027	0.12838671907579027	33631	False	False	False
LINC01389	-0.12837079536706456	0.12837079536706456	33632	False	False	False
AC025287.4	-0.1283671884573809	0.1283671884573809	33633	False	False	False
AL590422.1	-0.1283594949138201	0.1283594949138201	33634	False	False	False
AP003072.5	0.128355804844885	0.128355804844885	33635	False	False	False
RPL30P6	0.1283556574810915	0.1283556574810915	33636	False	False	False
HOXA2	-0.12835394635966688	0.12835394635966688	33637	False	False	False
PRR13P4	-0.12834701398371537	0.12834701398371537	33638	False	False	False
MTATP6P4	0.1283458779122862	0.1283458779122862	33639	False	False	False
AC139718.1	0.12832423303060128	0.12832423303060128	33640	False	False	False
TPM3P1	0.12830672903190718	0.12830672903190718	33641	False	False	False
SNORD1B	0.12830608568518162	0.12830608568518162	33642	False	False	False
AL355032.1	-0.12829668568044367	0.12829668568044367	33643	False	False	False
MTCYBP33	0.12829556440027173	0.12829556440027173	33644	False	False	False
AC091230.1	0.12828655461337105	0.12828655461337105	33645	False	False	False
AL512649.1	0.12827100407406453	0.12827100407406453	33646	False	False	False
AC010301.1	0.12825177003315716	0.12825177003315716	33647	False	False	False
AC011461.1	-0.12821108934587633	0.12821108934587633	33648	False	False	False
LINC01355	-0.12820515001326974	0.12820515001326974	33649	False	False	True
AC024028.1	-0.12817696486482313	0.12817696486482313	33650	False	False	False
DNAJC19P7	0.12817137167831535	0.12817137167831535	33651	False	False	False
AL109829.1	-0.12814237582299443	0.12814237582299443	33652	False	False	False
SUPT20HL2	-0.12814004683772828	0.12814004683772828	33653	False	False	False
TEX101	0.12813429319239106	0.12813429319239106	33654	False	False	False
IGHV1OR16-2	-0.12813036432289784	0.12813036432289784	33655	False	False	False
AC044913.2	-0.1281111716822209	0.1281111716822209	33656	False	False	False
AC005086.3	0.12810737883199388	0.12810737883199388	33657	False	False	False
RBBP4P3	-0.12810146847923745	0.12810146847923745	33658	False	False	False
AC026956.1	0.12808580043675338	0.12808580043675338	33659	False	False	False
H2AZ1	-0.1280857035128929	0.1280857035128929	33660	False	False	False
CPHL1P	0.1280466585299462	0.1280466585299462	33661	False	False	False
AFF2-IT1	-0.1280410572065197	0.1280410572065197	33662	False	False	False
MIR4771-2	-0.12802716590095697	0.12802716590095697	33663	False	False	False
RNU1-148P	0.12801839746614993	0.12801839746614993	33664	False	False	False
LINGO1-AS1	0.1280046542858823	0.1280046542858823	33665	False	False	False
RNA5SP115	-0.12798511764986756	0.12798511764986756	33666	False	False	False
HEATR3	0.1279835647754822	0.1279835647754822	33667	False	False	False
PSMB3P1	-0.12798257852217898	0.12798257852217898	33668	False	False	False
AC022382.1	0.12798057112387934	0.12798057112387934	33669	False	False	False
AC073359.2	-0.12796410799089303	0.12796410799089303	33670	False	False	False
AC141586.5	0.12795547724854708	0.12795547724854708	33671	False	False	False
CU104787.1	-0.12795219736732016	0.12795219736732016	33672	False	False	False
SNRPCP19	0.12795078686763683	0.12795078686763683	33673	False	False	False
AC007551.2	0.12795039843492206	0.12795039843492206	33674	False	False	False
MYOG	-0.12793558810451056	0.12793558810451056	33675	False	False	False
AL137798.1	0.12793093025916338	0.12793093025916338	33676	False	False	False
SEC22B2P	0.12792045953873427	0.12792045953873427	33677	False	False	False
ADGRG1	0.12791434321993653	0.12791434321993653	33678	False	False	False
AC094085.1	-0.12788281886598865	0.12788281886598865	33679	False	False	False
MIR4772	-0.12788157339426862	0.12788157339426862	33680	False	False	False
FAM30C	-0.1278785811141444	0.1278785811141444	33681	False	False	False
AC009139.2	-0.1278688814278793	0.1278688814278793	33682	False	False	False
MTCO1P43	0.12786853474218052	0.12786853474218052	33683	False	False	False
BX119321.1	-0.1278653652309552	0.1278653652309552	33684	False	False	False
AC021733.2	-0.12786323092743399	0.12786323092743399	33685	False	False	False
AL355097.1	-0.12786217870490663	0.12786217870490663	33686	False	False	False
SLC25A3P3	-0.1278585681055835	0.1278585681055835	33687	False	False	False
LINC01476	-0.12785564120652956	0.12785564120652956	33688	False	False	False
ACTR3B	-0.1278514955909625	0.1278514955909625	33689	False	False	False
AC131281.1	-0.12784632998244708	0.12784632998244708	33690	False	False	False
AC012668.2	-0.12783824465912663	0.12783824465912663	33691	False	False	False
AL162726.1	0.12783130463451117	0.12783130463451117	33692	False	False	False
AL034397.1	-0.1278286115272171	0.1278286115272171	33693	False	False	False
AC073346.1	0.1278077281532228	0.1278077281532228	33694	False	False	False
S100A11P9	-0.1278071302864586	0.1278071302864586	33695	False	False	False
NBPF17P	-0.12780369905877415	0.12780369905877415	33696	False	False	False
BX248415.1	0.12779781730885184	0.12779781730885184	33697	False	False	False
AC090948.2	0.1277927800713944	0.1277927800713944	33698	False	False	False
AC103724.2	-0.12778538594252375	0.12778538594252375	33699	False	False	False
AC010683.1	0.1277816358173796	0.1277816358173796	33700	False	False	False
TVP23CP2	-0.12778161849668107	0.12778161849668107	33701	False	False	False
RNU6-301P	-0.1277748801795896	0.1277748801795896	33702	False	False	False
AC023866.2	0.12777108118509403	0.12777108118509403	33703	False	False	False
ZNF461	0.1277650174553405	0.1277650174553405	33704	False	False	False
NUBP1	-0.1277536011078216	0.1277536011078216	33705	False	False	False
MTND4LP19	0.1277442321453941	0.1277442321453941	33706	False	False	False
AC098862.1	-0.12773627412909724	0.12773627412909724	33707	False	False	False
IMPDH1P11	-0.12773498561192023	0.12773498561192023	33708	False	False	False
RNU1-42P	0.12772924228696517	0.12772924228696517	33709	False	False	False
MRPL35P3	-0.12772027852299145	0.12772027852299145	33710	False	False	False
AL592431.2	-0.12771938909775038	0.12771938909775038	33711	False	False	False
AL606534.1	0.12771638923590495	0.12771638923590495	33712	False	False	False
MXRA7	0.1277143456996305	0.1277143456996305	33713	False	False	True
AP003969.2	-0.12770738666405923	0.12770738666405923	33714	False	False	False
AC022467.1	0.12769878163458334	0.12769878163458334	33715	False	False	False
AL356489.3	0.12769543518063128	0.12769543518063128	33716	False	False	False
AL645937.4	-0.12768647814193904	0.12768647814193904	33717	False	False	False
MIR8083	0.12767830504134522	0.12767830504134522	33718	False	False	False
LINC00052	-0.12767702061750694	0.12767702061750694	33719	False	False	False
NAIP	0.12766357815370913	0.12766357815370913	33720	False	False	False
RN7SL390P	0.12765765577824864	0.12765765577824864	33721	False	False	False
ZNRF2P1	0.12765263273823543	0.12765263273823543	33722	False	False	False
POMP	-0.12763362364413533	0.12763362364413533	33723	False	False	False
PGS1	0.12763053283438533	0.12763053283438533	33724	False	False	False
AC022447.3	0.12761471734150412	0.12761471734150412	33725	False	False	False
RBM17P2	-0.12760453268947958	0.12760453268947958	33726	False	False	False
CRP	-0.1276042488451927	0.1276042488451927	33727	False	False	False
NEUROD6	-0.1276013298115053	0.1276013298115053	33728	False	False	False
RNU6-95P	-0.12758640143902555	0.12758640143902555	33729	False	False	False
POLHP1	0.12758473293272424	0.12758473293272424	33730	False	False	False
AL161447.1	0.12757940031706816	0.12757940031706816	33731	False	False	False
CICP14	0.12757892337699242	0.12757892337699242	33732	False	False	True
AC012676.1	-0.12757370131792173	0.12757370131792173	33733	False	False	False
TMEM107	-0.12753696358028976	0.12753696358028976	33734	False	False	False
LINC02096	0.1275324355586782	0.1275324355586782	33735	False	False	False
MAGEA1	0.1275322915758679	0.1275322915758679	33736	False	False	False
LALBA	-0.12749281664365153	0.12749281664365153	33737	False	False	False
AL731769.1	0.1274875548137602	0.1274875548137602	33738	False	False	False
AL136379.1	-0.12747605071400275	0.12747605071400275	33739	False	False	False
AC243829.1	-0.12746803557078432	0.12746803557078432	33740	False	False	False
RPL38P3	0.127461637452168	0.127461637452168	33741	False	False	False
AC116003.1	0.12746015377566797	0.12746015377566797	33742	False	False	False
PPP1R16A	0.12742997491746183	0.12742997491746183	33743	False	False	False
PPIAP11	0.12741581958441106	0.12741581958441106	33744	False	False	False
RNU6-1256P	0.12740706321782028	0.12740706321782028	33745	False	False	False
PPP1R35	0.12740528660517134	0.12740528660517134	33746	False	False	False
SMR3A	0.12739541329621445	0.12739541329621445	33747	False	False	False
AC003688.2	0.12738665898253976	0.12738665898253976	33748	False	False	False
RSU1P2	0.12738542402484287	0.12738542402484287	33749	False	False	False
AP005019.1	0.12736942933008524	0.12736942933008524	33750	False	False	False
AC236972.2	0.12736891717701054	0.12736891717701054	33751	False	False	False
EMC6	0.12736502486582077	0.12736502486582077	33752	False	False	False
AL078612.2	-0.12735683127397318	0.12735683127397318	33753	False	False	False
PRSS58	0.12735317287562373	0.12735317287562373	33754	False	False	False
AC110801.1	0.12735078531653757	0.12735078531653757	33755	False	False	False
AC008751.1	0.12734997358620145	0.12734997358620145	33756	False	False	False
AL078622.1	-0.12734942088095338	0.12734942088095338	33757	False	False	False
RNU2-68P	0.12733430495215764	0.12733430495215764	33758	False	False	False
HTATSF1P1	-0.1273209315978465	0.1273209315978465	33759	False	False	False
NAT1	0.12731231190559356	0.12731231190559356	33760	False	False	False
ZNF232	-0.1273011892029059	0.1273011892029059	33761	False	False	False
LINC02282	-0.12729123310007198	0.12729123310007198	33762	False	False	False
GPR132	0.12728995785710057	0.12728995785710057	33763	False	False	True
PRXL2CP1	0.12728896945458706	0.12728896945458706	33764	False	False	False
IGKV3-31	-0.12728769031480625	0.12728769031480625	33765	False	False	False
RN7SL551P	-0.1272863943521315	0.1272863943521315	33766	False	False	False
AL583829.1	0.12728237409421983	0.12728237409421983	33767	False	False	False
AL391863.1	-0.127262173126196	0.127262173126196	33768	False	False	False
TMEM252	-0.12725834584783216	0.12725834584783216	33769	False	False	False
ABRA	-0.1272580225348045	0.1272580225348045	33770	False	False	False
IL9RP2	0.12723579409301164	0.12723579409301164	33771	False	False	False
G3BP1P1	0.12723364034605592	0.12723364034605592	33772	False	False	False
RN7SL445P	0.12723239197469444	0.12723239197469444	33773	False	False	False
ZNF806	0.12721092803924397	0.12721092803924397	33774	False	False	False
AC009948.3	0.12720469789031713	0.12720469789031713	33775	False	False	False
AL136298.2	0.12717202861437038	0.12717202861437038	33776	False	False	False
AL049637.1	-0.1271454393663581	0.1271454393663581	33777	False	False	False
AC027176.2	0.12714332531197373	0.12714332531197373	33778	False	False	False
RNU6-898P	0.12713874728197863	0.12713874728197863	33779	False	False	False
ZNF200	-0.12713392957775013	0.12713392957775013	33780	False	False	False
AC099521.3	-0.12712050143143863	0.12712050143143863	33781	False	False	False
AL031665.1	-0.1270871153168149	0.1270871153168149	33782	False	False	False
SNX18P7	0.12707702558943662	0.12707702558943662	33783	False	False	False
AL033381.2	0.127072183633583	0.127072183633583	33784	False	False	False
HTR5BP	0.12705154373413857	0.12705154373413857	33785	False	False	False
AC093639.3	0.1270481430544302	0.1270481430544302	33786	False	False	False
AL589678.1	0.12704456277108758	0.12704456277108758	33787	False	False	False
POM121C	-0.12703650915493842	0.12703650915493842	33788	False	False	False
PAQR3	-0.12703649640927067	0.12703649640927067	33789	False	False	False
BX005040.1	-0.12703099981846674	0.12703099981846674	33790	False	False	False
AP004247.2	0.1270250769096128	0.1270250769096128	33791	False	False	False
AC093831.1	0.1270129559559052	0.1270129559559052	33792	False	False	False
MIR548N	-0.12701112054389455	0.12701112054389455	33793	False	False	False
AC090772.2	-0.12700523869490207	0.12700523869490207	33794	False	False	False
AL450003.1	-0.12699496127218843	0.12699496127218843	33795	False	False	False
AC022493.2	-0.1269841007696589	0.1269841007696589	33796	False	False	False
LINC02199	-0.12697694085133618	0.12697694085133618	33797	False	False	False
AC005674.1	-0.1269755946066592	0.1269755946066592	33798	False	False	True
GDA	0.12697518054396184	0.12697518054396184	33799	False	False	False
TNFRSF14	-0.1269718218870704	0.1269718218870704	33800	False	False	True
AL138878.2	0.1269699216970787	0.1269699216970787	33801	False	False	False
RNU6-950P	0.12696263862709115	0.12696263862709115	33802	False	False	False
AC000081.1	0.12694310685183854	0.12694310685183854	33803	False	False	False
B3GAT1-DT	0.12693667001130318	0.12693667001130318	33804	False	False	True
PARP4P3	0.12693060211961762	0.12693060211961762	33805	False	False	False
ZFAND6	0.12692358458749867	0.12692358458749867	33806	False	False	False
ZNF733P	-0.1269195316153037	0.1269195316153037	33807	False	False	False
AC025287.5	-0.1268981395031986	0.1268981395031986	33808	False	False	False
H4C7	-0.12689234506134067	0.12689234506134067	33809	False	False	False
SNORD39	-0.1268750168048341	0.1268750168048341	33810	False	False	False
AL589994.1	-0.12687302142824655	0.12687302142824655	33811	False	False	False
AC236972.3	-0.12687152219257306	0.12687152219257306	33812	False	False	False
MTND4LP10	0.126867501057665	0.126867501057665	33813	False	False	False
OR7H2P	0.1268673362071046	0.1268673362071046	33814	False	False	False
AL627223.1	0.12686626250393507	0.12686626250393507	33815	False	False	False
AC002044.1	0.1268566675004636	0.1268566675004636	33816	False	False	False
LINC02141	0.12683455430089452	0.12683455430089452	33817	False	False	False
AC019183.1	-0.12683355803874669	0.12683355803874669	33818	False	False	False
ACTL7B	-0.12682624214355928	0.12682624214355928	33819	False	False	False
AL078459.1	0.1268246068058709	0.1268246068058709	33820	False	False	False
AC135803.1	0.12682286837673584	0.12682286837673584	33821	False	False	False
DHFRP6	0.12681916473124658	0.12681916473124658	33822	False	False	False
CUL4A	0.12681400845301374	0.12681400845301374	33823	False	False	False
HPS1	-0.12678314277467656	0.12678314277467656	33824	False	False	False
ZNF554	0.12678184358071456	0.12678184358071456	33825	False	False	False
DOLK	-0.12678160696539886	0.12678160696539886	33826	False	False	False
CYB561A3	-0.1267431250145904	0.1267431250145904	33827	False	False	False
GSTA11P	0.12671901242129638	0.12671901242129638	33828	False	False	False
GH1	0.126715572109837	0.126715572109837	33829	False	False	False
AL356095.1	0.12669589945385626	0.12669589945385626	33830	False	False	False
ARL2BPP4	-0.12669238370855915	0.12669238370855915	33831	False	False	False
AC022447.4	0.1266661403546271	0.1266661403546271	33832	False	False	False
AC141424.1	0.12665033135816864	0.12665033135816864	33833	False	False	False
CR2	-0.12664010044344443	0.12664010044344443	33834	False	False	False
AC025259.2	-0.12662997886778188	0.12662997886778188	33835	False	False	False
ESRRAP1	0.12662887209214208	0.12662887209214208	33836	False	False	False
AC241377.1	0.12662841366409866	0.12662841366409866	33837	False	False	False
KLF14	-0.12661603578845643	0.12661603578845643	33838	False	False	False
MIR2467	0.12661314106288954	0.12661314106288954	33839	False	False	False
AC010967.1	-0.12661227026393973	0.12661227026393973	33840	False	False	False
RPS29P5	0.1266106791576998	0.1266106791576998	33841	False	False	False
ABHD17AP8	0.12659574226578083	0.12659574226578083	33842	False	False	False
AC008679.1	0.1265948279162758	0.1265948279162758	33843	False	False	False
AC023813.2	-0.1265865855707611	0.1265865855707611	33844	False	False	False
Z98259.1	0.12658498365682364	0.12658498365682364	33845	False	False	False
H3P38	0.12657860162196324	0.12657860162196324	33846	False	False	False
SLC17A7	-0.12657700097870542	0.12657700097870542	33847	False	False	False
AC008608.1	-0.1265739850656985	0.1265739850656985	33848	False	False	False
AC093849.2	-0.12657161458809899	0.12657161458809899	33849	False	False	False
PHBP9	-0.12656396131317207	0.12656396131317207	33850	False	False	False
RN7SKP60	-0.1265631041695571	0.1265631041695571	33851	False	False	False
BX323014.1	-0.12655855692349277	0.12655855692349277	33852	False	False	False
RN7SL338P	0.12651054890011149	0.12651054890011149	33853	False	False	False
CTRB1	0.12650375565596678	0.12650375565596678	33854	False	False	False
USP9YP3	0.12649394171069403	0.12649394171069403	33855	False	False	False
TAS2R19	0.12649000530393037	0.12649000530393037	33856	False	False	False
AC100858.1	0.12648395070532445	0.12648395070532445	33857	False	False	False
MIR7853	0.12647649729679428	0.12647649729679428	33858	False	False	False
LINC01435	-0.1264734034837931	0.1264734034837931	33859	False	False	False
AC010761.2	0.1264660598833755	0.1264660598833755	33860	False	False	False
RPL6P27	0.12646545905758536	0.12646545905758536	33861	False	False	True
AL109838.1	-0.1264564008030836	0.1264564008030836	33862	False	False	False
WDR35	-0.12643306637979743	0.12643306637979743	33863	False	False	False
OR7A1P	-0.12643281048005237	0.12643281048005237	33864	False	False	False
AC012485.3	0.12642899541176023	0.12642899541176023	33865	False	False	False
SFTA1P	-0.12642600005950602	0.12642600005950602	33866	False	False	False
AL354861.2	-0.12641129366325143	0.12641129366325143	33867	False	False	False
DPPA3	0.12640822521905082	0.12640822521905082	33868	False	False	False
RPS11P5	-0.12639835549734624	0.12639835549734624	33869	False	False	False
BCAR1P2	0.12639659063764153	0.12639659063764153	33870	False	False	False
SPDYE17	0.12639557542408644	0.12639557542408644	33871	False	False	False
CPNE2	-0.12639214611809688	0.12639214611809688	33872	False	False	False
AC233964.1	-0.12639008823059605	0.12639008823059605	33873	False	False	False
TMEM108	-0.1263875011024062	0.1263875011024062	33874	False	False	True
MTDHP3	0.12638251298969047	0.12638251298969047	33875	False	False	False
AC005828.1	-0.1263557082669926	0.1263557082669926	33876	False	False	False
AC024884.1	0.12634324196895508	0.12634324196895508	33877	False	False	False
AC080129.1	-0.1263344685256379	0.1263344685256379	33878	False	False	False
MIR548Q	0.12631555183468066	0.12631555183468066	33879	False	False	False
DNAH2	-0.12630193246272156	0.12630193246272156	33880	False	False	False
AK3	0.1262961757527203	0.1262961757527203	33881	False	False	False
ZNF479	0.12629541768194297	0.12629541768194297	33882	False	False	False
AL035416.1	0.12628462157263184	0.12628462157263184	33883	False	False	False
WASHC3P1	0.12628266813832079	0.12628266813832079	33884	False	False	False
LINC02557	0.1262823352418889	0.1262823352418889	33885	False	False	False
ULK2	0.12627425331056008	0.12627425331056008	33886	False	False	False
AL391560.1	0.12627073103154363	0.12627073103154363	33887	False	False	False
PYCARD-AS1	-0.12626742183595893	0.12626742183595893	33888	False	False	False
LINC01904	0.12626307169023618	0.12626307169023618	33889	False	False	False
LINC01785	0.12626299690872836	0.12626299690872836	33890	False	False	False
AL445430.1	0.12625071774083607	0.12625071774083607	33891	False	False	False
AC139792.3	-0.12624814253582714	0.12624814253582714	33892	False	False	False
AP000343.1	0.12623856464506153	0.12623856464506153	33893	False	False	False
RNA5SP467	0.1262338889763691	0.1262338889763691	33894	False	False	False
TRGJ1	-0.1262092265888874	0.1262092265888874	33895	False	False	False
STSP1	0.1262063567949508	0.1262063567949508	33896	False	False	False
MIR3691	0.1262035636788304	0.1262035636788304	33897	False	False	False
AC074052.1	0.12619769335845687	0.12619769335845687	33898	False	False	False
AL445209.1	-0.12618657514573164	0.12618657514573164	33899	False	False	False
AC099537.1	0.12617353228195602	0.12617353228195602	33900	False	False	False
AC003989.2	-0.12617238994254454	0.12617238994254454	33901	False	False	False
AC068759.1	0.12616377206396695	0.12616377206396695	33902	False	False	False
LINC01189	-0.12615997072047333	0.12615997072047333	33903	False	False	False
GTSF1L	-0.12615540901515593	0.12615540901515593	33904	False	False	False
AC010245.2	0.12613723130730353	0.12613723130730353	33905	False	False	False
LINC00373	-0.1261334445755802	0.1261334445755802	33906	False	False	False
AC010618.1	0.1261242725716276	0.1261242725716276	33907	False	False	False
AC023200.1	-0.1261142297403704	0.1261142297403704	33908	False	False	False
OR13D1	0.12611109400507797	0.12611109400507797	33909	False	False	False
AC026254.1	0.12608389753808444	0.12608389753808444	33910	False	False	False
LINC01154	0.12605994908488147	0.12605994908488147	33911	False	False	False
RPS12P20	-0.12605821375744086	0.12605821375744086	33912	False	False	False
AL137789.1	-0.12604466740143322	0.12604466740143322	33913	False	False	False
EPB41L5	0.12604424851441592	0.12604424851441592	33914	False	False	False
RN7SL250P	0.12604385591961903	0.12604385591961903	33915	False	False	False
AC025277.1	0.12604117007521976	0.12604117007521976	33916	False	False	False
AC073314.1	0.12603560391448765	0.12603560391448765	33917	False	False	False
HSPD1P12	0.12602871532614976	0.12602871532614976	33918	False	False	False
RN7SL670P	0.12601611373274227	0.12601611373274227	33919	False	False	False
ZMYM4	0.12601479494182438	0.12601479494182438	33920	False	False	False
AC025674.2	0.12601226500706691	0.12601226500706691	33921	False	False	False
BTF3L4P2	-0.12601159745965002	0.12601159745965002	33922	False	False	False
OOSP3	0.1259951905373047	0.1259951905373047	33923	False	False	False
AC010181.1	0.12598556106351805	0.12598556106351805	33924	False	False	False
AC090617.2	0.12598202850219672	0.12598202850219672	33925	False	False	False
FNDC3CP	0.12597713614615044	0.12597713614615044	33926	False	False	False
AC012645.4	0.1259681432169736	0.1259681432169736	33927	False	False	False
PSMA2P2	0.1259680306977375	0.1259680306977375	33928	False	False	False
TNNI3	-0.12593121736520738	0.12593121736520738	33929	False	False	False
RNU6-536P	0.12592444861048677	0.12592444861048677	33930	False	False	False
TMEM60	0.12589825875076885	0.12589825875076885	33931	False	False	False
UBE2Q2P1	-0.12589338334918504	0.12589338334918504	33932	False	False	False
AL355802.3	0.12588810128563238	0.12588810128563238	33933	False	False	False
CCDC26	0.125886963509127	0.125886963509127	33934	False	False	False
TAAR4P	0.12586922933449374	0.12586922933449374	33935	False	False	False
MIR4472-2	0.12586788633470525	0.12586788633470525	33936	False	False	False
RN7SKP263	0.12585938481552475	0.12585938481552475	33937	False	False	False
AL159169.2	-0.12585020987503004	0.12585020987503004	33938	False	False	False
RNU6-836P	0.12582291800519887	0.12582291800519887	33939	False	False	False
RNY1P12	-0.125820615251355	0.125820615251355	33940	False	False	False
ANKRD1	-0.12579314176327153	0.12579314176327153	33941	False	False	False
AC096743.2	-0.12577983623362313	0.12577983623362313	33942	False	False	False
AC009965.2	-0.12576192888078108	0.12576192888078108	33943	False	False	False
AADACL3	-0.12569579459354188	0.12569579459354188	33944	False	False	False
CICP11	0.12569477228767312	0.12569477228767312	33945	False	False	False
ZBED6	0.1256790104804142	0.1256790104804142	33946	False	False	False
AC116666.1	-0.12566838457530208	0.12566838457530208	33947	False	False	False
SPA17P1	0.12566689820603483	0.12566689820603483	33948	False	False	False
RPL7AP69	0.1256546665633198	0.1256546665633198	33949	False	False	False
MIR554	0.12564117859175256	0.12564117859175256	33950	False	False	False
MRPS31P5	0.12563987170427535	0.12563987170427535	33951	False	False	False
ZNF695	-0.12563382342404544	0.12563382342404544	33952	False	False	False
TMCO5B	-0.12561122900148192	0.12561122900148192	33953	False	False	False
AC013442.1	0.1256049381007764	0.1256049381007764	33954	False	False	False
PRKCG	-0.12559702963635871	0.12559702963635871	33955	False	False	False
AC241377.3	-0.12559420104678218	0.12559420104678218	33956	False	False	False
STX2	0.125592824532658	0.125592824532658	33957	False	False	False
LINC01842	0.12558477352082928	0.12558477352082928	33958	False	False	False
RPL30P16	-0.12556760171567355	0.12556760171567355	33959	False	False	False
RPL12P50	-0.1255607275730616	0.1255607275730616	33960	False	False	False
HOXA9	0.12555488416414226	0.12555488416414226	33961	False	False	False
AC022028.3	0.12554793161266228	0.12554793161266228	33962	False	False	False
GRHL2	-0.12554434753630794	0.12554434753630794	33963	False	False	False
AC011503.3	-0.125543879004241	0.125543879004241	33964	False	False	False
AC051618.1	-0.1255349719266862	0.1255349719266862	33965	False	False	False
AC010642.2	0.12553261661569423	0.12553261661569423	33966	False	False	False
TRAJ41	-0.12552713095304277	0.12552713095304277	33967	False	False	False
SNORD36C	-0.12552426785154008	0.12552426785154008	33968	False	False	False
IGHVII-30-21	-0.12550710268179976	0.12550710268179976	33969	False	False	False
DDX12P	0.12550073754528215	0.12550073754528215	33970	False	False	False
HMGB3P10	0.1254964018133772	0.1254964018133772	33971	False	False	False
AP005901.2	-0.1254941051769584	0.1254941051769584	33972	False	False	False
SPATA31D3	0.12547864387939453	0.12547864387939453	33973	False	False	False
AC107081.3	0.12547269630938995	0.12547269630938995	33974	False	False	False
AL592146.2	0.1254495873834441	0.1254495873834441	33975	False	False	False
EME2	0.1254442552114449	0.1254442552114449	33976	False	False	True
RNU6-1315P	0.12544190921191914	0.12544190921191914	33977	False	False	False
