gene	normal_mean	normal_sd
WASF3	0.14020028516759261	0.405013259422734
WASF3-AS1	0.00010132953413657422	0.05
GPR12	0.001303638932324205	0.05
USP12	0.08233393996206441	0.3203986669704404
USP12-AS1	0.0	0.05
LINC00412	0.0007291697491813496	0.05
RPL21	3.024293954438604	0.7653552552972717
RASL11A	0.014510790269762625	0.14128488123837654
LINC01079	0.0	0.05
GTF3A	0.20613324472196137	0.4812233176773092
MTIF3	0.20092171192840194	0.47042513375743156
LNX2	0.05676125700230065	0.259613295709969
POLR1D	0.31210854107350394	0.5663567235130967
GSX1	0.0	0.05
PLUT	0.0	0.05
PDX1	0.0	0.05
LINC00543	0.000356435609071332	0.05
CDX2	0.0	0.05
URAD	0.0	0.05
FLT3	0.001496207788182633	0.05040045648530106
PAN3-AS1	0.012581183810043207	0.1274204085552119
PAN3	0.10936827614361827	0.34394254849984157
FLT1	0.21966827890014523	0.5183596166148846
POMP	0.5351414886221947	0.7097029485714862
SLC46A3	0.05430873329650744	0.25675527532773457
MTUS2	0.011406308256733253	0.12400072331286749
MTUS2-AS2	0.0	0.05
MTUS2-AS1	0.0	0.05
SLC7A1	0.07365377427416912	0.2972956238021159
UBL3	0.32650915124482993	0.5894723249718439
LINC00297	0.0	0.05
LINC00572	0.0	0.05
LINC00544	0.0002333717453622436	0.05
LINC00365	0.0004069862646231139	0.05
LINC00384	7.242647880927489e-05	0.05
LINC00385	0.0	0.05
KATNAL1	0.02690718380210914	0.18322866525085676
LINC00426	0.0015121156338068448	0.05
LINC00427	0.0	0.05
LINC01058	0.0	0.05
UBE2L5	0.0007197650823710941	0.05
HMGB1	1.0047563651512792	0.8747603721114627
USPL1	0.05598314892178238	0.25712386523835784
ALOX5AP	0.03763674325358299	0.22235071885702706
LINC00398	8.313012544399413e-05	0.05
TEX26-AS1	4.3763963821051894e-05	0.05
MEDAG	0.0253419392504	0.19125005283694382
TEX26	0.00021354973719859614	0.05
LINC01066	0.0	0.05
HSPH1	0.19750806833673495	0.47578529678671716
B3GLCT	0.05302534541356315	0.24663680455680462
RXFP2	0.0	0.05
FRY	0.08171613163610962	0.3150792256083939
FRY-AS1	0.0002688659809972373	0.05
ZAR1L	0.0	0.05
BRCA2	0.0009882420672002801	0.05
N4BP2L1	0.0736852341478992	0.29380995149122247
N4BP2L2	0.3110266816044184	0.5785598992294676
N4BP2L2-IT2	0.006089641604630751	0.0819470793731658
PDS5B	0.1109191161603373	0.3695195563919077
LINC00423	0.0	0.05
KL	0.005315500582264802	0.08499591137682878
STARD13	0.12476564950651534	0.3781440356042101
STARD13-IT1	3.4353704699509644e-05	0.05
STARD13-AS	0.000378985929714319	0.05
LINC02344	0.00020516927006005537	0.05
RFC3	0.019224248132802713	0.15309710629067574
LINC02343	0.00012826336108624924	0.05
LINC00457	9.823948239690295e-05	0.05
NBEA	0.060383380374963026	0.2826866831202284
MAB21L1	0.0021810025948052125	0.05125476269016829
LINC00445	0.0	0.05
DCLK1	0.03450862181020787	0.21395570286013907
SOHLH2	0.0008506845395857965	0.05
CCDC169	0.003006394471452371	0.06251016446447988
SPART	0.22426473583747347	0.49945482033831284
SPART-AS1	0.01010461404020089	0.10833461884202085
CCNA1	0.003144535288877531	0.05706233857714754
SERTM1	0.026767839959309193	0.17650971716227293
RFXAP	0.029951927744693834	0.18769624472851437
SMAD9	0.3927891702130408	0.6362742561865681
SMAD9-IT1	6.646452738057215e-05	0.05
ALG5	0.26041409435620666	0.5267079428916625
EXOSC8	0.09048762027745358	0.31688175559508064
SUPT20H	0.10280765135755555	0.3420200741313138
CSNK1A1L	0.0	0.05
LINC01048	0.0	0.05
LINC00547	0.0	0.05
POSTN	0.0427500509393653	0.23845438353820722
TRPC4	0.0006509880638290976	0.05
LINC02334	0.00038059525173304723	0.05
LINC00571	0.001019224421294374	0.05
UFM1	0.22385230469404618	0.4970333005237335
LINC00437	0.0001059096856272416	0.05
LINC00366	0.0	0.05
FREM2	0.08338858794035288	0.3135111716103017
FREM2-AS1	0.0	0.05
STOML3	0.0	0.05
PROSER1	0.05776304151501479	0.2641563991171373
NHLRC3	0.1202865185579312	0.3722577693329866
LHFPL6	0.16531847928828547	0.4603660306324276
COG6	0.07691763351138343	0.3058705965283118
LINC00598	0.0006290710636800668	0.05
LINC00332	6.26077932208627e-05	0.05
FOXO1	0.19343096023983727	0.4701534109662612
MRPS31	0.09051950900221493	0.32265509032359946
SLC25A15	0.033572493415953926	0.19954166025530498
ELF1	0.16856829959434727	0.438462251137717
WBP4	0.08128220816244938	0.3158899761294583
KBTBD6	0.05159639724178338	0.2493806064103008
KBTBD7	0.05924328905391379	0.25782122496447507
MTRF1	0.019746811246203595	0.15342833225415292
NAA16	0.03892359278701099	0.21842149081531875
RGCC	0.4495805492550656	0.6959052037786819
VWA8	0.04284753517273494	0.2291492198322041
VWA8-AS1	0.0008796233575700022	0.05
DGKH	0.02609349802561339	0.18194797216390354
AKAP11	0.12710611461984975	0.3888254333307724
LINC02341	0.0	0.05
TNFSF11	0.00020960771240793955	0.05
FAM216B	0.0	0.05
LINC01050	0.0	0.05
LINC00428	0.0	0.05
EPSTI1	0.03442051395306541	0.1975406028989117
DNAJC15	0.3434684471136076	0.6155440181566599
LINC00400	0.0	0.05
ENOX1	0.0012954504347772707	0.05
ENOX1-AS2	0.0	0.05
ENOX1-AS1	0.0	0.05
CCDC122	0.03309064770419666	0.20129088295007613
LACC1	0.018245955044236786	0.15185123447502075
NRAD1	0.00026194231282377376	0.05
LINC00390	0.0002458482335406721	0.05
SMIM2-AS1	0.01492980434001191	0.13606205897945234
SERP2	0.027545056267270895	0.1777882199856733
TUSC8	0.00044078951100185793	0.05
TSC22D1	0.8329148349820504	0.8307258307602696
TSC22D1-AS1	0.0032499287452591777	0.05764866044439785
LINC00330	0.0	0.05
NUFIP1	0.023438621846944445	0.16312680312788547
GPALPP1	0.07956068524160852	0.3078941027824611
GTF2F2	0.09729211028887383	0.33613971547843635
KCTD4	0.00010165805513070105	0.05
TPT1	3.371420006021439	0.6803555539861899
TPT1-AS1	0.11806008145021904	0.36170719333579376
SLC25A30	0.03449244199929528	0.19950611623823564
SLC25A30-AS1	0.0005743051314644793	0.05
COG3	0.10087785240419625	0.3430749637972599
ERICH6B	0.00017010482866028934	0.05
LINC01055	6.482834063698579e-05	0.05
SIAH3	5.0976380077433124e-05	0.05
ZC3H13	0.19840626366865577	0.49927966259238576
CPB2-AS1	0.004114066675748065	0.06756195264684275
CPB2	0.0004299840342616509	0.05
LCP1	0.04034354664918878	0.22812062923474127
LRRC63	7.900955906791076e-05	0.05
LINC00563	0.0	0.05
RUBCNL	0.018203306935288346	0.14413028418800608
LINC01198	0.0	0.05
LRCH1	0.03709407057955797	0.21547318103237448
ESD	0.5308211552010642	0.7109198694581675
HTR2A	0.0008445398693351896	0.05
HTR2A-AS1	0.0	0.05
SUCLA2	0.17514364592258982	0.4434411225923374
LINC00562	0.0012380008582713407	0.05
SUCLA2-AS1	0.0008873592262998994	0.05
NUDT15	0.05045265868243173	0.2454979180773938
MED4	0.18365049932146416	0.4587699401190987
MED4-AS1	0.0	0.05
ITM2B	2.5423104490983985	0.8797303452436567
RB1-DT	0.0027988833214068892	0.05715329840277059
RB1	0.09783882015546086	0.3388492954754375
LPAR6	0.06846959533879107	0.2823877849486552
RCBTB2	0.16020836074927855	0.4201072743489505
LINC01077	0.0	0.05
LINC00462	7.583342394401793e-05	0.05
CYSLTR2	0.0009675164966013501	0.05
FNDC3A	0.2922430120324533	0.5609835023322495
MLNR	0.0	0.05
CDADC1	0.05862101252295346	0.2626303485560511
CAB39L	0.05554088836203109	0.26571891588348634
SETDB2	0.07751320057974691	0.29956662180809707
PHF11	0.17951287475417713	0.4423645549186661
RCBTB1	0.22452836648335517	0.48885896754641184
ARL11	0.0035177099801012588	0.06706238969479511
EBPL	0.21883720058952047	0.48324732928124414
KPNA3	0.10098743517085168	0.34712416403603075
SPRYD7	0.0704319295814316	0.27924261006083334
DLEU2	0.00877016103823429	0.1062675763353842
TRIM13	0.09727203712019515	0.33061227963822837
KCNRG	0.0032443892781071574	0.06697697435718655
DLEU1	0.02478621755884756	0.17414346764828187
DLEU7	0.0016437205177547006	0.05
RNASEH2B-AS1	0.002713168663771531	0.06002542669381951
RNASEH2B	0.157882743849675	0.4209203830240743
C13orf42	0.0001438704209814294	0.05
FAM124A	0.016444358295308503	0.1447133643949568
SERPINE3	0.000130839117493085	0.05
INTS6	0.08913588034949826	0.33553498236154133
INTS6-AS1	0.03146571511720004	0.1910685550829071
WDFY2	0.07746981854108712	0.30133110637380406
DHRS12	0.17982151498335575	0.44273181028946923
TMEM272	0.0	0.05
CCDC70	0.0	0.05
ATP7B	0.011802123201904317	0.11689614492928775
ALG11	0.0070782388763539275	0.09694396069964088
UTP14C	0.0	0.05
NEK5	0.0025029723418203828	0.05
NEK3	0.024609231669642927	0.16843588662024844
LINC02333	0.0	0.05
THSD1	0.016841956563020226	0.14241966428658334
VPS36	0.13242921443251332	0.38816536417984127
CKAP2	0.02378896068264003	0.16398652011203838
LINC00345	0.0006714875459652753	0.05
HNRNPA1L2	0.026468861010489366	0.17329555497843271
SUGT1	0.2054015705592576	0.4786505110237956
CNMD	0.0641608519040367	0.26469595377402005
PCDH8	0.004735025600577676	0.074078278079849
OLFM4	0.0012096356599936213	0.05
LINC01065	0.0006523242117527407	0.05
LINC00558	0.0	0.05
LINC00458	0.0	0.05
LINC02335	0.0	0.05
PRR20A	0.0	0.05
PRR20C	0.0	0.05
PRR20B	0.0	0.05
PRR20D	0.0	0.05
PRR20E	0.0	0.05
PCDH17	0.017345255017994516	0.15131206173823428
LINC02338	0.0	0.05
LINC00374	0.0	0.05
DIAPH3	0.0006359075599554661	0.05
DIAPH3-AS1	0.0	0.05
DIAPH3-AS2	0.0	0.05
LINC00434	0.00022425127693072975	0.05
TDRD3	0.08458211970815527	0.309719448891298
LINC00378	0.0	0.05
LINC01442	0.0	0.05
PCDH20	0.0006359550011239818	0.05
LINC02339	0.0	0.05
LINC00358	0.0	0.05
LINC01075	0.0	0.05
LINC01074	0.0	0.05
LINC00459	0.0	0.05
LINC00448	0.0	0.05
LINC00376	0.0	0.05
LINC00395	4.2087469630663275e-05	0.05
LINC00355	0.0	0.05
LINC01052	0.0	0.05
PCDH9	0.023328482632537954	0.1741088738170211
PCDH9-AS1	0.0	0.05
PCDH9-AS2	0.0	0.05
PCDH9-AS3	0.0	0.05
LINC00364	8.109904262444118e-05	0.05
LINC00550	0.0	0.05
LINC02342	0.0	0.05
LINC00383	0.0	0.05
KLHL1	0.0	0.05
ATXN8OS	0.0	0.05
LINC00348	5.022517076110704e-05	0.05
DACH1	0.0008338598473122302	0.05
MZT1	0.07981324694257692	0.307581181341869
BORA	0.00739667202322526	0.09172512230292296
DIS3	0.10232481150778655	0.3453553729266816
PIBF1	0.055332005607557445	0.2678074065519321
KLF5	0.19472315143333033	0.4657036821608747
LINC00393	0.0	0.05
LINC00392	0.0	0.05
KLF12	0.017977582986584827	0.1517165386798352
LINC00402	0.0	0.05
LINC00347	0.0	0.05
LINC01078	0.0	0.05
TBC1D4	0.280129774237804	0.5471602317765082
COMMD6	1.3623318134535973	0.956379012759514
UCHL3	0.21599119586716956	0.48383272438900105
LMO7-AS1	0.15291849569721783	0.4086750787574811
LMO7	0.35079629739125023	0.5976689138070518
LMO7DN	0.0012998359489529599	0.05
LINC00561	0.0	0.05
LINC01034	0.0	0.05
KCTD12	0.1789386873240156	0.487703562208984
ACOD1	0.0	0.05
CLN5	0.5806704313809404	0.7241438680627516
FBXL3	0.35272409245929687	0.6066999692974822
MYCBP2-AS1	0.002695967564277924	0.051873626069419344
MYCBP2	0.1283285159972474	0.3917070485150666
MYCBP2-AS2	0.0	0.05
SCEL	0.03502206672995157	0.19370570207114873
SCEL-AS1	0.0	0.05
SLAIN1	0.03048138299916817	0.1871588295474462
EDNRB-AS1	0.0	0.05
EDNRB	0.09060088373736085	0.3490587034400205
OBI1-AS1	3.0007990342397694e-05	0.05
LINC01069	0.0	0.05
LINC00446	0.0	0.05
POU4F1	0.0	0.05
OBI1	0.028890250159428865	0.18420485431315836
LINC00331	0.0	0.05
RBM26	0.1770765151050422	0.452796309523534
RBM26-AS1	0.018714574659105216	0.14617186364423115
NDFIP2-AS1	0.0	0.05
NDFIP2	0.0872325003304402	0.31240506012897284
LINC01068	0.0002200942246074499	0.05
LINC01038	0.0	0.05
LINC00382	0.0	0.05
LINC01080	0.0	0.05
SPRY2	0.07291672933937353	0.3016501936302947
LINC00377	0.00038294315561240595	0.05
LINC00564	0.0	0.05
SLITRK1	0.0	0.05
LINC00333	0.0	0.05
LINC00375	0.0	0.05
LINC00351	0.0	0.05
SLITRK6	0.0014775336435056848	0.05
LINC00430	0.0	0.05
MIR4500HG	0.0005799819194939104	0.05
SLITRK5	0.014026049098248578	0.12467477099722768
LINC00397	0.0	0.05
LINC00373	0.0	0.05
LINC00433	0.0	0.05
LINC00440	0.0	0.05
LINC01047	0.0	0.05
LINC02336	0.0	0.05
LINC01040	0.0	0.05
LINC00353	0.0	0.05
LINC00559	0.0	0.05
LINC01049	0.0	0.05
LINC00410	0.0	0.05
LINC00380	0.0	0.05
LINC00379	0.0	0.05
MIR17HG	0.014027226862906592	0.1311222053477804
GPC5	0.002697222849658621	0.05343755620459971
GPC5-AS2	0.0	0.05
GPC5-IT1	0.0	0.05
GPC5-AS1	8.980005711154276e-05	0.05
LINC00363	0.0	0.05
GPC6	0.012878975877338938	0.13587049425628658
GPC6-AS2	0.0	0.05
GPC6-AS1	0.0	0.05
DCT	0.0024285430165415546	0.050172287301617456
TGDS	0.05006485442720419	0.25009211829841294
GPR180	0.0525286729376573	0.2546267144464234
LINC00391	0.0	0.05
SOX21-AS1	0.0001428557525075412	0.05
SOX21	0.00048296313623532894	0.05
LINC00557	0.0	0.05
ABCC4	0.050315403445632706	0.25600000124084105
CLDN10	0.0006316127329365269	0.05
CLDN10-AS1	0.0	0.05
DZIP1	0.012542820076522427	0.1334253759988463
DNAJC3-DT	0.03557107236872181	0.20435214666162946
DNAJC3	0.3403270900798202	0.5971655576745292
UGGT2	0.07481154671310465	0.30207016818358506
HS6ST3	0.010984660057472503	0.12231600834962629
OXGR1	0.0008718055417889077	0.05
LINC00456	0.0	0.05
MBNL2	0.26103006500254783	0.5356420210788015
RAP2A	0.06640101828110942	0.28994451396278464
IPO5	0.327447605332493	0.5900663340395437
FARP1	0.44083465944653877	0.6564579088643028
RNF113B	0.0	0.05
FARP1-AS1	0.0004658148532640128	0.05
STK24	0.2743125647717667	0.544734624731207
STK24-AS1	0.007338571354089083	0.09735759011410748
SLC15A1	0.0014209760412838923	0.05
DOCK9	0.16277484733606695	0.4348954136403342
DOCK9-AS1	0.0	0.05
DOCK9-DT	0.02445277294669013	0.16552441496537357
UBAC2-AS1	0.01714493796147211	0.13783961074058435
UBAC2	0.23870431741563652	0.4996229373313083
GPR18	0.0004353172620277164	0.05
GPR183	0.015126841452314086	0.14780249093289827
TM9SF2	0.63823629550668	0.7561687090042986
LINC01232	0.002341065268419572	0.05531729228794089
LINC01039	0.0	0.05
CLYBL	0.05949567251466859	0.27257303206583955
CLYBL-AS2	0.0	0.05
CLYBL-AS1	0.0	0.05
ZIC5	0.0	0.05
ZIC2	0.0001469166543201103	0.05
LINC00554	0.0	0.05
PCCA-DT	0.02265526885758961	0.16392525752337864
PCCA	0.10714369085692563	0.35311955922173627
PCCA-AS1	3.835099624040287e-05	0.05
GGACT	0.02043539014883775	0.15103003581465968
TMTC4	0.03687957872884853	0.20113287568564475
NALCN-AS1	0.0	0.05
LINC00411	0.0	0.05
NALCN	0.015744084294373278	0.13848551531411885
ITGBL1	0.03105488730088096	0.20539321774961283
FGF14	0.0008109593035817766	0.05
FGF14-IT1	0.0001342462543399538	0.05
FGF14-AS1	0.0	0.05
FGF14-AS2	0.030414051722258133	0.18961106350843565
LINC00555	0.0	0.05
TPP2	0.12502407201683122	0.3800789401538043
METTL21C	0.0	0.05
CCDC168	0.00039776702129565186	0.05
TEX30	0.029916549906318198	0.19441392063685745
POGLUT2	0.01148036950333181	0.11897375802575363
BIVM	0.06633065741940218	0.279648299155813
ERCC5	0.12125477320449848	0.37580130220776
SLC10A2	0.0	0.05
LINC01309	0.0026714019354825494	0.05579373383143384
DAOA-AS1	0.0	0.05
DAOA	0.0	0.05
LINC00343	0.0	0.05
LINC00460	0.00013530934417536517	0.05
EFNB2	0.040090579391576224	0.22853812999702453
ARGLU1	0.36500390175621955	0.6164746685306298
LIG4	0.03696555393337573	0.20781979594098648
ABHD13	0.06932576392200422	0.2877914401827438
TNFSF13B	0.012376958171410931	0.13021706133063596
MYO16	0.0034540896704890536	0.06427831399898953
MYO16-AS2	0.0	0.05
MYO16-AS1	0.0	0.05
LINC00370	0.0	0.05
LINC01067	0.0	0.05
LINC00399	0.0	0.05
LINC00676	0.0	0.05
IRS2	0.1279813110915437	0.386164138554462
LINC00396	0.0	0.05
COL4A1	0.28632646221528346	0.5743305841696137
COL4A2	0.41937923605092176	0.6588241096154419
COL4A2-AS2	4.467969526060959e-05	0.05
COL4A2-AS1	0.0	0.05
RAB20	0.15362172156684717	0.4051697335666764
NAXD	0.13786761645185852	0.38865319780253027
CARS2	0.16763252051427335	0.4326318100486961
ING1	0.06535099223601272	0.2756344925102211
LINC00567	0.00018577710973477648	0.05
ANKRD10	0.2027185159115437	0.4647089380175294
ANKRD10-IT1	0.001036888685135464	0.05
LINC00368	0.0	0.05
ARHGEF7-AS2	0.0007099762981382918	0.05
ARHGEF7	0.14274612984592816	0.40803986783109125
ARHGEF7-IT1	0.0	0.05
ARHGEF7-AS1	0.0	0.05
TEX29	0.0019143506426275902	0.05
LINC02337	0.0	0.05
LINC00354	9.229543797309153e-05	0.05
SOX1-OT	8.884012955409782e-05	0.05
SOX1	0.0	0.05
LINC00404	0.0	0.05
LINC01070	0.0	0.05
LINC01043	0.0	0.05
LINC01044	0.0	0.05
SPACA7	0.0	0.05
TUBGCP3	0.0458399462456812	0.23534406995826362
ATP11AUN	0.0	0.05
ATP11A	0.12280798190587962	0.3790732034425756
ATP11A-AS1	0.0	0.05
MCF2L	0.10536521587905605	0.34717868225594767
MCF2L-AS1	0.010120817084922115	0.10558879750608346
F7	0.0006753884866106544	0.05
F10	0.0872990865096214	0.34679302223381897
F10-AS1	0.00013994664832886374	0.05
PROZ	0.0	0.05
PCID2	0.12093032462966385	0.36706770770638675
CUL4A	0.18542076015944348	0.45463626726351364
LAMP1	0.9529474937055041	0.8535133868389504
GRTP1	0.009823213589932872	0.10696910188399397
GRTP1-AS1	0.0012493396925160793	0.05
ADPRHL1	0.005227669364021113	0.08925492793599445
DCUN1D2	0.024914872230501085	0.16943700654555172
DCUN1D2-AS	9.484663265779748e-05	0.05
TMCO3	0.08372315441936937	0.3175651558226803
TFDP1	0.18505209439366982	0.4542885411495107
ATP4B	0.00014975655041933036	0.05
GRK1	0.0057505401985997505	0.08037294676599138
TMEM255B	0.03325971699900117	0.2041012825324465
GAS6-AS1	0.0017118823970391646	0.05
GAS6	0.7890564873952981	0.8291386477849488
GAS6-DT	0.013438357810725374	0.1251051245438863
LINC00454	0.0	0.05
LINC00452	4.7957917695524994e-05	0.05
C13orf46	0.011944224913721362	0.12269323635964216
RASA3	0.11335964083335162	0.345490611653398
RASA3-IT1	0.0	0.05
CFAP97D2	0.0	0.05
CDC16	0.23024229914615846	0.49816530852285623
UPF3A	0.319106686863151	0.5741711078595649
CHAMP1	0.07941590388079886	0.30968094401875557
LINC01054	0.0	0.05
OR11H12	0.0	0.05
LINC02297	0.0	0.05
POTEM	0.0	0.05
LINC01297	0.0	0.05
POTEG	0.0	0.05
OR11H2	0.0	0.05
OR4N2	0.0	0.05
OR4Q3	0.0	0.05
OR4M1	0.0	0.05
OR4K2	0.0	0.05
OR4K5	0.0	0.05
OR4K1	0.0	0.05
OR4K15	0.0	0.05
OR4K14	0.0	0.05
OR4K13	0.0	0.05
OR4L1	0.0	0.05
OR4K17	0.0	0.05
OR4N5	0.0	0.05
OR11G2	0.0003111587330652018	0.05
OR11H6	0.0	0.05
OR11H4	0.0	0.05
TTC5	0.05754079055393792	0.2606053306294749
CCNB1IP1	0.23206157189638527	0.5023172802067357
PARP2	0.05614867669706137	0.2523860996015053
TEP1	0.039883164517723266	0.2164045053169378
KLHL33	0.0022988658094645576	0.05315636284482153
OSGEP	0.19258535381262434	0.4604672032687009
APEX1	0.41583059317382676	0.6421500679433746
PIP4P1	0.1569112529332465	0.4156283926115648
PNP	0.0460532914140541	0.23825724122015268
RNASE10	0.0	0.05
RNASE9	0.0	0.05
RNASE11	0.0	0.05
RNASE12	0.0	0.05
OR6S1	0.0005727371240903881	0.05
ANG	0.04706360769180513	0.23169764017278283
RNASE4	0.14976951746599282	0.42163631954524977
EDDM3A	0.0	0.05
EDDM3B	0.0	0.05
RNASE6	0.020210803239564645	0.16425801413008884
RNASE1	0.5907141369887824	0.789564902915533
RNASE3	4.344315581402871e-05	0.05
RNASE2	0.0009008687952237427	0.05
METTL17	0.09951065136453897	0.32622781585948224
SLC39A2	0.0003575811042198281	0.05
NDRG2	0.30693156586937864	0.5819422176116072
TPPP2	0.0003174468819353	0.05
RNASE13	6.032425198961061e-05	0.05
RNASE7	0.0	0.05
RNASE8	0.0	0.05
ARHGEF40	0.14166384106847413	0.40526301235266166
ZNF219	0.24855287472150145	0.5182794404570248
TMEM253	0.01883404416527746	0.15667752640232113
OR5AU1	0.0	0.05
LINC00641	0.017248654169310915	0.14313090397290368
HNRNPC	0.8124904713734612	0.8207790575058258
RPGRIP1	0.00024656543662738314	0.05
SUPT16H	0.19585734362111062	0.46902922554251086
CHD8	0.16931889041780424	0.43969918516655626
RAB2B	0.09770445064610023	0.33886856281493505
TOX4	0.18320060356578632	0.4508457135710683
METTL3	0.13696235433790302	0.3854622669623776
SALL2	0.10704172628686946	0.355316192354696
OR10G3	0.00020606631417979855	0.05
TRAV1-1	7.148278673776709e-05	0.05
OR10G2	0.0	0.05
TRAV1-2	0.0	0.05
OR4E2	0.0	0.05
OR4E1	0.0	0.05
TRAV2	0.0	0.05
TRAV3	0.0	0.05
TRAV4	0.00031022519353965193	0.05
TRAV5	7.592811318180187e-05	0.05
TRAV6	0.0	0.05
TRAV7	0.0	0.05
TRAV8-1	0.0	0.05
TRAV9-1	0.0	0.05
TRAV10	0.0	0.05
TRAV11	0.0	0.05
TRAV12-1	0.0	0.05
TRAV8-2	0.0	0.05
TRAV8-3	0.0001220928658989179	0.05
TRAV13-1	0.0	0.05
TRAV12-2	0.0	0.05
TRAV8-4	0.0	0.05
TRAV8-5	0.0	0.05
TRAV13-2	0.0001766401213038354	0.05
TRAV14DV4	0.00018451786974877334	0.05
TRAV9-2	0.0	0.05
TRAV15	0.0	0.05
TRAV12-3	0.0	0.05
TRAV8-6	5.427904136964883e-05	0.05
TRAV16	0.0	0.05
TRAV17	9.01888973641517e-05	0.05
TRAV18	0.0	0.05
TRAV19	0.00027238126141667984	0.05
TRAV20	0.0	0.05
TRAV21	0.00034135393515179397	0.05
TRAV22	0.0	0.05
TRAV23DV6	0.0	0.05
TRDV1	0.0	0.05
TRAV24	0.0	0.05
TRAV25	0.0	0.05
TRAV26-1	7.615643566314321e-05	0.05
TRAV8-7	0.0	0.05
TRAV27	0.0	0.05
TRAV28	0.0	0.05
TRAV29DV5	0.0	0.05
TRAV30	0.0	0.05
TRAV31	0.0	0.05
TRAV32	0.0	0.05
TRAV33	0.0	0.05
TRAV26-2	0.0	0.05
TRAV34	0.0	0.05
TRAV35	0.0	0.05
TRAV36DV7	0.0	0.05
TRAV37	0.0	0.05
TRAV38-1	0.0	0.05
TRAV38-2DV8	0.0	0.05
TRAV39	0.0	0.05
TRAV40	0.0	0.05
TRAV41	3.359401624614337e-05	0.05
TRDV2	0.0	0.05
TRDD1	0.0	0.05
TRDD2	0.0	0.05
TRDD3	0.0	0.05
TRDJ1	0.0	0.05
TRDJ4	0.0	0.05
TRDJ2	0.0	0.05
TRDJ3	0.0	0.05
TRDC	0.0015925653359128932	0.05
TRDV3	0.0	0.05
TRAJ61	0.0	0.05
TRAJ60	0.0	0.05
TRAJ59	0.0	0.05
TRAJ58	0.0	0.05
TRAJ57	0.0	0.05
TRAJ56	0.0	0.05
TRAJ55	0.0	0.05
TRAJ54	0.0	0.05
TRAJ53	0.0	0.05
TRAJ52	0.0	0.05
TRAJ51	0.0	0.05
TRAJ50	0.0	0.05
TRAJ49	0.0	0.05
TRAJ48	0.0	0.05
TRAJ47	0.0	0.05
TRAJ46	0.0	0.05
TRAJ45	0.0	0.05
TRAJ44	0.0	0.05
TRAJ43	0.0	0.05
TRAJ42	0.0	0.05
TRAJ41	0.0	0.05
TRAJ40	0.0	0.05
TRAJ39	0.0	0.05
TRAJ38	0.0	0.05
TRAJ37	0.0	0.05
TRAJ36	0.0	0.05
TRAJ35	0.0	0.05
TRAJ34	0.0	0.05
TRAJ33	0.0	0.05
TRAJ32	0.0	0.05
TRAJ31	0.0	0.05
TRAJ30	0.0	0.05
TRAJ29	0.0	0.05
TRAJ28	0.0	0.05
TRAJ27	0.0	0.05
TRAJ26	0.0	0.05
TRAJ25	0.0	0.05
TRAJ24	0.0	0.05
TRAJ23	0.0	0.05
TRAJ22	0.0	0.05
TRAJ21	0.0	0.05
TRAJ20	0.0	0.05
TRAJ19	0.0	0.05
TRAJ18	0.0	0.05
TRAJ17	0.0	0.05
TRAJ16	0.0	0.05
TRAJ14	0.0	0.05
TRAJ13	0.0	0.05
TRAJ12	0.0	0.05
TRAJ11	0.0	0.05
TRAJ10	0.0	0.05
TRAJ9	0.0	0.05
TRAJ8	0.0	0.05
TRAJ7	0.0	0.05
TRAJ6	0.0	0.05
TRAJ5	0.0	0.05
TRAJ4	0.0	0.05
TRAJ3	0.0	0.05
TRAJ2	0.0	0.05
TRAJ1	0.0	0.05
TRAC	0.04478456616379081	0.2414865365583683
LINC02332	0.0004256088551121067	0.05
DAD1	1.1151480129224849	0.8990136686470708
ABHD4	0.12483145815041553	0.36877297340276316
OR6J1	7.405552612192732e-05	0.05
OXA1L	0.44036442998219427	0.6653456106656183
SLC7A7	0.025838733011841565	0.1767314010757338
MRPL52	0.7001262565068153	0.7759210103682662
MMP14	0.08579293280667948	0.3213376196125324
LRP10	0.6183542702497026	0.7503318315394467
REM2	0.005871295297738848	0.08345360160473146
RBM23	0.3366689201482026	0.589918907381383
PRMT5-AS1	0.00041609797298360117	0.05
PRMT5	0.21725960301416955	0.48672304003990197
HAUS4	0.1126241833702374	0.3578408150938369
AJUBA	0.10202256582113063	0.33484643476015485
C14orf93	0.059382053591276074	0.2630979698742298
PSMB5	0.4483000532041942	0.6559790629246951
PSMB11	8.418615120545337e-05	0.05
CDH24	0.023683618210467938	0.1639889429772943
ACIN1	0.2149685522282289	0.4837867585387474
C14orf119	0.22900181565286026	0.49613408744250354
CEBPE	0.0005098208619761438	0.05
SLC7A8	0.19878336122165516	0.45750868935483746
RNF212B	0.0036534395303257357	0.06394499406366089
HOMEZ	0.06763902169718086	0.28470481415386945
PPP1R3E	0.06251418410971596	0.2623695429011366
BCL2L2	0.1170825206668196	0.3699279410603653
BCL2L2-PABPN1	0.0	0.05
PABPN1	0.3013793889546046	0.558568242123868
SLC22A17	0.385089445944847	0.6345302393056257
EFS	0.07152680690908138	0.28134930127108176
IL25	8.964568358711248e-05	0.05
CMTM5	0.002381170802586971	0.05685151634325519
MYH6	0.0002448226600994282	0.05
MYH7	0.0005299785985816637	0.05
NGDN	0.11016312126571336	0.35814699719408016
ZFHX2-AS1	0.010113057130261331	0.11683813313039554
