ligand	n	rho_HLAE_lig	p_HLAE_lig	rho_DM1_lig	p_DM1_lig
KLRC1	527	0.5736983422167768	1.878947721679373e-47	0.33825538957872897	1.4255076143027706e-15
KLRC2	527	0.5796700701842176	1.2387802642974276e-48	0.3020925345789978	1.3934174342740448e-12
KLRD1	527	0.6437269065762213	5.371874324184087e-63	0.07750877370405121	0.0754401927735206
