quadrant	n	median_HLA-G	median_DM1	median_classical_z	median_nonclassical_z
DM1lo_HLAGlo	178	6.02	-0.9368227179877369	-0.8435153353793436	-0.7751901593958037
DM1lo_HLAGhi	86	8.58	-0.7778632931291496	0.21906552445163005	0.35664240357094035
DM1hi_HLAGlo	86	6.735	-0.22464297247254622	0.012965386148872956	-0.37249633588132
DM1hi_HLAGhi	177	9.37	-0.2229587419821836	0.6097488093560085	0.541177121772816
