ligand	n	rho_HLAG_lig	p_HLAG_lig	rho_DM1_lig	p_DM1_lig
LILRB1	527	0.38124852662801867	1.122269004980675e-19	0.14221009653791136	0.0010620802957360988
LILRB2	527	0.447468816195525	2.6075743497627223e-27	0.19243542189656038	8.635255042893806e-06
KIR2DL4	527	0.09671454666158107	0.026407880911384966	-0.14556771440190486	0.0008032957598968043
