group	n_chromosomes	allele_freq	carrier_freq
DPB1*05:01_only	44	0.3793103448275862	0.5873015873015873
DPB1*05:XX_family	44	0.3793103448275862	0.5873015873015873
DPB1_other	72	0.6206896551724138	
