locus	n_genotypes	n_alleles	n_alleles_collapsed	H_obs	H_exp	F_obs	chi2	dof	p_chisq	p_perm_F	hwe_pass_chisq_p_gt_0p05	hwe_pass_perm_p_gt_0p05
A	260	37	6	0.8384615384615385	0.8969822485207101	0.06524177056534075	55.73270154978622	15	1.344365217703647e-06	0.0005	False	False
B	260	53	6	0.9346153846153846	0.9549334319526627	0.021276925340996122	14.746526117297332	15	0.4698248690669947	0.1155	True	True
C	260	63	10	0.8538461538461538	0.9466494082840237	0.09803339401657984	180.63077142384856	45	0.0	0.0	False	False
DPA1	239	13	4	0.6610878661087866	0.5904746065370003	-0.11958729264568535	14.805666882825594	6	0.02182325202591373	0.0175	False	False
DPB1	241	26	6	0.8257261410788381	0.793667464403161	-0.040393084148643066	14.24573574772921	15	0.5069795657559969	0.1875	True	True
DQA1	183	19	8	0.9016393442622951	0.8964286780733972	-0.005812694658649864	41.20283268461089	28	0.051448720974643036	0.905	True	True
DQB1	174	38	9	0.9367816091954023	0.9325703527546572	-0.004515752005525231	54.99579612168968	36	0.022219919073362404	0.886	False	True
DRB1	255	29	9	0.9254901960784314	0.9393156478277586	0.014718643068812431	38.33621357473791	36	0.3639797474674198	0.351	True	True
