disease_group	RAI8_lineage_score	MAPK_output_score	HLA_II_AP_score	B_TLS_score	T_cell_score	CD36_SPP1_macrophage_score	Tumor_ZCCHC12_score	DM1_low_RAI_score	AP_TLS_composite_score	total_counts	n_genes_by_counts	pct_counts_mt
HT	-0.04911506735502552	-0.019773883415068905	-0.01601580408123543	-0.13020784125578255	-0.043064515184284786	-0.0921616345572787	-0.034721648153741035	0.04911506735502552	-0.06309605350710092	3794.303637200737	1487.302255985267	3.424915279913119
PTC+HT	0.06274249451263945	0.025260329232483322	0.020459536223757284	0.16633520435674745	0.05501316099412825	0.11773272769205075	0.04435548877513636	-0.06274249451263945	0.080602633858211	5326.204528745773	1862.6804881635053	4.030042486556754
