target	observed_sample_centered_rho	n_permutations	empirical_p
DM1_low_RAI_score	0.6443833433548072	1000	0.000999000999000999
RAI8_lineage_score	0.6443833433548072	1000	0.000999000999000999
MAPK_output_score	0.2962986801181106	1000	0.000999000999000999
AP_TLS_composite_score	0.047877577905043885	1000	0.000999000999000999
HLA_II_AP_score	0.19903498704946695	1000	0.000999000999000999
B_TLS_score	-0.1749698790239506	1000	0.000999000999000999
CD36_SPP1_macrophage_score	0.20849852732705015	1000	0.000999000999000999
Tumor_ZCCHC12_score	0.23266838311662003	1000	0.000999000999000999
