target	n_domains	pooled_domain_rho	sample_centered_domain_rho	p
DM1_low_RAI_score	39	0.7823886639676114	0.9099190283400811	4.030244288016975e-09
RAI8_lineage_score	39	0.7823886639676114	0.9099190283400811	4.030244288016975e-09
MAPK_output_score	39	0.6898785425101215	0.5040485829959515	1.1837590384585204e-06
AP_TLS_composite_score	39	-0.2504048582995952	-0.052631578947368425	0.1241681657684774
HLA_II_AP_score	39	0.4135627530364373	0.2813765182186235	0.008870865144423746
B_TLS_score	39	-0.647165991902834	-0.3200404858299595	8.496831185789626e-06
CD36_SPP1_macrophage_score	39	-0.1714574898785425	0.41336032388663974	0.29663913609209996
Tumor_ZCCHC12_score	39	0.22631578947368422	0.34109311740890685	0.1659272958895638
