metric	spearman_rho_vs_HT13	spearman_p	pearson_r_vs_HT13	pearson_p
attn_entropy_nats	0.2207317073170732	0.1654911567835879	0.2738584914163577	0.08316375138873533
attn_entropy_ratio_vs_uniform	0.2207317073170732	0.1654911567835879	0.27385849141635765	0.0831637513887356
attn_max	-0.2623693379790941	0.09747811804987581	-0.24312491716171492	0.12559612834522701
attn_top1_mass	-0.2623693379790941	0.09747811804987581	-0.24312491716171492	0.12559612834522701
attn_top5_mass	-0.24285714285714288	0.12602614429595085	-0.28883449211758705	0.06702554085755821
attn_top10_mass	-0.2193379790940767	0.16824630810921726	-0.2849931745788608	0.07090690480922615
attn_top25_mass	-0.19477351916376312	0.22234413009046886	-0.2737522296226933	0.08328818965193001
attn_effective_n	0.2207317073170732	0.1654911567835879	0.29061066515517076	0.06528862464244525
