group	n	mean_log2tpm	sd_log2tpm	median_log2tpm	q25_log2tpm	q75_log2tpm	min_log2tpm	max_log2tpm
TCGA_THCA_tumour	513	7.313685947958846	2.798509473840603	8.565354687227506	5.424089912451271	9.438342242218368	0.4927224165170648	10.950000396795607
TCGA_THCA_normal	59	4.058227016809588	1.260149392457666	3.763959478311977	3.2504834179834856	4.728523257012864	1.3848714162018434	7.826867814920299
