evidence	n	n_groups	n_spatial_blocks	n_pred_hotspots	n_obs_hotspots	median_nearest_norm_dist	frac_pred_hotspots_within_2_grid	sample_null_median_dist_mean	sample_null_median_dist_p05	sample_null_frac2_mean	sample_stratified_perm_p_lower_dist	sample_stratified_perm_p_higher_frac2	block_null_median_dist_mean	block_null_median_dist_p05	block_null_frac2_mean	block_stratified_perm_p_lower_dist	block_stratified_perm_p_higher_frac2
GSE250521 UNI DM1/RAI smoothed	3200	16	64	320	320	1.8027756377319943	0.546875	3.1626382580865755	2.7358303730961833	0.30398749999999997	0.000999000999000999	0.000999000999000999	2.565644306777789	2.23606797749979	0.41210625000000006	0.000999000999000999	0.000999000999000999
GSE230424 H&E DM1/low-RAI smoothed	15489	4	43	1551	1551	1.0	0.6808510638297872	1.4142135623730956	1.414213562373095	0.7251566731141199	0.000999000999000999	0.984015984015984	1.0008284271247463	1.0	0.7646963249516441	0.998001998001998	1.0
GSE230424 H&E DM1/low-RAI coord+QC residual	15489	4	43	1551	1551	2.23606797749979	0.4796905222437137	1.4142135623730956	1.414213562373095	0.7282695035460993	1.0	1.0	1.4206572131869912	1.414213562373095	0.624485493230174	1.0	1.0
