quad_group	n_samples	rai_mean	tds16_mean	age_mean
A_braf_only	281	7.027257766110104	6.323289384943465	48.29444885764674
B_ras_only	54	8.914086648259019	7.883787136954571	46.051838363488436
D_triple_negative	178	8.207978606404042	7.321486469374537	46.78148331720519
