sample_id	score	low_quantile	high_quantile	low_threshold	high_threshold
GSM7980861_N-2	checkpoint_suppression_score	0.25	0.75	-0.08668480813503265	-0.08668480813503265
GSM7980861_N-2	myeloid_tam_score	0.25	0.75	-0.17679262161254883	0.08264541998505592
GSM7980861_N-2	caf_ecm_tgfb_score	0.25	0.75	-0.23164759203791618	0.16217774897813797
GSM7980861_N-2	vascular_delivery_proxy_score	0.25	0.75	-0.2483629658818245	0.22308773547410965
GSM7980861_N-2	vascular_barrier_negative_score	0.25	0.75	-0.38328930735588074	0.2213258296251297
GSM7980861_N-2	hypoxia_score	0.25	0.75	-0.2538019269704819	0.20543090254068375
GSM7980861_N-2	proliferation_score	0.25	0.75	-0.20083467662334442	0.14225846529006958
GSM7980861_N-2	tumor_epithelial_score	0.25	0.75	-0.19443142786622047	0.3545808419585228
GSM7980861_N-2	dm1_dark_lineage_score	0.25	0.75	-0.18032068386673927	0.23380566388368607
GSM7980861_N-2	spatial_immune_visibility_score	0.25	0.75	-0.7916649281978607	0.6625510305166245
GSM7980861_N-2	spatial_hla_low_invisible_score	0.25	0.75	-0.5956214070320129	0.7784373164176941
GSM7980861_N-2	spatial_cd8_exclusion_proxy	0.25	0.75	-1.0875618755817413	0.7608584761619568
GSM7980861_N-2	spatial_rai_restorable_score	0.25	0.75	-0.5694384276866913	0.7287481427192688
GSM7980861_N-2	spatial_drug_delivery_failure_proxy	0.25	0.75	-0.8814901262521744	0.8682969659566879
GSM7980861_N-2	spatial_aggressive_dedifferentiation_score	0.25	0.75	-1.0832197964191437	0.7490367442369461
GSM7980861_N-2	spatial_myeloid_caf_barrier_score	0.25	0.75	-1.033712238073349	0.6487262099981308
GSM7980861_N-2	spatial_hla_visibility_score	0.25	0.75	-0.7916649281978607	0.6625510305166245
GSM7980862_N-3	rai_differentiation_score	0.25	0.75	-0.2121899239718914	0.23944514244794846
GSM7980862_N-3	mapk_score	0.25	0.75	-0.20452899485826492	0.18134856224060059
GSM7980862_N-3	hla_i_apm_score	0.25	0.75	-0.19554530829191208	0.17408978939056396
GSM7980862_N-3	hla_ii_apc_score	0.25	0.75	-0.28566617518663406	0.15647786110639572
GSM7980862_N-3	cytotoxic_t_score	0.25	0.75	-0.08519800007343292	-0.08519800007343292
GSM7980862_N-3	ifn_activation_score	0.25	0.75	-0.15824775397777557	0.10221268981695175
GSM7980862_N-3	checkpoint_suppression_score	0.25	0.75	-0.06987194940447808	-0.06987194940447808
GSM7980862_N-3	myeloid_tam_score	0.25	0.75	-0.13993100821971893	-0.13993100821971893
GSM7980862_N-3	caf_ecm_tgfb_score	0.25	0.75	-0.2172553800046444	0.151273675262928
GSM7980862_N-3	vascular_delivery_proxy_score	0.25	0.75	-0.2585948035120964	0.19971956685185432
GSM7980862_N-3	vascular_barrier_negative_score	0.25	0.75	-0.3159334063529968	0.19003209471702576
GSM7980862_N-3	hypoxia_score	0.25	0.75	-0.23058182001113892	0.1884511187672615
GSM7980862_N-3	proliferation_score	0.25	0.75	-0.18252913653850555	0.12817180529236794
GSM7980862_N-3	tumor_epithelial_score	0.25	0.75	-0.20667966455221176	0.3043104410171509
GSM7980862_N-3	dm1_dark_lineage_score	0.25	0.75	-0.18558767065405846	0.19402775913476944
GSM7980862_N-3	spatial_immune_visibility_score	0.25	0.75	-0.7894162684679031	0.5646883696317673
GSM7980862_N-3	spatial_hla_low_invisible_score	0.25	0.75	-0.6426471769809723	0.9130092561244965
GSM7980862_N-3	spatial_cd8_exclusion_proxy	0.25	0.75	-0.8945788443088531	0.7209919691085815
GSM7980862_N-3	spatial_rai_restorable_score	0.25	0.75	-0.6123513877391815	0.6918652951717377
GSM7980862_N-3	spatial_drug_delivery_failure_proxy	0.25	0.75	-0.9208158850669861	0.8833918124437332
GSM7980862_N-3	spatial_aggressive_dedifferentiation_score	0.25	0.75	-1.0779920816421509	0.8652690500020981
GSM7980862_N-3	spatial_myeloid_caf_barrier_score	0.25	0.75	-1.0123370885849	0.5995397567749023
GSM7980862_N-3	spatial_hla_visibility_score	0.25	0.75	-0.7894162684679031	0.5646883696317673
GSM7980863_N-4	rai_differentiation_score	0.25	0.75	-0.18843095004558563	0.285506933927536
GSM7980863_N-4	mapk_score	0.25	0.75	-0.2277425229549408	0.160069078207016
GSM7980863_N-4	hla_i_apm_score	0.25	0.75	-0.2000407874584198	0.17479828000068665
GSM7980863_N-4	hla_ii_apc_score	0.25	0.75	-0.2852175831794739	0.1889248639345169
GSM7980863_N-4	cytotoxic_t_score	0.25	0.75	-0.14028006792068481	-0.14028006792068481
GSM7980863_N-4	ifn_activation_score	0.25	0.75	-0.16927586495876312	0.11722894012928009
GSM7980863_N-4	checkpoint_suppression_score	0.25	0.75	-0.07460419591516257	-0.07460419591516257
GSM7980863_N-4	myeloid_tam_score	0.25	0.75	-0.12564435601234436	-0.12564435601234436
GSM7980863_N-4	caf_ecm_tgfb_score	0.25	0.75	-0.2275417298078537	0.1356564462184906
GSM7980863_N-4	vascular_delivery_proxy_score	0.25	0.75	-0.22548416256904602	0.19646883010864258
GSM7980863_N-4	vascular_barrier_negative_score	0.25	0.75	-0.4531552195549011	0.17149576544761658
GSM7980863_N-4	hypoxia_score	0.25	0.75	-0.23760753870010376	0.18396538496017456
GSM7980863_N-4	proliferation_score	0.25	0.75	-0.19848130643367767	0.14172542095184326
GSM7980863_N-4	tumor_epithelial_score	0.25	0.75	-0.1349550187587738	0.32492658495903015
GSM7980863_N-4	dm1_dark_lineage_score	0.25	0.75	-0.16720417141914368	0.2079298049211502
GSM7980863_N-4	spatial_immune_visibility_score	0.25	0.75	-0.7827852964401245	0.6520321369171143
GSM7980863_N-4	spatial_hla_low_invisible_score	0.25	0.75	-0.5778241753578186	0.8914042711257935
GSM7980863_N-4	spatial_cd8_exclusion_proxy	0.25	0.75	-0.8834037184715271	0.7027583122253418
GSM7980863_N-4	spatial_rai_restorable_score	0.25	0.75	-0.5170053243637085	0.7263830304145813
GSM7980863_N-4	spatial_drug_delivery_failure_proxy	0.25	0.75	-0.9387829303741455	0.8724228739738464
GSM7980863_N-4	spatial_aggressive_dedifferentiation_score	0.25	0.75	-1.152286171913147	0.853527843952179
GSM7980863_N-4	spatial_myeloid_caf_barrier_score	0.25	0.75	-0.9887475967407227	0.5239158272743225
GSM7980863_N-4	spatial_hla_visibility_score	0.25	0.75	-0.7827852964401245	0.6520321369171143
GSM7980864_PTC-1	rai_differentiation_score	0.25	0.75	-0.3463749438524246	0.20661018788814545
GSM7980864_PTC-1	mapk_score	0.25	0.75	-0.269270658493042	0.2310566082596779
GSM7980864_PTC-1	hla_i_apm_score	0.25	0.75	-0.26492901146411896	0.2652096152305603
GSM7980864_PTC-1	hla_ii_apc_score	0.25	0.75	-0.4206206500530243	0.42027556896209717
GSM7980864_PTC-1	cytotoxic_t_score	0.25	0.75	-0.16932301223278046	0.04669630900025368
GSM7980864_PTC-1	ifn_activation_score	0.25	0.75	-0.2708190679550171	0.12275814265012741
GSM7980864_PTC-1	checkpoint_suppression_score	0.25	0.75	-0.1624009907245636	-0.1624009907245636
GSM7980864_PTC-1	myeloid_tam_score	0.25	0.75	-0.3323937952518463	0.17141880095005035
GSM7980864_PTC-1	caf_ecm_tgfb_score	0.25	0.75	-0.33872272074222565	0.2637217193841934
GSM7980864_PTC-1	vascular_delivery_proxy_score	0.25	0.75	-0.41404807567596436	0.21855086833238602
GSM7980864_PTC-1	vascular_barrier_negative_score	0.25	0.75	-0.41188767552375793	0.35049088299274445
GSM7980864_PTC-1	hypoxia_score	0.25	0.75	-0.29209124675253406	0.21444345079362392
GSM7980864_PTC-1	proliferation_score	0.25	0.75	-0.2617296278476715	0.14868780225515366
GSM7980864_PTC-1	tumor_epithelial_score	0.25	0.75	-0.3985113799571991	0.37837426364421844
GSM7980864_PTC-1	dm1_dark_lineage_score	0.25	0.75	-0.24417787045240402	0.25951167941093445
GSM7980864_PTC-1	spatial_immune_visibility_score	0.25	0.75	-1.0288483500480652	0.8681755363941193
GSM7980864_PTC-1	spatial_hla_low_invisible_score	0.25	0.75	-0.7531270384788513	0.8040145635604858
GSM7980864_PTC-1	spatial_cd8_exclusion_proxy	0.25	0.75	-1.202930212020874	1.0888539552688599
GSM7980864_PTC-1	spatial_rai_restorable_score	0.25	0.75	-0.6604571044445038	0.5493395328521729
GSM7980864_PTC-1	spatial_drug_delivery_failure_proxy	0.25	0.75	-1.07429221339635	1.0096047181625862
GSM7980864_PTC-1	spatial_aggressive_dedifferentiation_score	0.25	0.75	-1.1640118956565857	0.9282083213329315
GSM7980864_PTC-1	spatial_myeloid_caf_barrier_score	0.25	0.75	-1.2731417417526245	1.0100350975990295
GSM7980864_PTC-1	spatial_hla_visibility_score	0.25	0.75	-1.0288483500480652	0.8681755363941193
GSM7980865_PTC-2	rai_differentiation_score	0.25	0.75	-0.27996043860912323	0.2738584950566292
GSM7980865_PTC-2	mapk_score	0.25	0.75	-0.2237137258052826	0.21857821568846703
GSM7980865_PTC-2	hla_i_apm_score	0.25	0.75	-0.19148855656385422	0.22149894386529922
GSM7980865_PTC-2	hla_ii_apc_score	0.25	0.75	-0.357404887676239	0.26329370588064194
GSM7980865_PTC-2	cytotoxic_t_score	0.25	0.75	-0.16304337978363037	0.046058839187026024
GSM7980865_PTC-2	ifn_activation_score	0.25	0.75	-0.2170071303844452	0.07982281222939491
GSM7980865_PTC-2	checkpoint_suppression_score	0.25	0.75	-0.10184217989444733	-0.10184217989444733
GSM7980865_PTC-2	myeloid_tam_score	0.25	0.75	-0.26449841260910034	0.11519834212958813
GSM7980865_PTC-2	caf_ecm_tgfb_score	0.25	0.75	-0.26247186213731766	0.17464179545640945
GSM7980865_PTC-2	vascular_delivery_proxy_score	0.25	0.75	-0.26009760797023773	0.22004519775509834
GSM7980865_PTC-2	vascular_barrier_negative_score	0.25	0.75	-0.47132086753845215	0.19687311723828316
GSM7980865_PTC-2	hypoxia_score	0.25	0.75	-0.2542106434702873	0.232184499502182
GSM7980865_PTC-2	proliferation_score	0.25	0.75	-0.20715227723121643	0.12297073192894459
GSM7980865_PTC-2	tumor_epithelial_score	0.25	0.75	-0.22044236212968826	0.3343629390001297
GSM7980865_PTC-2	dm1_dark_lineage_score	0.25	0.75	-0.17094407975673676	0.21940236166119576
GSM7980865_PTC-2	spatial_immune_visibility_score	0.25	0.75	-0.7278124839067459	0.6990344971418381
GSM7980865_PTC-2	spatial_hla_low_invisible_score	0.25	0.75	-0.6373349875211716	0.7265198081731796
GSM7980865_PTC-2	spatial_cd8_exclusion_proxy	0.25	0.75	-0.9753011167049408	0.7561574578285217
GSM7980865_PTC-2	spatial_rai_restorable_score	0.25	0.75	-0.6646194756031036	0.636656865477562
GSM7980865_PTC-2	spatial_drug_delivery_failure_proxy	0.25	0.75	-0.9736297130584717	0.8558050841093063
GSM7980865_PTC-2	spatial_aggressive_dedifferentiation_score	0.25	0.75	-0.989181786775589	0.8126156330108643
GSM7980865_PTC-2	spatial_myeloid_caf_barrier_score	0.25	0.75	-1.046462506055832	0.648926854133606
GSM7980865_PTC-2	spatial_hla_visibility_score	0.25	0.75	-0.7278124839067459	0.6990344971418381
GSM7980866_PTC-3	rai_differentiation_score	0.25	0.75	-0.1923070326447487	0.2103070244193077
GSM7980866_PTC-3	mapk_score	0.25	0.75	-0.2421300932765007	0.2070462331175804
GSM7980866_PTC-3	hla_i_apm_score	0.25	0.75	-0.23484283685684204	0.19374442100524902
GSM7980866_PTC-3	hla_ii_apc_score	0.25	0.75	-0.38648492097854614	0.24020008742809296
GSM7980866_PTC-3	cytotoxic_t_score	0.25	0.75	-0.13168489933013916	-0.13168489933013916
GSM7980866_PTC-3	ifn_activation_score	0.25	0.75	-0.23233722150325775	0.06747990846633911
GSM7980866_PTC-3	checkpoint_suppression_score	0.25	0.75	-0.09320398420095444	-0.09320398420095444
GSM7980866_PTC-3	myeloid_tam_score	0.25	0.75	-0.25351062417030334	0.0958675891160965
GSM7980866_PTC-3	caf_ecm_tgfb_score	0.25	0.75	-0.2661735713481903	0.06214316189289093
GSM7980866_PTC-3	vascular_delivery_proxy_score	0.25	0.75	-0.2786313593387604	0.212206669151783
GSM7980866_PTC-3	vascular_barrier_negative_score	0.25	0.75	-0.4113566279411316	0.041137438267469406
GSM7980866_PTC-3	hypoxia_score	0.25	0.75	-0.2378521803766489	0.2142850561067462
GSM7980866_PTC-3	proliferation_score	0.25	0.75	-0.30106282234191895	0.17117951810359955
GSM7980866_PTC-3	tumor_epithelial_score	0.25	0.75	-0.20348048210144043	0.29851238429546356
GSM7980866_PTC-3	dm1_dark_lineage_score	0.25	0.75	-0.14915159344673157	0.17704343795776367
GSM7980866_PTC-3	spatial_immune_visibility_score	0.25	0.75	-0.8292829394340515	0.4877161234617233
GSM7980866_PTC-3	spatial_hla_low_invisible_score	0.25	0.75	-0.637683242559433	0.8948901891708374
GSM7980866_PTC-3	spatial_cd8_exclusion_proxy	0.25	0.75	-0.8488348722457886	0.4678991287946701
GSM7980866_PTC-3	spatial_rai_restorable_score	0.25	0.75	-0.5830640196800232	0.5802302956581116
GSM7980866_PTC-3	spatial_drug_delivery_failure_proxy	0.25	0.75	-0.9118850396366824	0.8486781652569961
GSM7980866_PTC-3	spatial_aggressive_dedifferentiation_score	0.25	0.75	-1.0196771025657654	0.9321618676185608
GSM7980866_PTC-3	spatial_myeloid_caf_barrier_score	0.25	0.75	-0.9866220951080322	0.36944763362407684
GSM7980866_PTC-3	spatial_hla_visibility_score	0.25	0.75	-0.8292829394340515	0.4877161234617233
GSM7980867_PTC-4	rai_differentiation_score	0.25	0.75	-0.2794802188873291	0.2683083117008209
GSM7980867_PTC-4	mapk_score	0.25	0.75	-0.29590675234794617	0.22958118468523026
GSM7980867_PTC-4	hla_i_apm_score	0.25	0.75	-0.1855831891298294	0.21244367212057114
GSM7980867_PTC-4	hla_ii_apc_score	0.25	0.75	-0.32717402279376984	0.2074248567223549
GSM7980867_PTC-4	cytotoxic_t_score	0.25	0.75	-0.14549486786127092	0.026353900134563447
GSM7980867_PTC-4	ifn_activation_score	0.25	0.75	-0.15816807141527534	0.0656241443939507
GSM7980867_PTC-4	checkpoint_suppression_score	0.25	0.75	-0.06061515957117081	-0.06061515957117081
GSM7980867_PTC-4	myeloid_tam_score	0.25	0.75	-0.21407468616962433	0.0731242410838604
GSM7980867_PTC-4	caf_ecm_tgfb_score	0.25	0.75	-0.21877038478851318	0.10919037461280823
GSM7980867_PTC-4	vascular_delivery_proxy_score	0.25	0.75	-0.27333179116249084	0.17693037539720535
GSM7980867_PTC-4	vascular_barrier_negative_score	0.25	0.75	-0.34739285707473755	0.12054134532809258
GSM7980867_PTC-4	hypoxia_score	0.25	0.75	-0.4168158657848835	0.23343917727470398
GSM7980867_PTC-4	proliferation_score	0.25	0.75	-0.19105958938598633	0.10531400144100189
GSM7980867_PTC-4	tumor_epithelial_score	0.25	0.75	-0.25165708363056183	0.3744368851184845
GSM7980867_PTC-4	dm1_dark_lineage_score	0.25	0.75	-0.17244233936071396	0.2380385398864746
GSM7980867_PTC-4	spatial_immune_visibility_score	0.25	0.75	-0.7271326641345542	0.7187200827950224
GSM7980867_PTC-4	spatial_hla_low_invisible_score	0.25	0.75	-0.5577312409877777	0.7125711739063263
GSM7980867_PTC-4	spatial_cd8_exclusion_proxy	0.25	0.75	-0.9193511234627649	0.6303603139155436
GSM7980867_PTC-4	spatial_rai_restorable_score	0.25	0.75	-0.6164124011993408	0.580733597278595
GSM7980867_PTC-4	spatial_drug_delivery_failure_proxy	0.25	0.75	-0.9092382894503915	0.8688217485101543
GSM7980867_PTC-4	spatial_aggressive_dedifferentiation_score	0.25	0.75	-0.9076056182384491	0.6972458958625793
GSM7980867_PTC-4	spatial_myeloid_caf_barrier_score	0.25	0.75	-0.9717188477516174	0.46580900251865387
GSM7980867_PTC-4	spatial_hla_visibility_score	0.25	0.75	-0.7271326641345542	0.7187200827950224
GSM7980868_LPTC-1	rai_differentiation_score	0.25	0.75	-0.21808555551494163	0.23752165275315446
GSM7980868_LPTC-1	mapk_score	0.25	0.75	-0.2151293084025383	0.19335325807332993
GSM7980868_LPTC-1	hla_i_apm_score	0.25	0.75	-0.2453797236084938	0.25254611670970917
GSM7980868_LPTC-1	hla_ii_apc_score	0.25	0.75	-0.3325658291578293	0.32807910442352295
GSM7980868_LPTC-1	cytotoxic_t_score	0.25	0.75	-0.16316405534744263	0.02520663738250732
GSM7980868_LPTC-1	ifn_activation_score	0.25	0.75	-0.24978349544107914	0.08400433883070946
GSM7980868_LPTC-1	checkpoint_suppression_score	0.25	0.75	-0.1008310541510582	-0.1008310541510582
GSM7980868_LPTC-1	myeloid_tam_score	0.25	0.75	-0.3063753843307495	0.13168805092573166
GSM7980868_LPTC-1	caf_ecm_tgfb_score	0.25	0.75	-0.3139566481113434	0.15112467855215073
GSM7980868_LPTC-1	vascular_delivery_proxy_score	0.25	0.75	-0.27419428527355194	0.21703608334064484
GSM7980868_LPTC-1	vascular_barrier_negative_score	0.25	0.75	-0.40572312474250793	0.16391142457723618
GSM7980868_LPTC-1	hypoxia_score	0.25	0.75	-0.24341442994773388	0.2369614678900689
GSM7980868_LPTC-1	proliferation_score	0.25	0.75	-0.310520201921463	0.18327727913856506
GSM7980868_LPTC-1	tumor_epithelial_score	0.25	0.75	-0.19748443365097046	0.3120606988668442
GSM7980868_LPTC-1	dm1_dark_lineage_score	0.25	0.75	-0.20197115391492843	0.2293577276170254
GSM7980868_LPTC-1	spatial_immune_visibility_score	0.25	0.75	-0.8449029641176762	0.7646852066563168
GSM7980868_LPTC-1	spatial_hla_low_invisible_score	0.25	0.75	-0.6437661945819855	0.7419365644454956
GSM7980868_LPTC-1	spatial_cd8_exclusion_proxy	0.25	0.75	-1.028131160329516	0.6102017058027434
GSM7980868_LPTC-1	spatial_rai_restorable_score	0.25	0.75	-0.5928660423535237	0.7135823039594531
GSM7980868_LPTC-1	spatial_drug_delivery_failure_proxy	0.25	0.75	-0.9464464933030878	0.9072279054448927
GSM7980868_LPTC-1	spatial_aggressive_dedifferentiation_score	0.25	0.75	-1.2014220677148928	0.8789544440002688
GSM7980868_LPTC-1	spatial_myeloid_caf_barrier_score	0.25	0.75	-1.082685112953186	0.49440905451774597
GSM7980868_LPTC-1	spatial_hla_visibility_score	0.25	0.75	-0.8449029641176762	0.7646852066563168
GSM7980869_LPTC-2	rai_differentiation_score	0.25	0.75	-0.37704071402549744	0.3050021827220917
GSM7980869_LPTC-2	mapk_score	0.25	0.75	-0.24677662551403046	0.24808354675769806
GSM7980869_LPTC-2	hla_i_apm_score	0.25	0.75	-0.2180977612733841	0.2206120491027832
GSM7980869_LPTC-2	hla_ii_apc_score	0.25	0.75	-0.43283185362815857	0.35623568296432495
GSM7980869_LPTC-2	cytotoxic_t_score	0.25	0.75	-0.14783066511154175	-0.14783066511154175
GSM7980869_LPTC-2	ifn_activation_score	0.25	0.75	-0.18563486635684967	0.10441109538078308
GSM7980869_LPTC-2	checkpoint_suppression_score	0.25	0.75	-0.10362233966588974	-0.10362233966588974
GSM7980869_LPTC-2	myeloid_tam_score	0.25	0.75	-0.3058672845363617	0.15589962899684906
GSM7980869_LPTC-2	caf_ecm_tgfb_score	0.25	0.75	-0.24320264160633087	0.2075280100107193
GSM7980869_LPTC-2	vascular_delivery_proxy_score	0.25	0.75	-0.3169645369052887	0.26263749599456787
GSM7980869_LPTC-2	vascular_barrier_negative_score	0.25	0.75	-0.33291715383529663	0.2758197486400604
GSM7980869_LPTC-2	hypoxia_score	0.25	0.75	-0.39219075441360474	0.23053120076656342
GSM7980869_LPTC-2	proliferation_score	0.25	0.75	-0.18084050714969635	0.013293278403580189
GSM7980869_LPTC-2	tumor_epithelial_score	0.25	0.75	-0.5668562054634094	0.5622552633285522
GSM7980869_LPTC-2	dm1_dark_lineage_score	0.25	0.75	-0.38163405656814575	0.3920607566833496
GSM7980869_LPTC-2	spatial_immune_visibility_score	0.25	0.75	-0.8295163512229919	0.7118188738822937
GSM7980869_LPTC-2	spatial_hla_low_invisible_score	0.25	0.75	-0.8602670431137085	0.9158996343612671
GSM7980869_LPTC-2	spatial_cd8_exclusion_proxy	0.25	0.75	-0.9608892202377319	0.9298720359802246
GSM7980869_LPTC-2	spatial_rai_restorable_score	0.25	0.75	-0.666850745677948	0.5702088475227356
GSM7980869_LPTC-2	spatial_drug_delivery_failure_proxy	0.25	0.75	-1.0208029747009277	0.9635094404220581
GSM7980869_LPTC-2	spatial_aggressive_dedifferentiation_score	0.25	0.75	-0.9497226476669312	0.77280592918396
GSM7980869_LPTC-2	spatial_myeloid_caf_barrier_score	0.25	0.75	-1.0738120079040527	0.8783880472183228
GSM7980869_LPTC-2	spatial_hla_visibility_score	0.25	0.75	-0.8295163512229919	0.7118188738822937
GSM7980870_LPTC-3	rai_differentiation_score	0.25	0.75	-0.33409108221530914	0.3079005479812622
GSM7980870_LPTC-3	mapk_score	0.25	0.75	-0.36711353063583374	0.2630710154771805
GSM7980870_LPTC-3	hla_i_apm_score	0.25	0.75	-0.33256736397743225	0.29064469039440155
GSM7980870_LPTC-3	hla_ii_apc_score	0.25	0.75	-0.4159497320652008	0.30144618451595306
GSM7980870_LPTC-3	cytotoxic_t_score	0.25	0.75	-0.12359688431024551	-0.014772963244467974
GSM7980870_LPTC-3	ifn_activation_score	0.25	0.75	-0.14428579807281494	0.025449078530073166
GSM7980870_LPTC-3	checkpoint_suppression_score	0.25	0.75	-0.07172790095210076	-0.07172790095210076
GSM7980870_LPTC-3	myeloid_tam_score	0.25	0.75	-0.188726544380188	0.08297226950526237
GSM7980870_LPTC-3	caf_ecm_tgfb_score	0.25	0.75	-0.2579718977212906	0.18454495817422867
GSM7980870_LPTC-3	vascular_delivery_proxy_score	0.25	0.75	-0.3217182159423828	0.2222805619239807
GSM7980870_LPTC-3	vascular_barrier_negative_score	0.25	0.75	-0.4359779357910156	0.13606393337249756
GSM7980870_LPTC-3	hypoxia_score	0.25	0.75	-0.42946723103523254	0.3238999545574188
GSM7980870_LPTC-3	proliferation_score	0.25	0.75	-0.19096608459949493	0.015214665327221155
GSM7980870_LPTC-3	tumor_epithelial_score	0.25	0.75	-0.4956270605325699	0.45001527667045593
GSM7980870_LPTC-3	dm1_dark_lineage_score	0.25	0.75	-0.30105847120285034	0.302689865231514
GSM7980870_LPTC-3	spatial_immune_visibility_score	0.25	0.75	-1.090129554271698	0.8757747709751129
GSM7980870_LPTC-3	spatial_hla_low_invisible_score	0.25	0.75	-0.5181079506874084	0.5928957462310791
GSM7980870_LPTC-3	spatial_cd8_exclusion_proxy	0.25	0.75	-0.999638170003891	0.8039140999317169
GSM7980870_LPTC-3	spatial_rai_restorable_score	0.25	0.75	-0.6523396968841553	0.520530641078949
GSM7980870_LPTC-3	spatial_drug_delivery_failure_proxy	0.25	0.75	-0.9797296524047852	0.8700197041034698
GSM7980870_LPTC-3	spatial_aggressive_dedifferentiation_score	0.25	0.75	-0.7668824195861816	0.5686914920806885
GSM7980870_LPTC-3	spatial_myeloid_caf_barrier_score	0.25	0.75	-1.0824410319328308	0.6984566152095795
GSM7980870_LPTC-3	spatial_hla_visibility_score	0.25	0.75	-1.090129554271698	0.8757747709751129
GSM7980871_LPTC-4	rai_differentiation_score	0.25	0.75	-0.23786574229598045	0.27092739194631577
GSM7980871_LPTC-4	mapk_score	0.25	0.75	-0.264781691133976	0.2783745005726814
GSM7980871_LPTC-4	hla_i_apm_score	0.25	0.75	-0.21119430661201477	0.1997702419757843
GSM7980871_LPTC-4	hla_ii_apc_score	0.25	0.75	-0.417585551738739	0.25584857910871506
GSM7980871_LPTC-4	cytotoxic_t_score	0.25	0.75	-0.1353101283311844	-0.1353101283311844
GSM7980871_LPTC-4	ifn_activation_score	0.25	0.75	-0.25388389825820923	0.10736537352204323
GSM7980871_LPTC-4	checkpoint_suppression_score	0.25	0.75	-0.09622634947299957	-0.09622634947299957
GSM7980871_LPTC-4	myeloid_tam_score	0.25	0.75	-0.313293993473053	0.10697784274816513
GSM7980871_LPTC-4	caf_ecm_tgfb_score	0.25	0.75	-0.2713044285774231	0.12646516039967537
GSM7980871_LPTC-4	vascular_delivery_proxy_score	0.25	0.75	-0.2822858393192291	0.17985207214951515
GSM7980871_LPTC-4	vascular_barrier_negative_score	0.25	0.75	-0.3602050021290779	0.13906173035502434
GSM7980871_LPTC-4	hypoxia_score	0.25	0.75	-0.2865019962191582	0.2640385702252388
GSM7980871_LPTC-4	proliferation_score	0.25	0.75	-0.3965763747692108	0.2075641192495823
GSM7980871_LPTC-4	tumor_epithelial_score	0.25	0.75	-0.22243664786219597	0.39087993651628494
GSM7980871_LPTC-4	dm1_dark_lineage_score	0.25	0.75	-0.15242166444659233	0.2523587942123413
