sample_id	condition	label_set	observed	null_mean	null_sd	z	empirical_p
GSM7980860_N-1	normal	niche_label	0.28000792942809	0.22428833382892258	0.0037922172241795175	14.693144486527375	0.001996007984031936
GSM7980860_N-1	normal	rai_differentiation_score_high_low	0.5246307860045594	0.374881851521459	0.004340917303003538	34.49707147829956	0.001996007984031936
GSM7980860_N-1	normal	rai_differentiation_score_moran	0.5185521738480988				
GSM7980860_N-1	normal	hla_i_apm_score_high_low	0.4280899990088215	0.374486966002577	0.0042199804596452966	12.702199339271345	0.001996007984031936
GSM7980860_N-1	normal	hla_i_apm_score_moran	0.21014575161655782				
GSM7980860_N-1	normal	caf_ecm_tgfb_score_high_low	0.4184260085241352	0.37515730002973535	0.004383622416379484	9.870537282756274	0.001996007984031936
GSM7980860_N-1	normal	caf_ecm_tgfb_score_moran	0.2423069677259166				
GSM7980860_N-1	normal	myeloid_tam_score_high_low					
GSM7980860_N-1	normal	myeloid_tam_score_moran	0.03441589525191211				
GSM7980860_N-1	normal	hypoxia_score_high_low	0.411884230349886	0.3436251362870453	0.004392425342015934	15.540183098823661	0.001996007984031936
GSM7980860_N-1	normal	hypoxia_score_moran	0.09299685348534671				
GSM7980860_N-1	normal	spatial_drug_delivery_failure_proxy_high_low	0.3935474278917633	0.37466785608088016	0.0042180421357864446	4.475908775473403	0.001996007984031936
GSM7980860_N-1	normal	spatial_drug_delivery_failure_proxy_moran	0.06552195651578213				
GSM7980861_N-2	normal	niche_label	0.3565034228541338	0.30110312445146564	0.0037273120097345803	14.8633380457498	0.001996007984031936
GSM7980861_N-2	normal	rai_differentiation_score_high_low	0.49956117254695454	0.37465350184307533	0.004464388830346628	27.9786719863693	0.001996007984031936
GSM7980861_N-2	normal	rai_differentiation_score_moran	0.4630823433669764				
GSM7980861_N-2	normal	hla_i_apm_score_high_low	0.4789801649991223	0.3745707389854309	0.0042752735529894914	24.42169482714924	0.001996007984031936
GSM7980861_N-2	normal	hla_i_apm_score_moran	0.3568341905338168				
GSM7980861_N-2	normal	caf_ecm_tgfb_score_high_low	0.4444444444444444	0.3746678076180446	0.004388781285344081	15.898864010246376	0.001996007984031936
GSM7980861_N-2	normal	caf_ecm_tgfb_score_moran	0.2256697488097233				
GSM7980861_N-2	normal	myeloid_tam_score_high_low	0.5541074249605056	0.4915987361769353	0.0037630640957729933	16.611114557890627	0.001996007984031936
GSM7980861_N-2	normal	myeloid_tam_score_moran	0.19244324087170847				
GSM7980861_N-2	normal	hypoxia_score_high_low	0.4358434263647534	0.3747780410742496	0.004152282977281375	14.70646042782111	0.001996007984031936
GSM7980861_N-2	normal	hypoxia_score_moran	0.14674719871092698				
GSM7980861_N-2	normal	spatial_drug_delivery_failure_proxy_high_low	0.3971388450061436	0.37462603124451466	0.003994749078601229	5.635601465489757	0.001996007984031936
GSM7980861_N-2	normal	spatial_drug_delivery_failure_proxy_moran	0.08756598251449962				
GSM7980862_N-3	normal	niche_label	0.26466666666666666	0.22847444444444442	0.0035102497697829882	10.310440736660093	0.001996007984031936
GSM7980862_N-3	normal	rai_differentiation_score_high_low	0.4444444444444444	0.3748547407407408	0.00405928706484297	17.143331474734126	0.001996007984031936
GSM7980862_N-3	normal	rai_differentiation_score_moran	0.2668429074507377				
GSM7980862_N-3	normal	hla_i_apm_score_high_low	0.4275555555555556	0.37483992592592597	0.003850274713661224	13.691394393908675	0.001996007984031936
GSM7980862_N-3	normal	hla_i_apm_score_moran	0.20807038250858953				
GSM7980862_N-3	normal	caf_ecm_tgfb_score_high_low	0.41474074074074074	0.3747045185185185	0.003810634357768961	10.506445505745805	0.001996007984031936
GSM7980862_N-3	normal	caf_ecm_tgfb_score_moran	0.1635017331216448				
GSM7980862_N-3	normal	myeloid_tam_score_high_low					
GSM7980862_N-3	normal	myeloid_tam_score_moran	0.09632863424687386				
GSM7980862_N-3	normal	hypoxia_score_high_low	0.3895925925925926	0.3748714814814815	0.003822590005159176	3.851082928392179	0.001996007984031936
GSM7980862_N-3	normal	hypoxia_score_moran	0.04057782946509025				
GSM7980862_N-3	normal	spatial_drug_delivery_failure_proxy_high_low	0.3811851851851852	0.3752786666666667	0.0038813248716396322	1.5217789579214789	0.059880239520958084
GSM7980862_N-3	normal	spatial_drug_delivery_failure_proxy_moran	0.030200477290107403				
GSM7980863_N-4	normal	niche_label	0.24541207874541207	0.21883917250583917	0.00436500982162923	6.087708235592152	0.001996007984031936
GSM7980863_N-4	normal	rai_differentiation_score_high_low	0.43966188410632856	0.3746117228339451	0.004919707391479474	13.222363871689796	0.001996007984031936
GSM7980863_N-4	normal	rai_differentiation_score_moran	0.3592381394610734				
GSM7980863_N-4	normal	hla_i_apm_score_high_low	0.4007340674007341	0.37435813591369144	0.004618704263331503	5.71067771029304	0.001996007984031936
GSM7980863_N-4	normal	hla_i_apm_score_moran	0.08709558212544918				
GSM7980863_N-4	normal	caf_ecm_tgfb_score_high_low	0.41185630074518964	0.37464186408630856	0.004867077533114203	7.646156529392576	0.001996007984031936
GSM7980863_N-4	normal	caf_ecm_tgfb_score_moran	0.20084248430931284				
GSM7980863_N-4	normal	myeloid_tam_score_high_low					
GSM7980863_N-4	normal	myeloid_tam_score_moran	0.012681500747564084				
GSM7980863_N-4	normal	hypoxia_score_high_low	0.3834946057168279	0.37463040818596377	0.004664615668899093	1.9003060830853422	0.033932135728542916
GSM7980863_N-4	normal	hypoxia_score_moran	0.04172259785691298				
GSM7980863_N-4	normal	spatial_drug_delivery_failure_proxy_high_low	0.37765543321098877	0.37454654654654657	0.004660484290724881	0.6670737353689592	0.2694610778443114
GSM7980863_N-4	normal	spatial_drug_delivery_failure_proxy_moran	0.02041496511749054				
GSM7980864_PTC-1	PTC	niche_label	0.45199881111606477	0.27762565017090207	0.004575054428700666	38.11389867872793	0.001996007984031936
GSM7980864_PTC-1	PTC	rai_differentiation_score_high_low	0.5591469757764899	0.3747527121414772	0.004995572008247071	36.911541527296684	0.001996007984031936
GSM7980864_PTC-1	PTC	rai_differentiation_score_moran	0.5783639922211554				
GSM7980864_PTC-1	PTC	hla_i_apm_score_high_low	0.5246693416555209	0.3749576460098083	0.005484278205254619	27.298340828565234	0.001996007984031936
GSM7980864_PTC-1	PTC	hla_i_apm_score_moran	0.49524107756791763				
GSM7980864_PTC-1	PTC	caf_ecm_tgfb_score_high_low	0.5472581364244316	0.37456694902660126	0.005332537306754876	32.384431174832564	0.001996007984031936
GSM7980864_PTC-1	PTC	caf_ecm_tgfb_score_moran	0.5773518521236656				
GSM7980864_PTC-1	PTC	myeloid_tam_score_high_low	0.475925100312082	0.3455867142220241	0.005690883791587442	22.90301311067551	0.001996007984031936
GSM7980864_PTC-1	PTC	myeloid_tam_score_moran	0.2966851750456812				
GSM7980864_PTC-1	PTC	hypoxia_score_high_low	0.46968345965225144	0.37480219943528015	0.005338004209552236	17.774669425547373	0.001996007984031936
GSM7980864_PTC-1	PTC	hypoxia_score_moran	0.18679654175138613				
GSM7980864_PTC-1	PTC	spatial_drug_delivery_failure_proxy_high_low	0.46299598751671867	0.3741303314013969	0.005284906074185624	16.81499252170068	0.001996007984031936
GSM7980864_PTC-1	PTC	spatial_drug_delivery_failure_proxy_moran	0.32727065349325185				
GSM7980865_PTC-2	PTC	niche_label	0.3362949346405229	0.2717041122004357	0.003250917817003611	19.868488247303926	0.001996007984031936
GSM7980865_PTC-2	PTC	rai_differentiation_score_high_low	0.5139229302832244	0.3747250816993464	0.0036196589056208257	38.456067881899926	0.001996007984031936
GSM7980865_PTC-2	PTC	rai_differentiation_score_moran	0.43226284083980454				
GSM7980865_PTC-2	PTC	hla_i_apm_score_high_low	0.4501293572984749	0.37471500544662306	0.0038032886644324246	19.828721536998074	0.001996007984031936
GSM7980865_PTC-2	PTC	hla_i_apm_score_moran	0.3010374868454976				
GSM7980865_PTC-2	PTC	caf_ecm_tgfb_score_high_low	0.4840686274509804	0.3749577205882353	0.0037777971729529235	28.882150593981816	0.001996007984031936
GSM7980865_PTC-2	PTC	caf_ecm_tgfb_score_moran	0.34510803741580165				
GSM7980865_PTC-2	PTC	myeloid_tam_score_high_low	0.4209899237472767	0.3450934095860566	0.0037951282974104557	19.998405380130844	0.001996007984031936
GSM7980865_PTC-2	PTC	myeloid_tam_score_moran	0.1794865996193458				
GSM7980865_PTC-2	PTC	hypoxia_score_high_low	0.40836056644880175	0.37488344226579523	0.0038100186065060763	8.786603856957603	0.001996007984031936
GSM7980865_PTC-2	PTC	hypoxia_score_moran	0.11677051289567476				
