label	n	fraction	top_score_drivers	multi_axis_support_n_abs_median_z_ge_0_5	median_rai_differentiation_score	iqr_rai_differentiation_score	median_immune_visibility_score	iqr_immune_visibility_score	median_cd8_exclusion_proxy	iqr_cd8_exclusion_proxy	median_drug_delivery_failure_proxy	iqr_drug_delivery_failure_proxy	median_aggressive_dedifferentiation_score	iqr_aggressive_dedifferentiation_score	median_hla_i_apm_score	iqr_hla_i_apm_score	median_caf_ecm_tgfb_score	iqr_caf_ecm_tgfb_score	median_myeloid_tam_score	iqr_myeloid_tam_score	median_cytotoxic_t_score	iqr_cytotoxic_t_score
RAI-readable differentiated	127	0.2514851485148515	RAI differentiation=1.27; Aggressive dediff.=-1.09; Delivery failure proxy=-0.97; HLA/APM=-0.96	9	0.8630544291901905	0.3798510493622125	-1.7354342219131245	1.9431754020321121	-0.931506218081199	1.3569640135696708	-1.925705681818346	1.4246341452948998	-2.298936764610444	2.35692878092515	-0.7749493339796013	0.7832875679848375	-0.4406078553393505	0.7353376649257112	-0.7236201031844017	1.2426291794222546	-0.4995063102361913	1.0965239276093643
Mixed/Other	125	0.24752475247524752	Myeloid/TAM=-0.29; CAF/ECM=-0.28; RAI differentiation=-0.27; CD8 exclusion=-0.22	0	-0.1856496887428759	0.4914739786902161	-0.3042898387984133	1.3424788891168251	-0.2902995503982154	1.1194376335852305	-0.2256862095850871	1.7061906319187097	0.168066113897265	1.3999440603542768	-0.036464498536896	0.6660003532663505	-0.1872111872711688	0.7038830633785322	-0.2449034552286441	0.6967568931978025	-0.1714467028490636	0.6588198776997435
Drug-delivery barrier-high	105	0.2079207920792079	Delivery failure proxy=1.14; CAF/ECM=0.78; CD8 exclusion=0.75; HLA/APM=0.70	8	-0.4479076485357761	0.5217077083525433	1.0872484399151154	2.478012892281909	0.9889291775902304	1.1942900096625109	2.2781203426718166	1.0458796900328535	1.308390697687575	1.2418852524204833	0.5687826566585737	0.9799830409073623	0.5257075190505756	0.7688047249783746	0.5844954643067081	0.8742135546087565	0.3372474796451853	1.2415998408099167
HLA-visible inflamed	44	0.08712871287128712	Immune visibility=1.21; cytotoxic_t_score=1.15; HLA/APM=1.13; Myeloid/TAM=0.98	4	-0.0863802313388917	0.6024519271065425	2.3063561516451587	1.3419766340482866	-0.31605176500883103	1.2271359364625376	0.46135496530408737	1.7260205133942899	0.488090091355417	1.5253678784666744	0.9148039236889389	0.5981554482582682	0.07396986153342594	0.6269571637458251	0.8359080036040454	0.7465893055687085	0.9899572200247078	0.6523720846803159
CD8-excluded myeloid/CAF-high	42	0.08316831683168317	CD8 exclusion=0.98; CAF/ECM=0.85; Myeloid/TAM=0.40; Delivery failure proxy=0.38	2	-0.12127007520172725	0.466708933763753	-0.3538257143014413	1.183024400798121	1.2980667013433627	0.6545877174863926	0.7528060370700456	1.0360809493894054	0.7813197577546276	1.4446906119617582	-0.06200662445011495	0.6226341416605996	0.5748738399843956	0.4504427668854148	0.3418159750412204	0.6726453330650108	-0.1737555849154431	0.7093029741627098
HLA-low immune-invisible	32	0.06336633663366337	HLA/APM=-0.76; Delivery failure proxy=-0.62; Immune visibility=-0.57; cytotoxic_t_score=-0.43	3	0.0769237380373915	0.46619667272155474	-1.0950033520952405	1.1963885939651298	-0.291059442425737	1.0786713355223667	-1.227987407306292	2.5653069022377	0.42137491741787336	1.2395204384705414	-0.616648619424056	0.5769776232611625	-0.1263588411946587	0.49222104527432875	-0.20882339544799738	0.823754109693861	-0.37402062683298143	0.4998734276029155
RAI-low dedifferentiated	30	0.0594059405940594	Aggressive dediff.=1.44; RAI differentiation=-1.20; Delivery failure proxy=0.93; Myeloid/TAM=0.68	6	-0.8158427757533949	0.6253846786199192	0.21643686338769194	2.510235363197689	0.8772897521528685	1.8685772909545628	1.8476219644809375	1.5718715370855938	3.0403412731603385	1.809506458840144	0.10468893707603885	0.8516549152265807	0.44710768171111814	1.3634858311095401	0.5826312577302166	0.8738661932346434	0.0921568465207739	1.2425025350465244
