ModelID	OncotreeLineage	DM1_like_score	DM1_high	HLA1_dm_module	HLA2_dm_module	MYC	NAMPT
ACH-000944	Lymphoid	1.562464719239404	1	0.38772773868066857	1.6369706328308393	7.9601007	5.891531
ACH-001172	CNS/Brain	1.4268270232158753	0	0.9453019973972486	0.06814251904079009	2.3550923	5.27324
ACH-000561	Esophagus/Stomach	1.575517189252337	1	-0.4210278836057195	-0.49006506703297315	5.980594	7.7644405
ACH-001648	Prostate	1.5352682839068503	0	-0.030119506269168185	-0.3032883182710266	8.288326	8.720121
ACH-000204	Lymphoid	1.562464719239404	1	1.0119280036082454	1.3623397990610344	8.42823	7.97006
ACH-001164	Soft Tissue	1.5942343862182096	1	-1.2029320386648046	-0.6679086316827395	7.4099083	7.1763625
ACH-000160	CNS/Brain	1.4268270232158753	0	-0.5257032539769461	-0.6208929452090178	6.4500117	5.6309295
ACH-001347	Head and Neck	1.49472222219304	0	1.041727615112448	-0.27583516094036387	7.0473423	7.0761313
ACH-000268	Biliary Tract	1.5516951232531389	1	-0.5673632725632212	-0.5639872303752392	6.909257	5.8393826
ACH-001341	Cervix	1.5327607820549467	0	0.28157950230701123	1.431307127740031	8.407145	7.4883785
ACH-000714	Lymphoid	1.562464719239404	1	0.36039021005205835	0.651614034590534	8.689443	6.3359046
ACH-000937	Lymphoid	1.562464719239404	1	0.6405063780143765	-0.21013656648128076	5.3959503	5.4852467
ACH-000763	Lymphoid	1.562464719239404	1	0.5179933049845648	0.7615151776495521	7.915228	6.7759724
ACH-001673	Biliary Tract	1.5516951232531389	1	0.3400619370119532	-0.6046228106952072	7.1153665	9.138139
ACH-000326	Myeloid	1.631754677029301	1	-0.2122051998007243	0.3053271382618925	7.822029	6.9264855
ACH-000901	Lung	1.4273774475579395	0	-0.018178421889908286	-0.20908152880109035	6.963601	9.328402
ACH-000511	Lung	1.4273774475579395	0	0.09687265748866529	0.4335108557043817	5.9928703	7.051655
ACH-002077	Lung	1.4273774475579395	0	0.38226594231750277	-0.1710786548883079	1.2823509	6.6724396
ACH-000583	Lymphoid	1.562464719239404	1	0.21109724961803808	2.5667593689157404	7.91405	7.188688
ACH-000836	Head and Neck	1.49472222219304	0	0.224505156656745	-0.1774676989792768	5.702774	6.6101227
ACH-000975	Lung	1.4273774475579395	0	0.23804848747113133	-0.1721438173033181	6.433335	7.2018495
ACH-000467	Bowel	1.6297219961170546	1	0.35903221638046745	-0.21925076390442824	7.1830397	5.320344
ACH-000671	Liver	1.348589618399393	0	-1.5546821667873256	-0.43602491593880455	5.6693473	5.5501432
ACH-002708	Soft Tissue	1.5942343862182096	1	0.2703735570788322	-0.48520017439329366	6.486389	8.532216
ACH-000864	Uterus	1.5238441904777118	0	-1.560906752584649	-0.6222497042536126	6.8516617	6.1535764
ACH-000556	Cervix	1.5327607820549467	0	0.41039077828082793	-0.3924680804854946	3.842466	5.702145
ACH-001858	Biliary Tract	1.5516951232531389	1	0.585935985426614	-0.3482608523013749	6.641387	7.9838314
ACH-001461	Bowel	1.6297219961170546	1	-0.6017841589089606	-0.37639236811473253	6.9692655	5.4108872
ACH-000890	Lung	1.4273774475579395	0	0.1787091852625239	-0.42425636038038883	6.0271606	6.419104
ACH-001692	Head and Neck	1.49472222219304	0	0.9202873318635272	-0.43661781208569755	6.6326275	7.259009
ACH-000562	Lung	1.4273774475579395	0	0.917065892263568	0.5600050447287103	6.4942875	6.121146
ACH-001669	Lymphoid	1.562464719239404	1	0.39952043435231527	0.959162193263056	8.186932	6.211604
ACH-000834	Bladder/Urinary Tract	1.6050912802741992	1	-0.27735435903844396	-0.3468165648312708	6.1564126	7.0210576
ACH-000565	Bowel	1.6297219961170546	1	0.41809968889304167	-0.08590662439620507	7.2475195	6.3878813
ACH-002080	Peripheral Nervous System	1.3768230067352456	0	-1.3319169721645499	-0.4979804255547097	1.5673751	6.1887193
ACH-000770	Myeloid	1.631754677029301	1	0.976109984681716	0.6598033452499287	7.5652466	6.1179943
ACH-000507	Esophagus/Stomach	1.575517189252337	1	-0.4497748965108337	1.7640813534909645	6.4452267	6.518631
ACH-000022	Pancreas	1.6551114651970629	1	-0.5023160930132399	-0.6209883771577637	6.0191503	5.541236
ACH-001668	Testis	1.5860557594957223	1	-1.6403480697564095	-0.18779324945532347	3.5000117	5.086321
ACH-000334	Lymphoid	1.562464719239404	1	-0.7473840837109031	0.8996630791362347	8.759289	7.5680623
ACH-000374	Breast	1.6357488697694451	1	0.617934182573041	0.20349897505924489	7.4060435	5.736153
ACH-000519	Lymphoid	1.562464719239404	1	-0.047309966870247085	-0.6208965983817698	6.4178677	6.386321
ACH-002003	Skin	1.6404157471292853	1	-0.04728002267907635	1.065707986801412	3.4792047	7.330146
ACH-000148	Breast	1.6357488697694451	1	0.6116189574514143	-0.5575792247130029	6.039838	6.6263895
ACH-002461	Skin	1.6404157471292853	1	0.6863149799188578	2.531678001425701	5.7160964	7.2770643
ACH-000646	Ovary/Fallopian Tube	1.4778614424663126	0	-0.8816825837715867	-0.15055783075720633	3.5110884	3.4139867
ACH-003190	Soft Tissue	1.5942343862182096	1	-0.5752413525605076	-0.4254797852726763	3.781066	5.606395
ACH-000040	CNS/Brain	1.4268270232158753	0	0.4057664364300628	-0.05304741038647471	5.24618	6.6242003
ACH-000430	Ovary/Fallopian Tube	1.4778614424663126	0	-0.13322200683742247	-0.4316252028544308	6.6622624	8.849836
ACH-001041	Skin	1.6404157471292853	1	-0.27761436407920675	-0.5371037945175715	7.6154604	6.9293056
ACH-001977	Pleura	1.576214441583399	1	0.1791528046102199	-0.6927889401478664	6.461938	8.038107
ACH-000370	CNS/Brain	1.4268270232158753	0	1.0534986899765324	0.06486935461264647	1.8587887	7.3478603
ACH-001630	Ovary/Fallopian Tube	1.4778614424663126	0	-0.27208903557891845	-0.3186516730174919	6.5098066	5.8799925
ACH-000437	CNS/Brain	1.4268270232158753	0	0.7732386635350409	0.5735039077146336	5.165767	8.508329
ACH-000498	Myeloid	1.631754677029301	1	-0.03550585594167538	1.8920618297076508	7.8010683	4.537234
ACH-001392	Breast	1.6357488697694451	1	-0.8845990850523585	-0.5468200028998933	4.591548	4.727572
ACH-000503	Head and Neck	1.49472222219304	0	0.08312091455289031	-0.43546577950026966	6.529157	8.953315
ACH-000403	Bowel	1.6297219961170546	1	0.6726864662540253	0.06405879618829995	6.423889	6.852598
ACH-000318	Esophagus/Stomach	1.575517189252337	1	-0.5698631261559174	-0.2444232537060412	5.493641	5.879777
ACH-000928	Uterus	1.5238441904777118	0	-0.6656753678381031	-0.34347201453640763	5.4782763	5.7870617
ACH-000889	Lymphoid	1.562464719239404	1	0.06599098228688964	0.9292133661633742	8.883535	7.1750555
ACH-000799	Skin	1.6404157471292853	1	0.5547092920297532	1.92906091563703	3.9073617	6.39467
ACH-001623	CNS/Brain	1.4268270232158753	0	0.2637504644436871	-0.6020064492277745	5.518091	7.932203
ACH-000736	Esophagus/Stomach	1.575517189252337	1	0.2944631883608939	-0.2417240515106227	6.3032384	6.398901
ACH-000876	Breast	1.6357488697694451	1	0.4759294308662394	-0.0012583928306895882	4.986461	5.925461
ACH-001232	CNS/Brain	1.4268270232158753	0	1.4776704130230358	-0.4582053546649581	5.2018375	7.7197723
ACH-001618	Myeloid	1.631754677029301	1	-0.6396095431970847	-0.6176460311207382	8.262175	5.8818064
ACH-002650	Lung	1.4273774475579395	0	-1.0028331595885984	-0.2407793879640383	5.500789	6.7076902
ACH-000235	Pancreas	1.6551114651970629	1	0.36142012018699105	-0.2364262538436521	5.429087	7.482695
ACH-000381	Bowel	1.6297219961170546	1	0.44994473938813273	-0.5536732654713398	6.9734163	6.5351744
ACH-001993	Lymphoid	1.562464719239404	1	0.6179926749228882	1.6532800724258747	8.621722	5.9631643
ACH-001301	Peripheral Nervous System	1.3768230067352456	0	-1.0903499722865129	-0.4566045644032371	0.1837609	6.325741
ACH-000187	Lung	1.4273774475579395	0	-0.5322650836849089	-0.5612452237095404	8.943696	6.4476914
ACH-000569	Pleura	1.576214441583399	1	0.6612631561246678	-0.6047367591338665	7.45711	6.5674467
ACH-000668	Breast	1.6357488697694451	1	0.781236824758091	0.33305148692567255	5.5818543	7.4035487
ACH-000263	Myeloid	1.631754677029301	1	-0.5000728832436835	0.030389836232033507	8.587278	5.285487
ACH-000924	Lung	1.4273774475579395	0	-0.4672751524486861	-0.47860461062058923	5.550516	9.265383
ACH-001450	Lymphoid	1.562464719239404	1	-0.1989416342604402	2.175663858550648	9.078007	5.4299474
ACH-000296	Bowel	1.6297219961170546	1	-1.2503382736804276	-0.36839397926276746	4.908563	6.1064634
ACH-000713	Ovary/Fallopian Tube	1.4778614424663126	0	0.5279504219330908	0.25882464786659815	4.8708973	7.0758963
ACH-001360	Cervix	1.5327607820549467	0	-0.5114529289452304	-0.48592380845333727	5.299644	4.7925014
ACH-000273	CNS/Brain	1.4268270232158753	0	1.78711327968111	-0.28266668346772233	4.233819	5.633251
ACH-000639	Lung	1.4273774475579395	0	-1.2558382783907471	-0.4745658016402238	8.286373	5.6543612
ACH-000094	Pancreas	1.6551114651970629	1	0.23810902216238697	-0.36682682009411866	7.1570134	7.4403377
ACH-000361	Liver	1.348589618399393	0	0.23075784948201505	0.544996829279257	6.6081896	6.1540647
ACH-000719	Ovary/Fallopian Tube	1.4778614424663126	0	0.03562245229031721	-0.46033578263276537	5.6914115	4.189081
ACH-001396	Breast	1.6357488697694451	1	-0.9035542584722076	-0.3588617504549813	6.160777	6.062104
ACH-001848	Biliary Tract	1.5516951232531389	1	0.1880617318233006	0.07797845452419887	4.470719	8.746746
ACH-000339	Lung	1.4273774475579395	0	0.05834385489267144	-0.45775559038428576	5.6294966	6.782841
ACH-002048	Soft Tissue	1.5942343862182096	1	-1.3940199715623924	-0.5812031188355692	6.6733446	5.9364495
ACH-002486	Ovary/Fallopian Tube	1.4778614424663126	0	-0.30955605254822743	-0.44588363582000684	7.398145	6.560527
ACH-002711	Head and Neck	1.49472222219304	0	-0.3630709922792677	-0.7236963139050028	6.4102783	4.8778324
ACH-000215	CNS/Brain	1.4268270232158753	0	1.3102564647883759	0.32355873196411183	3.9480867	7.4429517
ACH-000407	Uterus	1.5238441904777118	0	-0.599024701894694	-0.6012803203641216	7.9226675	6.081815
ACH-002027	Uterus	1.5238441904777118	0	0.054791586053927116	-0.009621565203122226	6.7060747	4.7696714
ACH-001278	Ovary/Fallopian Tube	1.4778614424663126	0	-0.6582273830850953	-0.5443245965452966	7.0726523	6.440995
ACH-001419	Breast	1.6357488697694451	1	-1.0971468954309984	-0.6377734111648219	6.2914286	7.9923267
ACH-000865	Esophagus/Stomach	1.575517189252337	1	-0.4592428423022299	-0.5389511764876014	8.774451	6.4901175
ACH-001523	Skin	1.6404157471292853	1	0.34716219684538857	-0.4292825574531593	5.7994967	8.369641
ACH-002030	Head and Neck	1.49472222219304	0	-0.4942556999004968	0.07424105654450425	5.84831	7.1653695
ACH-000024	Lymphoid	1.562464719239404	1	0.5144541590499865	-0.11670483222458837	7.961056	7.48142
ACH-000599	Pancreas	1.6551114651970629	1	0.2733051767338453	0.38772898617953633	6.178131	5.9909706
ACH-000303	Esophagus/Stomach	1.575517189252337	1	0.6551894913431292	0.547286530324936	7.0102205	9.057038
ACH-001551	Skin	1.6404157471292853	1	-0.3722910704235078	-0.44450987035075307	3.4583452	7.8621974
ACH-000793	Esophagus/Stomach	1.575517189252337	1	0.3948006898792355	0.1352460802452851	6.8073034	6.8862696
ACH-002511	Skin	1.6404157471292853	1	0.8773987982648556	2.306145199363326	5.8715186	7.4653625
ACH-000286	Bowel	1.6297219961170546	1	-0.6100933691129046	-0.17745170841366784	6.3526225	5.6749153
ACH-000250	Kidney	1.429984759980122	0	0.7755311095332743	-0.25557216004799077	5.1007967	8.158882
ACH-000299	Myeloid	1.631754677029301	1	-0.2754993149014115	0.6518928844334091	6.821774	4.8426623
ACH-000139	Pancreas	1.6551114651970629	1	0.8688249557722731	-0.25251201798256434	6.058656	6.3164463
ACH-001735	Lymphoid	1.562464719239404	1	0.20569755169333326	1.9352121776617135	8.361155	5.8845344
ACH-001389	Breast	1.6357488697694451	1	0.2370323835215853	-0.0877408495417803	7.034854	6.8542824
ACH-001183	Bladder/Urinary Tract	1.6050912802741992	1	-0.4451061514797062	-0.5815883610094722	7.368192	7.5571265
ACH-000551	Myeloid	1.631754677029301	1	-0.6968542513098228	-0.43136040566514056	6.567483	7.3361583
ACH-001163	Kidney	1.429984759980122	0	-0.7645987077805295	-0.600968372045516	7.6237497	6.9838486
ACH-000037	Soft Tissue	1.5942343862182096	1	0.16565821416586318	-0.468449492977282	5.617742	6.6341763
ACH-000420	Liver	1.348589618399393	0	-0.35746131341239046	-0.41595091848268134	6.4391413	5.411874
ACH-000336	Myeloid	1.631754677029301	1	-0.12010196749310804	-0.4659451895102489	7.2357078	5.934894
ACH-000486	Bladder/Urinary Tract	1.6050912802741992	1	-0.2885750209809464	0.013843432578918695	5.235834	4.884676
ACH-001557	Pleura	1.576214441583399	1	0.24254912839072706	-0.6426720471335627	5.8312516	8.376039
ACH-000247	Esophagus/Stomach	1.575517189252337	1	-0.17598852354014058	-0.5443686610116875	7.119242	5.3159685
ACH-000947	Ovary/Fallopian Tube	1.4778614424663126	0	-0.21342553139225962	-0.21955307098133123	5.8302174	5.12372
ACH-000807	CNS/Brain	1.4268270232158753	0	0.36115920881226815	-0.6324524685824885	6.6326	5.5012417
ACH-000476	Liver	1.348589618399393	0	-0.1434773732104168	0.30654697941526343	5.614124	6.380217
ACH-000525	Lung	1.4273774475579395	0	-1.6106514224014439	-0.650545404528428	8.861124	5.6571026
ACH-000853	Lung	1.4273774475579395	0	-0.1827965210997344	-0.2675190304653002	4.624066	5.6644545
ACH-000479	CNS/Brain	1.4268270232158753	0	0.5113054603575712	-0.32008709908675714	5.58428	6.84186
ACH-001664	Esophagus/Stomach	1.575517189252337	1	-0.457223074976355	-0.3103472769946808	7.7678466	6.650286
ACH-002705	Esophagus/Stomach	1.575517189252337	1	0.36958583236259557	0.7089173740884179	6.521588	6.5189805
ACH-002490	Lung	1.4273774475579395	0	0.12048460015507287	-0.4312415738812958	5.2348924	6.312558
ACH-000015	Lung	1.4273774475579395	0	-1.3771409287948362	-0.6427594824037338	5.974171	6.524134
ACH-001683	Breast	1.6357488697694451	1	-0.757849875644807	-0.42728302155600567	5.0864863	7.0540886
ACH-001990	Skin	1.6404157471292853	1	-0.19769104813074428	-0.4388100368973235	7.035492	9.210328
ACH-001647	Myeloid	1.631754677029301	1	-0.05648531468889901	-0.44611393407210503	6.8931317	5.622737
ACH-002043	Head and Neck	1.49472222219304	0	-0.1637602446472238	-0.14062377273743662	7.1467366	5.272374
ACH-001649	Prostate	1.5352682839068503	0	0.7223425238028255	0.03586003391726037	7.85974	6.156409
ACH-000155	Pancreas	1.6551114651970629	1	0.146412494075145	0.32993749185169535	4.937076	6.458945
ACH-003177	Soft Tissue	1.5942343862182096	1	-0.07751649831081912	-0.26064107215821963	6.493279	7.562311
ACH-000683	Bowel	1.6297219961170546	1	-0.31393715413643764	-0.09028379334274454	7.6088166	8.743754
ACH-000655	CNS/Brain	1.4268270232158753	0	0.37620636860671225	-0.35043828240105807	5.7590785	6.5296197
ACH-000145	Soft Tissue	1.5942343862182096	1	0.13932134177948693	-0.08742198188944267	5.931962	7.125951
ACH-001495	Uterus	1.5238441904777118	0	0.2849140596128688	0.4325041356286266	4.7481823	4.911629
ACH-000188	Head and Neck	1.49472222219304	0	0.36328072955704016	-0.517202477565054	5.613361	6.3616576
ACH-000146	Myeloid	1.631754677029301	1	0.40214957870037815	0.16214408785712775	7.144342	4.5545154
ACH-000415	Head and Neck	1.49472222219304	0	-0.2945145014004699	0.33513913463694595	5.9977326	5.14604
ACH-001518	Uterus	1.5238441904777118	0	-0.1024004485169567	0.04839931750879279	7.607567	6.8296466
ACH-001625	Head and Neck	1.49472222219304	0	-0.029425832492307784	-0.6727399663065604	6.793623	7.107625
ACH-002400	Breast	1.6357488697694451	1	0.4879407681468083	1.1770378647432562	7.087781	11.046462
ACH-000851	Lung	1.4273774475579395	0	-0.46314460320550677	-0.39479234239015887	6.4216523	7.4403377
ACH-000824	Esophagus/Stomach	1.575517189252337	1	0.2092008611993761	-0.11172027386779039	8.108457	6.7675223
ACH-000983	Myeloid	1.631754677029301	1	0.1667555748309063	-0.5500135211919454	8.700717	6.3903117
ACH-000541	Lymphoid	1.562464719239404	1	0.7596171205606732	0.2939416133830002	9.029365	7.477386
ACH-002460	Skin	1.6404157471292853	1	0.8160688668524293	2.050832834152805	3.2846103	8.6481495
ACH-000111	Breast	1.6357488697694451	1	0.5498823667188625	0.015740408834615718	6.4206896	6.8314214
ACH-002463	Eye	1.537454049548816	0	0.3565498075578689	-0.6617728934459697	5.622968	5.5928874
ACH-002928	Skin	1.6404157471292853	1	-0.22526745610451404	-0.3570956465974405	5.5886874	7.902791
ACH-000618	Head and Neck	1.49472222219304	0	-0.4278896984183286	-0.5675236580686801	6.8624144	7.133892
ACH-000470	Bowel	1.6297219961170546	1	0.11649105073964316	-0.07364792548673069	7.1645045	6.1051774
ACH-002039	Pancreas	1.6551114651970629	1	-0.17665098272781535	-0.7151191703912015	7.9854264	9.481468
ACH-000118	Pancreas	1.6551114651970629	1	0.5948014715674331	-0.3181772091846609	6.7825656	6.549053
ACH-000614	Skin	1.6404157471292853	1	-0.02336484028974374	1.823012745102875	6.9174557	8.808919
ACH-001338	Peripheral Nervous System	1.3768230067352456	0	-2.00332229800305	-0.706981671872128	0.5400362	7.6098657
ACH-001804	Soft Tissue	1.5942343862182096	1	-0.47925683055549806	-0.6852307783741051	5.808581	6.175309
ACH-001386	Lung	1.4273774475579395	0	-1.1188509097389412	-0.6550345128813919	8.738467	6.7933755
ACH-003012	Lung	1.4273774475579395	0	-0.8971376452409369	-0.49399335135461464	5.5676794	9.646155
ACH-001525	Cervix	1.5327607820549467	0	0.5694984300280351	0.0799733504763218	6.351699	8.357024
ACH-001539	Lymphoid	1.562464719239404	1	0.0009234453862080795	1.8311528606488716	7.982292	5.8971605
ACH-000014	Skin	1.6404157471292853	1	0.3091183024519273	1.8404972265788435	3.6480742	8.683089
ACH-002785	Soft Tissue	1.5942343862182096	1	0.7311512861396614	-0.2498527162516263	6.2693286	7.0239315
ACH-000637	Esophagus/Stomach	1.575517189252337	1	-0.30472058835779625	-0.5967570252178309	4.679964	6.909977
ACH-002693	Peripheral Nervous System	1.3768230067352456	0	-0.8496533630585069	-0.4585895602606808	7.6193395	7.125558
ACH-000455	CNS/Brain	1.4268270232158753	0	0.22002341476242798	-0.48896971886289914	2.8727539	8.154205
ACH-000389	CNS/Brain	1.4268270232158753	0	0.8539301793496394	0.03925848741066196	3.9600668	8.416147
ACH-002710	Peripheral Nervous System	1.3768230067352456	0	0.3246097837346103	-0.6203340652172121	4.2262926	7.9719
ACH-000490	Cervix	1.5327607820549467	0	-0.0348185273049505	-0.4563661488954331	6.270327	5.4788747
ACH-000434	Lung	1.4273774475579395	0	-1.2561873810072515	-0.593816057375935	5.819441	6.993097
ACH-002042	Head and Neck	1.49472222219304	0	0.042577704552895446	-0.24685178391421328	6.2520995	8.430344
ACH-002923	Peripheral Nervous System	1.3768230067352456	0	-1.2284476712102483	-0.6709422442596139	0.19691293	5.6414104
ACH-000756	CNS/Brain	1.4268270232158753	0	-0.5327560257649618	-0.5348546155348114	5.405315	6.8456907
ACH-000396	Bladder/Urinary Tract	1.6050912802741992	1	0.5977195477244469	-0.3983871986416317	5.2681127	6.4331465
ACH-002478	Lymphoid	1.562464719239404	1	-0.04504290145823653	0.37878017132858655	7.3252244	6.29315
ACH-000371	Lymphoid	1.562464719239404	1	-0.1461606058815535	2.5536022734858337	7.830686	7.3536496
ACH-000265	Pancreas	1.6551114651970629	1	-0.39618126344355264	0.3075167399142604	6.1888204	5.3899317
ACH-000132	Ovary/Fallopian Tube	1.4778614424663126	0	-0.09144066342024496	-0.3515136284844049	5.245621	6.2780128
ACH-000216	Esophagus/Stomach	1.575517189252337	1	0.751224311672613	-0.004869706681367598	5.285602	6.020171
ACH-000855	Esophagus/Stomach	1.575517189252337	1	-0.04484081803923957	-0.591121564077949	5.398983	7.054512
ACH-000906	Ovary/Fallopian Tube	1.4778614424663126	0	-0.22858658558603534	0.06712917474846379	6.6762676	6.612634
ACH-000348	Skin	1.6404157471292853	1	1.1263669591466243	-0.10614369853317356	4.5598955	7.783954
ACH-000238	Head and Neck	1.49472222219304	0	0.200792659432742	0.19302347230628958	7.115085	5.7773433
ACH-000237	Ovary/Fallopian Tube	1.4778614424663126	0	0.9195988588250519	-0.2721009422837094	6.2544427	7.8650837
ACH-000393	Liver	1.348589618399393	0	0.13238536539637724	-0.3925442899265652	5.8415227	6.3668118
ACH-000623	CNS/Brain	1.4268270232158753	0	1.121251047997609	-0.45943171948910927	4.0944977	6.122617
ACH-001028	CNS/Brain	1.4268270232158753	0	-1.3295385148828351	-0.6478618204144831	6.1222525	5.8083544
ACH-000621	Breast	1.6357488697694451	1	0.2195011781712987	-0.2763029998538943	4.735793	5.179949
ACH-001641	Head and Neck	1.49472222219304	0	0.15323978142029557	-0.28718525489534524	6.961276	8.146131
ACH-000483	Liver	1.348589618399393	0	-0.6855457531200833	-0.6047205748509845	5.4802136	5.6174984
ACH-000514	Lung	1.4273774475579395	0	-1.4130221274906583	-0.5837913147124781	1.1808989	6.0885234
ACH-000936	Ovary/Fallopian Tube	1.4778614424663126	0	0.44476313418323277	0.09338610566384276	5.9472876	6.2262387
ACH-000716	Thyroid	-0.6032589497939549	0	-0.013839682593894915	-0.3069774004276118	6.1236	6.8200383
ACH-000988	Uterus	1.5238441904777118	0	-0.67430938583665	-0.45411178855445505	6.1464677	5.47609
ACH-000609	CNS/Brain	1.4268270232158753	0	0.6461363095631395	-0.4260112447486741	4.736015	6.9941835
ACH-001411	Bladder/Urinary Tract	1.6050912802741992	1	0.29109509146669366	-0.3953936213366717	6.4326487	7.3151045
ACH-000504	CNS/Brain	1.4268270232158753	0	1.1963630987322673	0.3153710714867372	4.484293	7.318416
ACH-002677	Lymphoid	1.562464719239404	1	-0.4937065533606634	2.4805954496210307	8.118593	6.98599
ACH-000956	Prostate	1.5352682839068503	0	-1.0472756376697523	-0.5148305862939999	7.590669	6.617259
ACH-002709	Myeloid	1.631754677029301	1	-0.13143090404895458	0.7940716530421784	8.151844	5.321593
ACH-000652	Pancreas	1.6551114651970629	1	0.08108206369031845	0.2433135997442153	6.820013	6.098411
ACH-000414	Lung	1.4273774475579395	0	-0.5135922105934171	-0.3814676216222912	5.670716	10.674669
ACH-000472	Head and Neck	1.49472222219304	0	-0.2910772352343145	-0.46460591630177905	5.336937	4.8713017
ACH-000007	Bowel	1.6297219961170546	1	0.3445450359895003	-0.5938989951294241	6.905146	6.028253
ACH-000446	Peripheral Nervous System	1.3768230067352456	0	-0.10782997543622114	-0.46891589397695754	2.5437286	6.5399885
ACH-001850	Biliary Tract	1.5516951232531389	1	-0.7613710019378107	-0.6431142871575687	7.3964076	6.5992985
ACH-000028	Breast	1.6357488697694451	1	-1.1174479787003229	-0.5352603095175343	5.277133	5.7373977
ACH-000665	Lung	1.4273774475579395	0	0.5441073740468504	0.014088455177445511	5.736302	6.958286
ACH-000078	Peripheral Nervous System	1.3768230067352456	0	-1.464216174630881	-0.6032639601423605	0.3745955	7.3904614
ACH-002046	Uterus	1.5238441904777118	0	1.276302349261213	-0.422195137451628	5.515643	6.9640636
ACH-000397	Uterus	1.5238441904777118	0	0.42005960496918493	0.5142297509171506	6.097438	6.76082
ACH-002925	Eye	1.537454049548816	0	-1.4456794481420594	-0.39440141468395074	7.3812313	5.2661867
ACH-000518	Head and Neck	1.49472222219304	0	1.0488983798998266	0.5480217988216486	5.934795	7.183457
ACH-001566	Skin	1.6404157471292853	1	0.15697993897955306	-0.2869270638686247	6.2299185	7.305934
ACH-000252	Bowel	1.6297219961170546	1	0.6026257364409715	-0.21252187096495442	7.205285	5.611485
ACH-001605	CNS/Brain	1.4268270232158753	0	0.6745080477473027	-0.14812194307004742	4.1928253	8.087945
ACH-002522	Lung	1.4273774475579395	0	0.9640626502554319	1.1238854818862138	5.1858587	8.979145
ACH-000277	Breast	1.6357488697694451	1	-1.1620228954962175	-0.5611461400478711	3.436031	5.587617
ACH-001239	Skin	1.6404157471292853	1	-0.1939045907569101	0.662188639329913	6.4136434	6.797454
ACH-001970	Skin	1.6404157471292853	1	-0.3379933495944236	-0.3578092349546165	7.994953	8.34525
ACH-000537	Liver	1.348589618399393	0	0.04747615874272896	-0.4758875819787563	5.5449953	5.2324114
ACH-002660	Bowel	1.6297219961170546	1	0.5812568572279487	0.2959713303641655	6.31702	6.8663516
ACH-002806	CNS/Brain	1.4268270232158753	0	0.3140789297061775	-0.5174992920957061	6.5314174	4.775588
ACH-002782	Soft Tissue	1.5942343862182096	1	0.7086078064432624	-0.6324033323280042	5.3150444	10.009871
ACH-000724	Bladder/Urinary Tract	1.6050912802741992	1	1.066568954704827	-0.4505141893856503	5.9630904	5.8445764
ACH-000522	Bladder/Urinary Tract	1.6050912802741992	1	-0.15355958843004922	-0.5051469684698957	6.868156	6.7111645
ACH-001549	Lung	1.4273774475579395	0	-0.8625329855398824	-0.6659556386075441	7.5717983	7.3026023
ACH-000706	Lung	1.4273774475579395	0	-0.28683117539901076	-0.5070943600349518	5.4472785	6.190018
ACH-000548	Head and Neck	1.49472222219304	0	1.1885938704900436	-0.3840995016026152	6.753618	7.379812
ACH-001839	Biliary Tract	1.5516951232531389	1	0.5220528896998826	-0.25054028886006147	6.1646314	7.2272983
ACH-001799	Soft Tissue	1.5942343862182096	1	0.51781226051329	-0.31667199806237695	7.6102867	6.975206
ACH-000425	Skin	1.6404157471292853	1	-0.33465006614426257	0.2783359809081855	5.6947885	6.656219
ACH-000375	Kidney	1.429984759980122	0	-0.48359044979238847	-0.43878873587610373	7.3525734	5.521949
ACH-000753	Bladder/Urinary Tract	1.6050912802741992	1	0.20171059661200053	-0.20533767441519776	7.580854	5.6989574
ACH-000735	Head and Neck	1.49472222219304	0	0.7151913044168786	0.4498452429531195	5.137872	6.9971457
ACH-000654	Lymphoid	1.562464719239404	1	0.55656456320808	2.8196334299043837	8.589314	6.289248
ACH-001067	CNS/Brain	1.4268270232158753	0	-0.6720352484678023	-0.6429722010304654	7.9240284	7.0145116
ACH-001394	Breast	1.6357488697694451	1	-0.0017411367965542114	0.07755678402728441	7.6873617	7.794123
ACH-001433	Soft Tissue	1.5942343862182096	1	0.43492816027318865	-0.48925219021851346	5.165257	6.357274
ACH-000404	Skin	1.6404157471292853	1	0.0978833389798297	-0.0029154013917244183	5.6064777	8.146243
ACH-000882	Skin	1.6404157471292853	1	-0.17184201129563584	0.1345570594270005	5.4322076	6.929211
ACH-001509	Head and Neck	1.49472222219304	0	0.2899378443002893	-0.3053939397376601	7.7531567	6.1148896
ACH-000604	Myeloid	1.631754677029301	1	-0.6750262643623236	-0.5462593671154982	8.411253	5.8261037
ACH-000090	Prostate	1.5352682839068503	0	-0.43589681271896963	-0.6257840225404435	5.3078804	5.8446746
ACH-000195	Myeloid	1.631754677029301	1	0.8495277968678905	2.0145993358963783	7.873721	4.8425865
ACH-001791	Soft Tissue	1.5942343862182096	1	-0.19134391425515085	-0.5918449075935135	5.6899085	3.7534654
ACH-001650	Cervix	1.5327607820549467	0	-0.22821948906017564	-0.7081905221766158	5.1289697	7.6048203
ACH-000605	Esophagus/Stomach	1.575517189252337	1	-0.17073697725854498	-0.13059380865924636	6.673726	5.534762
ACH-000458	Skin	1.6404157471292853	1	0.05897121473318355	-0.3143892696141028	7.395277	8.406639
