ret_class	n	rai_score_med	age_med	braf_pct	tert_pos_pct	cptc_pct
no_RET	77	7.425	40.4	1.3	3.9	77.9
CCDC6-RET	21	7.857	36.1	0.0	0.0	85.7
NCOA4-RET	4	7.101	37.5	0.0	0.0	75.0
other-RET (ERC1)	2	7.307	44.7	0.0	50.0	100.0
other-RET (AKAP13)	1	7.627	21.1	0.0	0.0	100.0
other-RET (DLG5)	1	7.144	58.6	0.0	0.0	100.0
other-RET (FKBP15)	1	7.98	43.5	0.0	0.0	0.0
other-RET (SPECC1L)	1	7.752	32.8	0.0	0.0	100.0
other-RET (TBL1XR1)	1	9.601	24.5	0.0	0.0	0.0
other-RET (TRIM27)	1	8.152	41.8	0.0	0.0	100.0
